language,symbol,kind,source_rule
cpp,expression,NONTERMINAL,initializer_list
cpp,initializer_list,NONTERMINAL,initializer_list
cpp,initializer_pair,NONTERMINAL,initializer_list
cpp,_field_identifier,NONTERMINAL,initializer_pair
cpp,expression,NONTERMINAL,initializer_pair
cpp,field_designator,NONTERMINAL,initializer_pair
cpp,initializer_list,NONTERMINAL,initializer_pair
cpp,subscript_designator,NONTERMINAL,initializer_pair
cpp,subscript_range_designator,NONTERMINAL,initializer_pair
cpp,expression,NONTERMINAL,subscript_designator
cpp,expression,NONTERMINAL,subscript_range_designator
cpp,_field_identifier,NONTERMINAL,field_designator
cpp,escape_sequence,NONTERMINAL,char_literal
cpp,identifier,NONTERMINAL,concatenated_string
cpp,raw_string_literal,NONTERMINAL,concatenated_string
cpp,string_literal,NONTERMINAL,concatenated_string
cpp,escape_sequence,NONTERMINAL,string_literal
cpp,identifier,NONTERMINAL,_type_identifier
cpp,identifier,NONTERMINAL,_field_identifier
cpp,identifier,NONTERMINAL,_statement_identifier
cpp,type_specifier,NONTERMINAL,_empty_declaration
cpp,identifier,NONTERMINAL,macro_type_specifier
cpp,type_descriptor,NONTERMINAL,macro_type_specifier
cpp,_block_item,NONTERMINAL,preproc_if_in_block
cpp,_preproc_expression,NONTERMINAL,preproc_if_in_block
cpp,preproc_elif_in_block,NONTERMINAL,preproc_if_in_block
cpp,preproc_elifdef_in_block,NONTERMINAL,preproc_if_in_block
cpp,preproc_else_in_block,NONTERMINAL,preproc_if_in_block
cpp,_block_item,NONTERMINAL,preproc_ifdef_in_block
cpp,identifier,NONTERMINAL,preproc_ifdef_in_block
cpp,preproc_elif_in_block,NONTERMINAL,preproc_ifdef_in_block
cpp,preproc_elifdef_in_block,NONTERMINAL,preproc_ifdef_in_block
cpp,preproc_else_in_block,NONTERMINAL,preproc_ifdef_in_block
cpp,_block_item,NONTERMINAL,preproc_else_in_block
cpp,_block_item,NONTERMINAL,preproc_elif_in_block
cpp,_preproc_expression,NONTERMINAL,preproc_elif_in_block
cpp,preproc_elif_in_block,NONTERMINAL,preproc_elif_in_block
cpp,preproc_elifdef_in_block,NONTERMINAL,preproc_elif_in_block
cpp,preproc_else_in_block,NONTERMINAL,preproc_elif_in_block
cpp,_block_item,NONTERMINAL,preproc_elifdef_in_block
cpp,identifier,NONTERMINAL,preproc_elifdef_in_block
cpp,preproc_elif_in_block,NONTERMINAL,preproc_elifdef_in_block
cpp,preproc_elifdef_in_block,NONTERMINAL,preproc_elifdef_in_block
cpp,preproc_else_in_block,NONTERMINAL,preproc_elifdef_in_block
cpp,_type_identifier,NONTERMINAL,placeholder_type_specifier
cpp,auto,NONTERMINAL,placeholder_type_specifier
cpp,decltype_auto,NONTERMINAL,placeholder_type_specifier
cpp,qualified_type_identifier,NONTERMINAL,placeholder_type_specifier
cpp,template_type,NONTERMINAL,placeholder_type_specifier
cpp,auto,NONTERMINAL,decltype_auto
cpp,expression,NONTERMINAL,decltype
cpp,expression,NONTERMINAL,annotation
cpp,_class_declaration_item,NONTERMINAL,_class_declaration
cpp,alignas_qualifier,NONTERMINAL,_class_declaration
cpp,attribute_declaration,NONTERMINAL,_class_declaration
cpp,attribute_specifier,NONTERMINAL,_class_declaration
cpp,ms_declspec_modifier,NONTERMINAL,_class_declaration
cpp,_class_name,NONTERMINAL,_class_declaration_item
cpp,attribute_specifier,NONTERMINAL,_class_declaration_item
cpp,base_class_clause,NONTERMINAL,_class_declaration_item
cpp,field_declaration_list,NONTERMINAL,_class_declaration_item
cpp,virtual_specifier,NONTERMINAL,_class_declaration_item
cpp,_class_declaration,NONTERMINAL,class_specifier
cpp,_type_identifier,NONTERMINAL,_class_name
cpp,qualified_type_identifier,NONTERMINAL,_class_name
cpp,splice_type_specifier,NONTERMINAL,_class_name
cpp,template_type,NONTERMINAL,_class_name
cpp,expression,NONTERMINAL,explicit_function_specifier
cpp,_class_name,NONTERMINAL,base_class_clause
cpp,access_specifier,NONTERMINAL,base_class_clause
cpp,attribute_declaration,NONTERMINAL,base_class_clause
cpp,_type_identifier,NONTERMINAL,_enum_base_clause
cpp,primitive_type,NONTERMINAL,_enum_base_clause
cpp,qualified_type_identifier,NONTERMINAL,_enum_base_clause
cpp,sized_type_specifier,NONTERMINAL,_enum_base_clause
cpp,type_specifier,NONTERMINAL,dependent_type
cpp,identifier,NONTERMINAL,module_name
cpp,module_name,NONTERMINAL,module_partition
cpp,attribute_declaration,NONTERMINAL,module_declaration
cpp,module_name,NONTERMINAL,module_declaration
cpp,module_partition,NONTERMINAL,module_declaration
cpp,_block_item,NONTERMINAL,export_declaration
cpp,declaration_list,NONTERMINAL,export_declaration
cpp,attribute_declaration,NONTERMINAL,import_declaration
cpp,module_name,NONTERMINAL,import_declaration
cpp,module_partition,NONTERMINAL,import_declaration
cpp,string_literal,NONTERMINAL,import_declaration
cpp,system_lib_string,NONTERMINAL,import_declaration
cpp,_empty_declaration,NONTERMINAL,template_declaration
cpp,alias_declaration,NONTERMINAL,template_declaration
cpp,concept_definition,NONTERMINAL,template_declaration
cpp,constructor_or_destructor_declaration,NONTERMINAL,template_declaration
cpp,constructor_or_destructor_definition,NONTERMINAL,template_declaration
cpp,declaration,NONTERMINAL,template_declaration
cpp,friend_declaration,NONTERMINAL,template_declaration
cpp,function_definition,NONTERMINAL,template_declaration
cpp,operator_cast_declaration,NONTERMINAL,template_declaration
cpp,operator_cast_definition,NONTERMINAL,template_declaration
cpp,requires_clause,NONTERMINAL,template_declaration
cpp,template_declaration,NONTERMINAL,template_declaration
cpp,template_parameter_list,NONTERMINAL,template_declaration
cpp,_declaration_specifiers,NONTERMINAL,template_instantiation
cpp,_declarator,NONTERMINAL,template_instantiation
cpp,optional_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,optional_type_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,parameter_declaration,NONTERMINAL,template_parameter_list
cpp,template_template_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,type_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,variadic_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,variadic_type_parameter_declaration,NONTERMINAL,template_parameter_list
cpp,_type_identifier,NONTERMINAL,type_parameter_declaration
cpp,_type_identifier,NONTERMINAL,variadic_type_parameter_declaration
cpp,_type_identifier,NONTERMINAL,optional_type_parameter_declaration
cpp,type_specifier,NONTERMINAL,optional_type_parameter_declaration
cpp,optional_type_parameter_declaration,NONTERMINAL,template_template_parameter_declaration
cpp,template_parameter_list,NONTERMINAL,template_template_parameter_declaration
cpp,type_parameter_declaration,NONTERMINAL,template_template_parameter_declaration
cpp,variadic_type_parameter_declaration,NONTERMINAL,template_template_parameter_declaration
cpp,parameter_declaration,NONTERMINAL,explicit_object_parameter_declaration
cpp,this,NONTERMINAL,explicit_object_parameter_declaration
cpp,_declaration_specifiers,NONTERMINAL,optional_parameter_declaration
cpp,_declarator,NONTERMINAL,optional_parameter_declaration
cpp,abstract_reference_declarator,NONTERMINAL,optional_parameter_declaration
cpp,expression,NONTERMINAL,optional_parameter_declaration
cpp,_declaration_specifiers,NONTERMINAL,variadic_parameter_declaration
cpp,variadic_declarator,NONTERMINAL,variadic_parameter_declaration
cpp,variadic_reference_declarator,NONTERMINAL,variadic_parameter_declaration
cpp,identifier,NONTERMINAL,variadic_declarator
cpp,variadic_declarator,NONTERMINAL,variadic_reference_declarator
cpp,_abstract_declarator,NONTERMINAL,operator_cast
cpp,_declaration_specifiers,NONTERMINAL,operator_cast
cpp,field_initializer,NONTERMINAL,field_initializer_list
cpp,_field_identifier,NONTERMINAL,field_initializer
cpp,argument_list,NONTERMINAL,field_initializer
cpp,initializer_list,NONTERMINAL,field_initializer
cpp,qualified_field_identifier,NONTERMINAL,field_initializer
cpp,template_method,NONTERMINAL,field_initializer
cpp,_declaration_specifiers,NONTERMINAL,inline_method_definition
cpp,_field_declarator,NONTERMINAL,inline_method_definition
cpp,compound_statement,NONTERMINAL,inline_method_definition
cpp,default_method_clause,NONTERMINAL,inline_method_definition
cpp,delete_method_clause,NONTERMINAL,inline_method_definition
cpp,pure_virtual_clause,NONTERMINAL,inline_method_definition
cpp,try_statement,NONTERMINAL,inline_method_definition
cpp,_declaration_modifiers,NONTERMINAL,_constructor_specifiers
cpp,explicit_function_specifier,NONTERMINAL,_constructor_specifiers
cpp,_constructor_specifiers,NONTERMINAL,operator_cast_definition
cpp,compound_statement,NONTERMINAL,operator_cast_definition
cpp,operator_cast,NONTERMINAL,operator_cast_definition
cpp,qualified_operator_cast_identifier,NONTERMINAL,operator_cast_definition
cpp,try_statement,NONTERMINAL,operator_cast_definition
cpp,_constructor_specifiers,NONTERMINAL,operator_cast_declaration
cpp,expression,NONTERMINAL,operator_cast_declaration
cpp,operator_cast,NONTERMINAL,operator_cast_declaration
cpp,qualified_operator_cast_identifier,NONTERMINAL,operator_cast_declaration
cpp,catch_clause,NONTERMINAL,constructor_try_statement
cpp,compound_statement,NONTERMINAL,constructor_try_statement
cpp,field_initializer_list,NONTERMINAL,constructor_try_statement
cpp,_constructor_specifiers,NONTERMINAL,constructor_or_destructor_definition
cpp,compound_statement,NONTERMINAL,constructor_or_destructor_definition
cpp,constructor_try_statement,NONTERMINAL,constructor_or_destructor_definition
cpp,default_method_clause,NONTERMINAL,constructor_or_destructor_definition
cpp,delete_method_clause,NONTERMINAL,constructor_or_destructor_definition
cpp,field_initializer_list,NONTERMINAL,constructor_or_destructor_definition
cpp,function_declarator,NONTERMINAL,constructor_or_destructor_definition
cpp,pure_virtual_clause,NONTERMINAL,constructor_or_destructor_definition
cpp,_constructor_specifiers,NONTERMINAL,constructor_or_destructor_declaration
cpp,function_declarator,NONTERMINAL,constructor_or_destructor_declaration
cpp,_class_name,NONTERMINAL,friend_declaration
cpp,declaration,NONTERMINAL,friend_declaration
cpp,function_definition,NONTERMINAL,friend_declaration
cpp,_declarator,NONTERMINAL,reference_declarator
cpp,_field_declarator,NONTERMINAL,reference_field_declarator
cpp,_type_declarator,NONTERMINAL,reference_type_declarator
cpp,_abstract_declarator,NONTERMINAL,abstract_reference_declarator
cpp,identifier,NONTERMINAL,structured_binding_declarator
cpp,_function_attributes_end,NONTERMINAL,_function_declarator_seq
cpp,_function_attributes_start,NONTERMINAL,_function_declarator_seq
cpp,_function_exception_specification,NONTERMINAL,_function_declarator_seq
cpp,_function_postfix,NONTERMINAL,_function_declarator_seq
cpp,parameter_list,NONTERMINAL,_function_declarator_seq
cpp,ref_qualifier,NONTERMINAL,_function_declarator_seq
cpp,trailing_return_type,NONTERMINAL,_function_declarator_seq
cpp,attribute_specifier,NONTERMINAL,_function_attributes_start
cpp,type_qualifier,NONTERMINAL,_function_attributes_start
cpp,noexcept,NONTERMINAL,_function_exception_specification
cpp,throw_specifier,NONTERMINAL,_function_exception_specification
cpp,attribute_declaration,NONTERMINAL,_function_attributes_end
cpp,attribute_specifier,NONTERMINAL,_function_attributes_end
cpp,gnu_asm_expression,NONTERMINAL,_function_attributes_end
cpp,requires_clause,NONTERMINAL,_function_postfix
cpp,virtual_specifier,NONTERMINAL,_function_postfix
cpp,type_descriptor,NONTERMINAL,trailing_return_type
cpp,expression,NONTERMINAL,noexcept
cpp,type_descriptor,NONTERMINAL,throw_specifier
cpp,_type_identifier,NONTERMINAL,template_type
cpp,template_argument_list,NONTERMINAL,template_type
cpp,_field_identifier,NONTERMINAL,template_method
cpp,operator_name,NONTERMINAL,template_method
cpp,template_argument_list,NONTERMINAL,template_method
cpp,identifier,NONTERMINAL,template_function
cpp,template_argument_list,NONTERMINAL,template_function
cpp,expression,NONTERMINAL,template_argument_list
cpp,type_descriptor,NONTERMINAL,template_argument_list
cpp,type_parameter_pack_expansion,NONTERMINAL,template_argument_list
cpp,_namespace_identifier,NONTERMINAL,namespace_definition
cpp,attribute_declaration,NONTERMINAL,namespace_definition
cpp,declaration_list,NONTERMINAL,namespace_definition
cpp,nested_namespace_specifier,NONTERMINAL,namespace_definition
cpp,_namespace_identifier,NONTERMINAL,namespace_alias_definition
cpp,nested_namespace_specifier,NONTERMINAL,namespace_alias_definition
cpp,splice_specifier,NONTERMINAL,namespace_alias_definition
cpp,_namespace_identifier,NONTERMINAL,_namespace_specifier
cpp,_namespace_specifier,NONTERMINAL,nested_namespace_specifier
cpp,nested_namespace_specifier,NONTERMINAL,nested_namespace_specifier
cpp,attribute_declaration,NONTERMINAL,using_declaration
cpp,identifier,NONTERMINAL,using_declaration
cpp,qualified_identifier,NONTERMINAL,using_declaration
cpp,splice_type_specifier,NONTERMINAL,using_declaration
cpp,_type_identifier,NONTERMINAL,alias_declaration
cpp,attribute_declaration,NONTERMINAL,alias_declaration
cpp,type_descriptor,NONTERMINAL,alias_declaration
cpp,_string,NONTERMINAL,static_assert_declaration
cpp,expression,NONTERMINAL,static_assert_declaration
cpp,compound_statement,NONTERMINAL,consteval_block_declaration
cpp,expression,NONTERMINAL,concept_definition
cpp,identifier,NONTERMINAL,concept_definition
cpp,_for_range_loop_body,NONTERMINAL,for_range_loop
cpp,statement,NONTERMINAL,for_range_loop
cpp,_declaration_specifiers,NONTERMINAL,_for_range_loop_body
cpp,_declarator,NONTERMINAL,_for_range_loop_body
cpp,expression,NONTERMINAL,_for_range_loop_body
cpp,init_statement,NONTERMINAL,_for_range_loop_body
cpp,initializer_list,NONTERMINAL,_for_range_loop_body
cpp,alias_declaration,NONTERMINAL,init_statement
cpp,declaration,NONTERMINAL,init_statement
cpp,expression_statement,NONTERMINAL,init_statement
cpp,type_definition,NONTERMINAL,init_statement
cpp,comma_expression,NONTERMINAL,condition_clause
cpp,condition_declaration,NONTERMINAL,condition_clause
cpp,expression,NONTERMINAL,condition_clause
cpp,init_statement,NONTERMINAL,condition_clause
cpp,_declaration_specifiers,NONTERMINAL,condition_declaration
cpp,_declarator,NONTERMINAL,condition_declaration
cpp,expression,NONTERMINAL,condition_declaration
cpp,initializer_list,NONTERMINAL,condition_declaration
cpp,expression,NONTERMINAL,co_return_statement
cpp,expression,NONTERMINAL,co_yield_statement
cpp,expression,NONTERMINAL,throw_statement
cpp,catch_clause,NONTERMINAL,try_statement
cpp,compound_statement,NONTERMINAL,try_statement
cpp,compound_statement,NONTERMINAL,catch_clause
cpp,parameter_list,NONTERMINAL,catch_clause
cpp,raw_string_content,NONTERMINAL,raw_string_literal
cpp,raw_string_delimiter,NONTERMINAL,raw_string_literal
cpp,expression,NONTERMINAL,subscript_argument_list
cpp,initializer_list,NONTERMINAL,subscript_argument_list
cpp,expression,NONTERMINAL,co_await_expression
cpp,argument_list,NONTERMINAL,new_expression
cpp,initializer_list,NONTERMINAL,new_expression
cpp,new_declarator,NONTERMINAL,new_expression
cpp,type_specifier,NONTERMINAL,new_expression
cpp,expression,NONTERMINAL,new_declarator
cpp,new_declarator,NONTERMINAL,new_declarator
cpp,expression,NONTERMINAL,delete_expression
cpp,_class_name,NONTERMINAL,type_requirement
cpp,expression,NONTERMINAL,compound_requirement
cpp,trailing_return_type,NONTERMINAL,compound_requirement
cpp,compound_requirement,NONTERMINAL,_requirement
cpp,expression_statement,NONTERMINAL,_requirement
cpp,type_requirement,NONTERMINAL,_requirement
cpp,_requirement,NONTERMINAL,requirement_seq
cpp,_requirement_clause_constraint,NONTERMINAL,constraint_conjunction
cpp,_requirement_clause_constraint,NONTERMINAL,constraint_disjunction
cpp,_class_name,NONTERMINAL,_requirement_clause_constraint
cpp,constraint_conjunction,NONTERMINAL,_requirement_clause_constraint
cpp,constraint_disjunction,NONTERMINAL,_requirement_clause_constraint
cpp,expression,NONTERMINAL,_requirement_clause_constraint
cpp,false,NONTERMINAL,_requirement_clause_constraint
cpp,fold_expression,NONTERMINAL,_requirement_clause_constraint
cpp,lambda_expression,NONTERMINAL,_requirement_clause_constraint
cpp,requires_expression,NONTERMINAL,_requirement_clause_constraint
cpp,true,NONTERMINAL,_requirement_clause_constraint
cpp,_requirement_clause_constraint,NONTERMINAL,requires_clause
cpp,optional_parameter_declaration,NONTERMINAL,requires_parameter_list
cpp,parameter_declaration,NONTERMINAL,requires_parameter_list
cpp,variadic_parameter_declaration,NONTERMINAL,requires_parameter_list
cpp,requirement_seq,NONTERMINAL,requires_expression
cpp,requires_parameter_list,NONTERMINAL,requires_expression
cpp,_function_exception_specification,NONTERMINAL,lambda_declarator
cpp,attribute_declaration,NONTERMINAL,lambda_declarator
cpp,lambda_specifier,NONTERMINAL,lambda_declarator
cpp,parameter_list,NONTERMINAL,lambda_declarator
cpp,requires_clause,NONTERMINAL,lambda_declarator
cpp,trailing_return_type,NONTERMINAL,lambda_declarator
cpp,compound_statement,NONTERMINAL,lambda_expression
cpp,lambda_capture_specifier,NONTERMINAL,lambda_expression
cpp,lambda_declarator,NONTERMINAL,lambda_expression
cpp,requires_clause,NONTERMINAL,lambda_expression
cpp,template_parameter_list,NONTERMINAL,lambda_expression
cpp,_lambda_capture,NONTERMINAL,lambda_capture_specifier
cpp,lambda_default_capture,NONTERMINAL,lambda_capture_specifier
cpp,identifier,NONTERMINAL,_lambda_capture_identifier
cpp,identifier_parameter_pack_expansion,NONTERMINAL,_lambda_capture_identifier
cpp,qualified_identifier,NONTERMINAL,_lambda_capture_identifier
cpp,expression,NONTERMINAL,lambda_capture_initializer
cpp,identifier,NONTERMINAL,lambda_capture_initializer
cpp,_lambda_capture_identifier,NONTERMINAL,_lambda_capture
cpp,lambda_capture_initializer,NONTERMINAL,_lambda_capture
cpp,this,NONTERMINAL,_lambda_capture
cpp,_fold_operator,NONTERMINAL,_unary_left_fold
cpp,expression,NONTERMINAL,_unary_left_fold
cpp,_fold_operator,NONTERMINAL,_unary_right_fold
cpp,expression,NONTERMINAL,_unary_right_fold
cpp,_binary_fold_operator,NONTERMINAL,_binary_fold
cpp,expression,NONTERMINAL,_binary_fold
cpp,_binary_fold,NONTERMINAL,fold_expression
cpp,_unary_left_fold,NONTERMINAL,fold_expression
cpp,_unary_right_fold,NONTERMINAL,fold_expression
cpp,expression,NONTERMINAL,parameter_pack_expansion
cpp,type_descriptor,NONTERMINAL,type_parameter_pack_expansion
cpp,identifier,NONTERMINAL,identifier_parameter_pack_expansion
cpp,identifier,NONTERMINAL,destructor_name
cpp,template_function,NONTERMINAL,dependent_identifier
cpp,template_method,NONTERMINAL,dependent_field_identifier
cpp,template_type,NONTERMINAL,dependent_type_identifier
cpp,_namespace_identifier,NONTERMINAL,_scope_resolution
cpp,decltype,NONTERMINAL,_scope_resolution
cpp,dependent_type_identifier,NONTERMINAL,_scope_resolution
cpp,splice_expression,NONTERMINAL,_scope_resolution
cpp,splice_type_specifier,NONTERMINAL,_scope_resolution
cpp,template_type,NONTERMINAL,_scope_resolution
cpp,_field_identifier,NONTERMINAL,qualified_field_identifier
cpp,_scope_resolution,NONTERMINAL,qualified_field_identifier
cpp,dependent_field_identifier,NONTERMINAL,qualified_field_identifier
cpp,qualified_field_identifier,NONTERMINAL,qualified_field_identifier
cpp,template_method,NONTERMINAL,qualified_field_identifier
cpp,_scope_resolution,NONTERMINAL,qualified_identifier
cpp,dependent_identifier,NONTERMINAL,qualified_identifier
cpp,destructor_name,NONTERMINAL,qualified_identifier
cpp,identifier,NONTERMINAL,qualified_identifier
cpp,operator_name,NONTERMINAL,qualified_identifier
cpp,pointer_type_declarator,NONTERMINAL,qualified_identifier
cpp,qualified_identifier,NONTERMINAL,qualified_identifier
cpp,template_function,NONTERMINAL,qualified_identifier
cpp,_scope_resolution,NONTERMINAL,qualified_type_identifier
cpp,_type_identifier,NONTERMINAL,qualified_type_identifier
cpp,dependent_type_identifier,NONTERMINAL,qualified_type_identifier
cpp,qualified_type_identifier,NONTERMINAL,qualified_type_identifier
cpp,template_type,NONTERMINAL,qualified_type_identifier
cpp,_scope_resolution,NONTERMINAL,qualified_operator_cast_identifier
cpp,operator_cast,NONTERMINAL,qualified_operator_cast_identifier
cpp,qualified_operator_cast_identifier,NONTERMINAL,qualified_operator_cast_identifier
cpp,expression,NONTERMINAL,_assignment_expression_lhs
cpp,initializer_list,NONTERMINAL,_assignment_expression_lhs
cpp,expression,NONTERMINAL,reflect_expression
cpp,type_descriptor,NONTERMINAL,reflect_expression
cpp,expression,NONTERMINAL,splice_specifier
cpp,splice_specifier,NONTERMINAL,_splice_specialization_specifier
cpp,template_argument_list,NONTERMINAL,_splice_specialization_specifier
cpp,_splice_specialization_specifier,NONTERMINAL,splice_type_specifier
cpp,splice_specifier,NONTERMINAL,splice_type_specifier
cpp,_splice_specialization_specifier,NONTERMINAL,splice_expression
cpp,splice_specifier,NONTERMINAL,splice_expression
cpp,_for_range_loop_body,NONTERMINAL,expansion_statement
cpp,statement,NONTERMINAL,expansion_statement
cpp,identifier,NONTERMINAL,operator_name
cpp,_string,NONTERMINAL,user_defined_literal
cpp,char_literal,NONTERMINAL,user_defined_literal
cpp,literal_suffix,NONTERMINAL,user_defined_literal
cpp,number_literal,NONTERMINAL,user_defined_literal
cpp,identifier,NONTERMINAL,_namespace_identifier
c,_top_level_item,NONTERMINAL,translation_unit
c,_empty_declaration,NONTERMINAL,_top_level_item
c,_old_style_function_definition,NONTERMINAL,_top_level_item
c,_top_level_statement,NONTERMINAL,_top_level_item
c,attributed_statement,NONTERMINAL,_top_level_item
c,declaration,NONTERMINAL,_top_level_item
c,function_definition,NONTERMINAL,_top_level_item
c,linkage_specification,NONTERMINAL,_top_level_item
c,preproc_call,NONTERMINAL,_top_level_item
c,preproc_def,NONTERMINAL,_top_level_item
c,preproc_function_def,NONTERMINAL,_top_level_item
c,preproc_if,NONTERMINAL,_top_level_item
c,preproc_ifdef,NONTERMINAL,_top_level_item
c,preproc_include,NONTERMINAL,_top_level_item
c,type_definition,NONTERMINAL,_top_level_item
c,_empty_declaration,NONTERMINAL,_block_item
c,_old_style_function_definition,NONTERMINAL,_block_item
c,attributed_statement,NONTERMINAL,_block_item
c,declaration,NONTERMINAL,_block_item
c,function_definition,NONTERMINAL,_block_item
c,linkage_specification,NONTERMINAL,_block_item
c,preproc_call,NONTERMINAL,_block_item
c,preproc_def,NONTERMINAL,_block_item
c,preproc_function_def,NONTERMINAL,_block_item
c,preproc_if,NONTERMINAL,_block_item
c,preproc_ifdef,NONTERMINAL,_block_item
c,preproc_include,NONTERMINAL,_block_item
c,statement,NONTERMINAL,_block_item
c,type_definition,NONTERMINAL,_block_item
c,identifier,NONTERMINAL,preproc_include
c,preproc_call_expression,NONTERMINAL,preproc_include
c,string_literal,NONTERMINAL,preproc_include
c,system_lib_string,NONTERMINAL,preproc_include
c,identifier,NONTERMINAL,preproc_def
c,preproc_arg,NONTERMINAL,preproc_def
c,identifier,NONTERMINAL,preproc_function_def
c,preproc_arg,NONTERMINAL,preproc_function_def
c,preproc_params,NONTERMINAL,preproc_function_def
c,identifier,NONTERMINAL,preproc_params
c,preproc_arg,NONTERMINAL,preproc_call
c,preproc_directive,NONTERMINAL,preproc_call
c,_block_item,NONTERMINAL,preproc_if
c,_preproc_expression,NONTERMINAL,preproc_if
c,preproc_elif,NONTERMINAL,preproc_if
c,preproc_elifdef,NONTERMINAL,preproc_if
c,preproc_else,NONTERMINAL,preproc_if
c,_block_item,NONTERMINAL,preproc_ifdef
c,identifier,NONTERMINAL,preproc_ifdef
c,preproc_elif,NONTERMINAL,preproc_ifdef
c,preproc_elifdef,NONTERMINAL,preproc_ifdef
c,preproc_else,NONTERMINAL,preproc_ifdef
c,_block_item,NONTERMINAL,preproc_else
c,_block_item,NONTERMINAL,preproc_elif
c,_preproc_expression,NONTERMINAL,preproc_elif
c,preproc_elif,NONTERMINAL,preproc_elif
c,preproc_elifdef,NONTERMINAL,preproc_elif
c,preproc_else,NONTERMINAL,preproc_elif
c,_block_item,NONTERMINAL,preproc_elifdef
c,identifier,NONTERMINAL,preproc_elifdef
c,preproc_elif,NONTERMINAL,preproc_elifdef
c,preproc_elifdef,NONTERMINAL,preproc_elifdef
c,preproc_else,NONTERMINAL,preproc_elifdef
c,_field_declaration_list_item,NONTERMINAL,preproc_if_in_field_declaration_list
c,_preproc_expression,NONTERMINAL,preproc_if_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,NONTERMINAL,preproc_if_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,NONTERMINAL,preproc_if_in_field_declaration_list
c,preproc_else_in_field_declaration_list,NONTERMINAL,preproc_if_in_field_declaration_list
c,_field_declaration_list_item,NONTERMINAL,preproc_ifdef_in_field_declaration_list
c,identifier,NONTERMINAL,preproc_ifdef_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,NONTERMINAL,preproc_ifdef_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,NONTERMINAL,preproc_ifdef_in_field_declaration_list
c,preproc_else_in_field_declaration_list,NONTERMINAL,preproc_ifdef_in_field_declaration_list
c,_field_declaration_list_item,NONTERMINAL,preproc_else_in_field_declaration_list
c,_field_declaration_list_item,NONTERMINAL,preproc_elif_in_field_declaration_list
c,_preproc_expression,NONTERMINAL,preproc_elif_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,NONTERMINAL,preproc_elif_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,NONTERMINAL,preproc_elif_in_field_declaration_list
c,preproc_else_in_field_declaration_list,NONTERMINAL,preproc_elif_in_field_declaration_list
c,_field_declaration_list_item,NONTERMINAL,preproc_elifdef_in_field_declaration_list
c,identifier,NONTERMINAL,preproc_elifdef_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,NONTERMINAL,preproc_elifdef_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,NONTERMINAL,preproc_elifdef_in_field_declaration_list
c,preproc_else_in_field_declaration_list,NONTERMINAL,preproc_elifdef_in_field_declaration_list
c,_preproc_expression,NONTERMINAL,preproc_if_in_enumerator_list
c,enumerator,NONTERMINAL,preproc_if_in_enumerator_list
c,preproc_elif_in_enumerator_list,NONTERMINAL,preproc_if_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,NONTERMINAL,preproc_if_in_enumerator_list
c,preproc_else_in_enumerator_list,NONTERMINAL,preproc_if_in_enumerator_list
c,enumerator,NONTERMINAL,preproc_ifdef_in_enumerator_list
c,identifier,NONTERMINAL,preproc_ifdef_in_enumerator_list
c,preproc_elif_in_enumerator_list,NONTERMINAL,preproc_ifdef_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,NONTERMINAL,preproc_ifdef_in_enumerator_list
c,preproc_else_in_enumerator_list,NONTERMINAL,preproc_ifdef_in_enumerator_list
c,enumerator,NONTERMINAL,preproc_else_in_enumerator_list
c,_preproc_expression,NONTERMINAL,preproc_elif_in_enumerator_list
c,enumerator,NONTERMINAL,preproc_elif_in_enumerator_list
c,preproc_elif_in_enumerator_list,NONTERMINAL,preproc_elif_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,NONTERMINAL,preproc_elif_in_enumerator_list
c,preproc_else_in_enumerator_list,NONTERMINAL,preproc_elif_in_enumerator_list
c,enumerator,NONTERMINAL,preproc_elifdef_in_enumerator_list
c,identifier,NONTERMINAL,preproc_elifdef_in_enumerator_list
c,preproc_elif_in_enumerator_list,NONTERMINAL,preproc_elifdef_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,NONTERMINAL,preproc_elifdef_in_enumerator_list
c,preproc_else_in_enumerator_list,NONTERMINAL,preproc_elifdef_in_enumerator_list
c,_preproc_expression,NONTERMINAL,preproc_if_in_enumerator_list_no_comma
c,enumerator,NONTERMINAL,preproc_if_in_enumerator_list_no_comma
c,preproc_elif_in_enumerator_list_no_comma,NONTERMINAL,preproc_if_in_enumerator_list_no_comma
c,preproc_elifdef_in_enumerator_list_no_comma,NONTERMINAL,preproc_if_in_enumerator_list_no_comma
