language,symbol,kind,source_rule
julia,curly_expression,NONTERMINAL,_primary_expression
julia,field_expression,NONTERMINAL,_primary_expression
julia,identifier,NONTERMINAL,_primary_expression
julia,index_expression,NONTERMINAL,_primary_expression
julia,interpolation_expression,NONTERMINAL,_primary_expression
julia,parametrized_type_expression,NONTERMINAL,_primary_expression
julia,parenthesized_expression,NONTERMINAL,_primary_expression
julia,quote_expression,NONTERMINAL,_primary_expression
julia,tuple_expression,NONTERMINAL,_primary_expression
julia,comprehension_expression,NONTERMINAL,_array
julia,matrix_expression,NONTERMINAL,_array
julia,vector_expression,NONTERMINAL,_array
julia,_bracket_form,NONTERMINAL,comprehension_expression
julia,_terminator,NONTERMINAL,comprehension_expression
julia,for_clause,NONTERMINAL,comprehension_expression
julia,if_clause,NONTERMINAL,comprehension_expression
julia,_bracket_form,NONTERMINAL,generator
julia,for_clause,NONTERMINAL,generator
julia,if_clause,NONTERMINAL,generator
julia,_expression,NONTERMINAL,if_clause
julia,for_binding,NONTERMINAL,for_clause
julia,_expression,NONTERMINAL,for_binding
julia,identifier,NONTERMINAL,for_binding
julia,interpolation_expression,NONTERMINAL,for_binding
julia,tuple_expression,NONTERMINAL,for_binding
julia,typed_expression,NONTERMINAL,for_binding
julia,_terminator,NONTERMINAL,matrix_expression
julia,matrix_row,NONTERMINAL,matrix_expression
julia,_bracket_form,NONTERMINAL,matrix_row
julia,_bracket_form,NONTERMINAL,vector_expression
julia,_bracket_form,NONTERMINAL,parenthesized_expression
julia,_semicolon,NONTERMINAL,parenthesized_expression
julia,generator,NONTERMINAL,parenthesized_expression
julia,_bracket_form,NONTERMINAL,tuple_expression
julia,_semicolon,NONTERMINAL,tuple_expression
julia,generator,NONTERMINAL,tuple_expression
julia,_bracket_form,NONTERMINAL,curly_expression
julia,_primary_expression,NONTERMINAL,adjoint_expression
julia,_primary_expression,NONTERMINAL,field_expression
julia,_string,NONTERMINAL,field_expression
julia,identifier,NONTERMINAL,field_expression
julia,interpolation_expression,NONTERMINAL,field_expression
julia,quote_expression,NONTERMINAL,field_expression
julia,_array,NONTERMINAL,index_expression
julia,_immediate_bracket,NONTERMINAL,index_expression
julia,_primary_expression,NONTERMINAL,index_expression
julia,_immediate_brace,NONTERMINAL,parametrized_type_expression
julia,_primary_expression,NONTERMINAL,parametrized_type_expression
julia,curly_expression,NONTERMINAL,parametrized_type_expression
julia,_immediate_paren,NONTERMINAL,call_expression
julia,_primary_expression,NONTERMINAL,call_expression
julia,do_clause,NONTERMINAL,call_expression
julia,operator,NONTERMINAL,call_expression
julia,tuple_expression,NONTERMINAL,call_expression
julia,_immediate_paren,NONTERMINAL,broadcast_call_expression
julia,_primary_expression,NONTERMINAL,broadcast_call_expression
julia,do_clause,NONTERMINAL,broadcast_call_expression
julia,tuple_expression,NONTERMINAL,broadcast_call_expression
julia,_primary_expression,NONTERMINAL,_qualified_macro_identifier
julia,macro_identifier,NONTERMINAL,_qualified_macro_identifier
julia,_qualified_macro_identifier,NONTERMINAL,_macro_head
julia,macro_identifier,NONTERMINAL,_macro_head
julia,_array,NONTERMINAL,_closed_macrocall_expression
julia,_immediate_brace,NONTERMINAL,_closed_macrocall_expression
julia,_immediate_bracket,NONTERMINAL,_closed_macrocall_expression
julia,_immediate_paren,NONTERMINAL,_closed_macrocall_expression
julia,_macro_head,NONTERMINAL,_closed_macrocall_expression
julia,curly_expression,NONTERMINAL,_closed_macrocall_expression
julia,do_clause,NONTERMINAL,_closed_macrocall_expression
julia,tuple_expression,NONTERMINAL,_closed_macrocall_expression
julia,_macro_head,NONTERMINAL,macrocall_expression
julia,macro_argument_list,NONTERMINAL,macrocall_expression
julia,_block_form,NONTERMINAL,macro_argument_list
julia,_bracket_form,NONTERMINAL,do_clause
julia,_terminator,NONTERMINAL,do_clause
julia,block,NONTERMINAL,do_clause
julia,_array,NONTERMINAL,interpolation_expression
julia,_string,NONTERMINAL,interpolation_expression
julia,curly_expression,NONTERMINAL,interpolation_expression
julia,float_literal,NONTERMINAL,interpolation_expression
julia,identifier,NONTERMINAL,interpolation_expression
julia,integer_literal,NONTERMINAL,interpolation_expression
julia,parenthesized_expression,NONTERMINAL,interpolation_expression
julia,tuple_expression,NONTERMINAL,interpolation_expression
julia,_array,NONTERMINAL,quote_expression
julia,_assignment_operator,NONTERMINAL,quote_expression
julia,_immediate_brace,NONTERMINAL,quote_expression
julia,_immediate_bracket,NONTERMINAL,quote_expression
julia,_immediate_paren,NONTERMINAL,quote_expression
julia,_lazy_and_operator,NONTERMINAL,quote_expression
julia,_lazy_or_operator,NONTERMINAL,quote_expression
julia,_string,NONTERMINAL,quote_expression
julia,_syntactic_operator,NONTERMINAL,quote_expression
julia,curly_expression,NONTERMINAL,quote_expression
julia,float_literal,NONTERMINAL,quote_expression
julia,identifier,NONTERMINAL,quote_expression
julia,integer_literal,NONTERMINAL,quote_expression
julia,operator,NONTERMINAL,quote_expression
julia,parenthesized_expression,NONTERMINAL,quote_expression
julia,tuple_expression,NONTERMINAL,quote_expression
julia,binary_expression,NONTERMINAL,_operation
julia,range_expression,NONTERMINAL,_operation
julia,splat_expression,NONTERMINAL,_operation
julia,typed_expression,NONTERMINAL,_operation
julia,unary_expression,NONTERMINAL,_operation
julia,unary_typed_expression,NONTERMINAL,_operation
julia,where_expression,NONTERMINAL,_operation
julia,_arrow_operator,NONTERMINAL,binary_expression
julia,_bitshift_operator,NONTERMINAL,binary_expression
julia,_comparison_operator,NONTERMINAL,binary_expression
julia,_ellipsis_operator,NONTERMINAL,binary_expression
julia,_expression,NONTERMINAL,binary_expression
julia,_lazy_and_operator,NONTERMINAL,binary_expression
julia,_lazy_or_operator,NONTERMINAL,binary_expression
julia,_pair_operator,NONTERMINAL,binary_expression
julia,_pipe_left_operator,NONTERMINAL,binary_expression
julia,_pipe_right_operator,NONTERMINAL,binary_expression
julia,_plus_operator,NONTERMINAL,binary_expression
julia,_power_operator,NONTERMINAL,binary_expression
julia,_rational_operator,NONTERMINAL,binary_expression
julia,_times_operator,NONTERMINAL,binary_expression
julia,_type_order_operator,NONTERMINAL,binary_expression
julia,_unary_plus_operator,NONTERMINAL,binary_expression
julia,_expression,NONTERMINAL,unary_expression
julia,_tilde_operator,NONTERMINAL,unary_expression
julia,_type_order_operator,NONTERMINAL,unary_expression
julia,_unary_operator,NONTERMINAL,unary_expression
julia,_unary_plus_operator,NONTERMINAL,unary_expression
julia,_expression,NONTERMINAL,range_expression
julia,_expression,NONTERMINAL,splat_expression
julia,_bracket_form,NONTERMINAL,ternary_expression
julia,_expression,NONTERMINAL,ternary_expression
julia,_expression,NONTERMINAL,typed_expression
julia,_primary_expression,NONTERMINAL,typed_expression
julia,_primary_expression,NONTERMINAL,unary_typed_expression
julia,_bracket_form,NONTERMINAL,arrow_function_expression
julia,identifier,NONTERMINAL,arrow_function_expression
julia,tuple_expression,NONTERMINAL,arrow_function_expression
julia,typed_expression,NONTERMINAL,arrow_function_expression
julia,_primary_expression,NONTERMINAL,juxtaposition_expression
julia,adjoint_expression,NONTERMINAL,juxtaposition_expression
julia,float_literal,NONTERMINAL,juxtaposition_expression
julia,integer_literal,NONTERMINAL,juxtaposition_expression
julia,_assignment_operator,NONTERMINAL,compound_assignment_expression
julia,_expression,NONTERMINAL,compound_assignment_expression
julia,_primary_expression,NONTERMINAL,compound_assignment_expression
julia,_tilde_operator,NONTERMINAL,compound_assignment_expression
julia,_expression,NONTERMINAL,where_expression
julia,_scoped_identifier,NONTERMINAL,macro_identifier
julia,_syntactic_operator,NONTERMINAL,macro_identifier
julia,identifier,NONTERMINAL,macro_identifier
julia,operator,NONTERMINAL,macro_identifier
julia,identifier,NONTERMINAL,_scoped_identifier
julia,interpolation_expression,NONTERMINAL,_scoped_identifier
julia,_word_identifier,NONTERMINAL,identifier
julia,character_literal,NONTERMINAL,_string
julia,command_literal,NONTERMINAL,_string
julia,prefixed_command_literal,NONTERMINAL,_string
julia,prefixed_string_literal,NONTERMINAL,_string
julia,string_literal,NONTERMINAL,_string
julia,_content_str_1,NONTERMINAL,string_literal
julia,_content_str_3,NONTERMINAL,string_literal
julia,_delimiter_str_1,NONTERMINAL,string_literal
julia,_delimiter_str_3,NONTERMINAL,string_literal
julia,_end_str,NONTERMINAL,string_literal
julia,escape_sequence,NONTERMINAL,string_literal
julia,string_interpolation,NONTERMINAL,string_literal
julia,_content_cmd_1,NONTERMINAL,command_literal
julia,_content_cmd_3,NONTERMINAL,command_literal
julia,_delimiter_cmd_1,NONTERMINAL,command_literal
julia,_delimiter_cmd_3,NONTERMINAL,command_literal
julia,_end_cmd,NONTERMINAL,command_literal
julia,escape_sequence,NONTERMINAL,command_literal
julia,string_interpolation,NONTERMINAL,command_literal
julia,_content_str_1_raw,NONTERMINAL,prefixed_string_literal
julia,_content_str_3_raw,NONTERMINAL,prefixed_string_literal
julia,_delimiter_str_1,NONTERMINAL,prefixed_string_literal
julia,_delimiter_str_3,NONTERMINAL,prefixed_string_literal
julia,_end_str,NONTERMINAL,prefixed_string_literal
julia,_immediate_string_start,NONTERMINAL,prefixed_string_literal
julia,escape_sequence,NONTERMINAL,prefixed_string_literal
julia,identifier,NONTERMINAL,prefixed_string_literal
julia,_content_cmd_1_raw,NONTERMINAL,prefixed_command_literal
julia,_content_cmd_3_raw,NONTERMINAL,prefixed_command_literal
julia,_delimiter_cmd_1,NONTERMINAL,prefixed_command_literal
julia,_delimiter_cmd_3,NONTERMINAL,prefixed_command_literal
julia,_end_cmd,NONTERMINAL,prefixed_command_literal
julia,_immediate_command_start,NONTERMINAL,prefixed_command_literal
julia,escape_sequence,NONTERMINAL,prefixed_command_literal
julia,identifier,NONTERMINAL,prefixed_command_literal
julia,_bracket_form,NONTERMINAL,string_interpolation
julia,_immediate_paren,NONTERMINAL,string_interpolation
julia,identifier,NONTERMINAL,string_interpolation
julia,_arrow_operator,NONTERMINAL,operator
julia,_bitshift_operator,NONTERMINAL,operator
julia,_comparison_operator,NONTERMINAL,operator
julia,_ellipsis_operator,NONTERMINAL,operator
julia,_pair_operator,NONTERMINAL,operator
julia,_pipe_left_operator,NONTERMINAL,operator
julia,_pipe_right_operator,NONTERMINAL,operator
julia,_plus_operator,NONTERMINAL,operator
julia,_power_operator,NONTERMINAL,operator
julia,_rational_operator,NONTERMINAL,operator
julia,_tilde_operator,NONTERMINAL,operator
julia,_times_operator,NONTERMINAL,operator
julia,_type_order_operator,NONTERMINAL,operator
julia,_unary_operator,NONTERMINAL,operator
julia,_unary_plus_operator,NONTERMINAL,operator
julia,_semicolon,NONTERMINAL,_terminator
julia,_block_comment_rest,NONTERMINAL,block_comment
nim,_semi_statement_list,NONTERMINAL,source_file
nim,_block_statement_list,NONTERMINAL,statement_list
nim,_layout_empty,NONTERMINAL,statement_list
nim,_line_statement_list,NONTERMINAL,statement_list
nim,_simple_statement,NONTERMINAL,_line_statement_list
nim,_layout_end,NONTERMINAL,_block_statement_list
nim,_layout_start,NONTERMINAL,_block_statement_list
nim,_semi_statement_list,NONTERMINAL,_block_statement_list
nim,_layout_terminator,NONTERMINAL,_semi_statement_list
nim,_statement,NONTERMINAL,_semi_statement_list
nim,_complex_statement,NONTERMINAL,_statement
nim,_simple_statement,NONTERMINAL,_statement
nim,_declaration,NONTERMINAL,_complex_statement
nim,_infix_typeof_expression,NONTERMINAL,_complex_statement
nim,defer,NONTERMINAL,_complex_statement
nim,static_statement,NONTERMINAL,_complex_statement
nim,typeof,NONTERMINAL,_complex_statement
nim,while,NONTERMINAL,_complex_statement
nim,_expression_statement,NONTERMINAL,_simple_statement
nim,_simple_statement_no_expression,NONTERMINAL,_simple_statement
nim,assembly_statement,NONTERMINAL,_simple_statement_no_expression
nim,bind_statement,NONTERMINAL,_simple_statement_no_expression
nim,break_statement,NONTERMINAL,_simple_statement_no_expression
nim,continue_statement,NONTERMINAL,_simple_statement_no_expression
nim,discard_statement,NONTERMINAL,_simple_statement_no_expression
nim,export_statement,NONTERMINAL,_simple_statement_no_expression
nim,import_from_statement,NONTERMINAL,_simple_statement_no_expression
nim,import_statement,NONTERMINAL,_simple_statement_no_expression
nim,include_statement,NONTERMINAL,_simple_statement_no_expression
nim,mixin_statement,NONTERMINAL,_simple_statement_no_expression
nim,pragma_statement,NONTERMINAL,_simple_statement_no_expression
nim,raise_statement,NONTERMINAL,_simple_statement_no_expression
nim,return_statement,NONTERMINAL,_simple_statement_no_expression
nim,yield_statement,NONTERMINAL,_simple_statement_no_expression
nim,_call_extended,NONTERMINAL,_expression_statement
nim,_expression,NONTERMINAL,_expression_statement
nim,_infix_extended,NONTERMINAL,_expression_statement
nim,_prefix_extended,NONTERMINAL,_expression_statement
nim,assignment,NONTERMINAL,_expression_statement
nim,_import_body,NONTERMINAL,import_statement
nim,_import_body,NONTERMINAL,export_statement
nim,_import_except,NONTERMINAL,_import_body
nim,expression_list,NONTERMINAL,_import_body
nim,_expression,NONTERMINAL,_import_except
nim,_inhibit_keyword_termination,NONTERMINAL,_import_except
nim,except_clause,NONTERMINAL,_import_except
nim,expression_list,NONTERMINAL,except_clause
nim,expression_list,NONTERMINAL,include_statement
nim,_expression_with_post_block,NONTERMINAL,discard_statement
nim,_expression_with_post_block,NONTERMINAL,return_statement
nim,_expression_with_post_block,NONTERMINAL,raise_statement
nim,_expression_with_post_block,NONTERMINAL,yield_statement
nim,_expression_with_post_block,NONTERMINAL,break_statement
nim,_expression_with_post_block,NONTERMINAL,continue_statement
nim,_string_literal,NONTERMINAL,assembly_statement
nim,pragma_list,NONTERMINAL,assembly_statement
nim,expression_list,NONTERMINAL,bind_statement
nim,expression_list,NONTERMINAL,mixin_statement
nim,_expression,NONTERMINAL,import_from_statement
nim,expression_list,NONTERMINAL,import_from_statement
nim,_simple_expression,NONTERMINAL,while
nim,statement_list,NONTERMINAL,while
nim,statement_list,NONTERMINAL,static_statement
nim,pragma_list,NONTERMINAL,pragma_statement
nim,statement_list,NONTERMINAL,pragma_statement
nim,statement_list,NONTERMINAL,defer
nim,_infix_typeof_expression,NONTERMINAL,_typeof_expression
nim,typeof,NONTERMINAL,_typeof_expression
nim,_paren_close,NONTERMINAL,typeof
nim,_simple_expression,NONTERMINAL,typeof
nim,_infix_operator_0,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_1,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_10l,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_10r,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_2,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_3,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_4,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_5,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_6,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_7,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_8,NONTERMINAL,_infix_typeof_expression
nim,_infix_operator_9,NONTERMINAL,_infix_typeof_expression
nim,_simple_expression,NONTERMINAL,_infix_typeof_expression
nim,_typeof_expression,NONTERMINAL,_infix_typeof_expression
nim,const_section,NONTERMINAL,_declaration
nim,converter_declaration,NONTERMINAL,_declaration
nim,func_declaration,NONTERMINAL,_declaration
nim,iterator_declaration,NONTERMINAL,_declaration
nim,let_section,NONTERMINAL,_declaration
nim,macro_declaration,NONTERMINAL,_declaration
nim,method_declaration,NONTERMINAL,_declaration
nim,proc_declaration,NONTERMINAL,_declaration
nim,template_declaration,NONTERMINAL,_declaration
nim,type_section,NONTERMINAL,_declaration
nim,using_section,NONTERMINAL,_declaration
nim,var_section,NONTERMINAL,_declaration
nim,_routine_declaration,NONTERMINAL,proc_declaration
nim,_routine_declaration,NONTERMINAL,func_declaration
nim,_routine_declaration,NONTERMINAL,method_declaration
nim,_routine_declaration,NONTERMINAL,iterator_declaration
nim,_routine_declaration,NONTERMINAL,macro_declaration
nim,_routine_declaration,NONTERMINAL,template_declaration
nim,_routine_declaration,NONTERMINAL,converter_declaration
nim,_symbol,NONTERMINAL,_routine_declaration
nim,exported_symbol,NONTERMINAL,_routine_declaration
nim,generic_parameter_list,NONTERMINAL,_routine_declaration
nim,parameter_declaration_list,NONTERMINAL,_routine_declaration
nim,pragma_list,NONTERMINAL,_routine_declaration
nim,statement_list,NONTERMINAL,_routine_declaration
nim,term_rewriting_pattern,NONTERMINAL,_routine_declaration
nim,type_expression,NONTERMINAL,_routine_declaration
nim,_bracket_close,NONTERMINAL,generic_parameter_list
nim,_parameter_declaration_list,NONTERMINAL,generic_parameter_list
nim,_curly_close,NONTERMINAL,term_rewriting_pattern
nim,_semi_statement_list,NONTERMINAL,term_rewriting_pattern
nim,_variable_declaration_section,NONTERMINAL,using_section
nim,_variable_declaration_section,NONTERMINAL,const_section
nim,_variable_declaration_section,NONTERMINAL,let_section
nim,_variable_declaration_section,NONTERMINAL,var_section
nim,_layout_end,NONTERMINAL,_variable_declaration_section
nim,_layout_start,NONTERMINAL,_variable_declaration_section
nim,_layout_terminator,NONTERMINAL,_variable_declaration_section
nim,variable_declaration,NONTERMINAL,_variable_declaration_section
nim,_expression_with_post_block,NONTERMINAL,variable_declaration
nim,symbol_declaration_list,NONTERMINAL,variable_declaration
nim,type_expression,NONTERMINAL,variable_declaration
nim,_layout_end,NONTERMINAL,type_section
nim,_layout_start,NONTERMINAL,type_section
nim,_layout_terminator,NONTERMINAL,type_section
nim,type_declaration,NONTERMINAL,type_section
nim,_type_definition,NONTERMINAL,type_declaration
nim,type_symbol_declaration,NONTERMINAL,type_declaration
nim,_symbol,NONTERMINAL,type_symbol_declaration
nim,exported_symbol,NONTERMINAL,type_symbol_declaration
nim,generic_parameter_list,NONTERMINAL,type_symbol_declaration
nim,pragma_list,NONTERMINAL,type_symbol_declaration
nim,_call_extended,NONTERMINAL,_type_definition
nim,_distinct_declaration,NONTERMINAL,_type_definition
nim,_pointer_declaration,NONTERMINAL,_type_definition
nim,_ref_declaration,NONTERMINAL,_type_definition
nim,_tuple_declaration,NONTERMINAL,_type_definition
nim,concept_declaration,NONTERMINAL,_type_definition
nim,enum_declaration,NONTERMINAL,_type_definition
nim,object_declaration,NONTERMINAL,_type_definition
nim,type_expression,NONTERMINAL,_type_definition
nim,_type_definition,NONTERMINAL,_distinct_declaration
nim,_type_definition,NONTERMINAL,_ref_declaration
nim,_type_definition,NONTERMINAL,_pointer_declaration
nim,_layout_end,NONTERMINAL,enum_declaration
nim,_layout_start,NONTERMINAL,enum_declaration
nim,_layout_terminator,NONTERMINAL,enum_declaration
nim,enum_field_declaration,NONTERMINAL,enum_declaration
nim,_expression,NONTERMINAL,enum_field_declaration
nim,symbol_declaration,NONTERMINAL,enum_field_declaration
nim,_identifier_declaration,NONTERMINAL,_tuple_declaration
nim,_layout_end,NONTERMINAL,_tuple_declaration
nim,_layout_start,NONTERMINAL,_tuple_declaration
nim,_layout_terminator,NONTERMINAL,_tuple_declaration
nim,_object_field_declaration_list,NONTERMINAL,object_declaration
nim,pragma_list,NONTERMINAL,object_declaration
nim,type_expression,NONTERMINAL,object_declaration
nim,_layout_empty,NONTERMINAL,_object_field_declaration_branch_list
nim,_object_field_declaration,NONTERMINAL,_object_field_declaration_branch_list
nim,_object_field_declaration_list,NONTERMINAL,_object_field_declaration_branch_list
nim,_layout_end,NONTERMINAL,_object_field_declaration_list
nim,_layout_start,NONTERMINAL,_object_field_declaration_list
nim,_layout_terminator,NONTERMINAL,_object_field_declaration_list
nim,_object_field_declaration,NONTERMINAL,_object_field_declaration_list
nim,_identifier_declaration,NONTERMINAL,_object_field_declaration
nim,conditional_declaration,NONTERMINAL,_object_field_declaration
nim,nil_literal,NONTERMINAL,_object_field_declaration
nim,variant_declaration,NONTERMINAL,_object_field_declaration
nim,_elif_declaration_branch,NONTERMINAL,conditional_declaration
nim,_else_declaration_branch,NONTERMINAL,conditional_declaration
nim,_expression,NONTERMINAL,conditional_declaration
nim,_inhibit_keyword_termination,NONTERMINAL,conditional_declaration
nim,_object_field_declaration_branch_list,NONTERMINAL,conditional_declaration
nim,_expression,NONTERMINAL,_elif_declaration_branch
nim,_object_field_declaration_branch_list,NONTERMINAL,_elif_declaration_branch
nim,_variant_declaration_body,NONTERMINAL,variant_declaration
nim,_else_declaration_branch,NONTERMINAL,_variant_declaration_body
nim,_inhibit_keyword_termination,NONTERMINAL,_variant_declaration_body
nim,_of_declaration_branch,NONTERMINAL,_variant_declaration_body
nim,variant_discriminator_declaration,NONTERMINAL,_variant_declaration_body
nim,_identifier_declaration,NONTERMINAL,variant_discriminator_declaration
nim,_case_of,NONTERMINAL,_of_declaration_branch
nim,_object_field_declaration_branch_list,NONTERMINAL,_of_declaration_branch
nim,expression_list,NONTERMINAL,_of_declaration_branch
nim,_object_field_declaration_branch_list,NONTERMINAL,_else_declaration_branch
nim,_block_statement_list,NONTERMINAL,concept_declaration
nim,_concept_parameter_list,NONTERMINAL,concept_declaration
nim,refinement_list,NONTERMINAL,concept_declaration
nim,type_expression,NONTERMINAL,refinement_list
nim,_concept_parameter,NONTERMINAL,_concept_parameter_list
nim,_concept_pointer_parameter,NONTERMINAL,_concept_parameter
nim,_concept_ref_parameter,NONTERMINAL,_concept_parameter
nim,_concept_static_parameter,NONTERMINAL,_concept_parameter
nim,_concept_type_parameter,NONTERMINAL,_concept_parameter
nim,_concept_var_parameter,NONTERMINAL,_concept_parameter
nim,_symbol,NONTERMINAL,_concept_parameter
nim,_symbol,NONTERMINAL,_concept_pointer_parameter
nim,_symbol,NONTERMINAL,_concept_ref_parameter
nim,_symbol,NONTERMINAL,_concept_static_parameter
nim,_symbol,NONTERMINAL,_concept_type_parameter
nim,_symbol,NONTERMINAL,_concept_var_parameter
nim,_call_block,NONTERMINAL,_expression_with_post_block
nim,_command_block,NONTERMINAL,_expression_with_post_block
nim,_dot_generic_call_block,NONTERMINAL,_expression_with_post_block
nim,_expression_with_call_do,NONTERMINAL,_expression_with_post_block
nim,_infix_extended,NONTERMINAL,_expression_with_post_block
nim,_prefix_extended,NONTERMINAL,_expression_with_post_block
nim,_call_do,NONTERMINAL,_expression_with_call_do
nim,_command_complex_expression,NONTERMINAL,_expression_with_call_do
nim,_dot_generic_call_do,NONTERMINAL,_expression_with_call_do
nim,_expression,NONTERMINAL,_expression_with_call_do
nim,_simple_expression,NONTERMINAL,_expression
nim,block,NONTERMINAL,_expression
nim,case,NONTERMINAL,_expression
nim,for,NONTERMINAL,_expression
nim,func_expression,NONTERMINAL,_expression
nim,if,NONTERMINAL,_expression
nim,iterator_expression,NONTERMINAL,_expression
nim,proc_expression,NONTERMINAL,_expression
nim,try,NONTERMINAL,_expression
nim,when,NONTERMINAL,_expression
nim,_prefix_expression,NONTERMINAL,_simple_expression
nim,_simple_expression_command_start,NONTERMINAL,_simple_expression
nim,_basic_expression,NONTERMINAL,_simple_expression_command_start
nim,_command_expression,NONTERMINAL,_simple_expression_command_start
nim,_infix_expression,NONTERMINAL,_simple_expression_command_start
nim,_prefix_expression_command_start,NONTERMINAL,_simple_expression_command_start
nim,_call_expression,NONTERMINAL,_basic_expression
nim,_iterator_type,NONTERMINAL,_basic_expression
nim,_literal,NONTERMINAL,_basic_expression
nim,_proc_type,NONTERMINAL,_basic_expression
nim,_sigil_expression,NONTERMINAL,_basic_expression
nim,_symbol,NONTERMINAL,_basic_expression
nim,array_construction,NONTERMINAL,_basic_expression
nim,bracket_expression,NONTERMINAL,_basic_expression
nim,cast,NONTERMINAL,_basic_expression
nim,curly_construction,NONTERMINAL,_basic_expression
nim,curly_expression,NONTERMINAL,_basic_expression
nim,distinct_type,NONTERMINAL,_basic_expression
nim,dot_expression,NONTERMINAL,_basic_expression
nim,dot_generic_call,NONTERMINAL,_basic_expression
nim,enum_type,NONTERMINAL,_basic_expression
nim,generalized_string,NONTERMINAL,_basic_expression
nim,object_type,NONTERMINAL,_basic_expression
nim,out_type,NONTERMINAL,_basic_expression
nim,parenthesized,NONTERMINAL,_basic_expression
nim,pointer_type,NONTERMINAL,_basic_expression
nim,pragma_expression,NONTERMINAL,_basic_expression
nim,ref_type,NONTERMINAL,_basic_expression
nim,tuple_construction,NONTERMINAL,_basic_expression
nim,tuple_type,NONTERMINAL,_basic_expression
nim,var_type,NONTERMINAL,_basic_expression
nim,_for_body,NONTERMINAL,for
nim,statement_list,NONTERMINAL,for
nim,_expression,NONTERMINAL,_for_body
nim,symbol_declaration_list,NONTERMINAL,_for_body
nim,_symbol,NONTERMINAL,block
nim,statement_list,NONTERMINAL,block
nim,_expression,NONTERMINAL,if
nim,_if_body,NONTERMINAL,if
nim,_expression,NONTERMINAL,when
nim,_if_body,NONTERMINAL,when
nim,_if_alternatives,NONTERMINAL,_if_body
nim,statement_list,NONTERMINAL,_if_body
nim,elif_branch,NONTERMINAL,_if_branch
nim,else_branch,NONTERMINAL,_if_branch
nim,_if_branch,NONTERMINAL,_if_alternatives
nim,_inhibit_keyword_termination,NONTERMINAL,_if_alternatives
nim,_expression,NONTERMINAL,case
nim,_if_alternatives,NONTERMINAL,case
nim,of_branch,NONTERMINAL,case
nim,_inhibit_keyword_termination,NONTERMINAL,try
nim,_try_branch,NONTERMINAL,try
nim,statement_list,NONTERMINAL,try
nim,except_branch,NONTERMINAL,_try_branch
nim,finally_branch,NONTERMINAL,_try_branch
nim,_case_of,NONTERMINAL,of_branch
nim,expression_list,NONTERMINAL,of_branch
nim,statement_list,NONTERMINAL,of_branch
nim,_expression,NONTERMINAL,elif_branch
nim,statement_list,NONTERMINAL,elif_branch
nim,statement_list,NONTERMINAL,else_branch
nim,expression_list,NONTERMINAL,except_branch
nim,statement_list,NONTERMINAL,except_branch
nim,statement_list,NONTERMINAL,finally_branch
nim,parameter_declaration_list,NONTERMINAL,do_block
nim,pragma_list,NONTERMINAL,do_block
nim,statement_list,NONTERMINAL,do_block
nim,type_expression,NONTERMINAL,do_block
nim,_call_block,NONTERMINAL,_call_extended
nim,_command_statement,NONTERMINAL,_call_extended
nim,_dot_generic_call_block,NONTERMINAL,_call_extended
nim,_basic_expression,NONTERMINAL,_command_statement
nim,_command_statement_argument_list,NONTERMINAL,_command_statement
nim,_equal_expression_list,NONTERMINAL,_command_statement_argument_list
nim,_post_expression_block_tail,NONTERMINAL,_command_statement_argument_list
nim,statement_list,NONTERMINAL,_command_statement_argument_list
nim,_basic_expression,NONTERMINAL,_command_block
nim,_command_block_argument_list,NONTERMINAL,_command_block
nim,_command_expression_argument_list,NONTERMINAL,_command_block_argument_list
nim,_post_expression_block_tail,NONTERMINAL,_command_block_argument_list
nim,statement_list,NONTERMINAL,_command_block_argument_list
nim,_call_block_argument_list,NONTERMINAL,_dot_generic_call_block
nim,_dot_generic_head,NONTERMINAL,_dot_generic_call_block
nim,_basic_expression,NONTERMINAL,_call_block
nim,_call_block_argument_list,NONTERMINAL,_call_block
nim,_call_argument_list,NONTERMINAL,_call_block_argument_list
nim,_post_expression_block,NONTERMINAL,_call_block_argument_list
nim,_call_do_argument_list,NONTERMINAL,_dot_generic_call_do
nim,_dot_generic_head,NONTERMINAL,_dot_generic_call_do
nim,_basic_expression,NONTERMINAL,_call_do
nim,_call_do_argument_list,NONTERMINAL,_call_do
nim,_call_argument_list,NONTERMINAL,_call_do_argument_list
nim,_post_expression_do_block,NONTERMINAL,_call_do_argument_list
nim,_basic_expression,NONTERMINAL,_call_expression
nim,_call_argument_list,NONTERMINAL,_call_expression
nim,_colon_equal_expression_list,NONTERMINAL,_call_argument_list
nim,_paren_close,NONTERMINAL,_call_argument_list
nim,_basic_expression,NONTERMINAL,_command_complex_expression
nim,_command_complex_expression_argument_list,NONTERMINAL,_command_complex_expression
nim,_expression_with_call_do,NONTERMINAL,_command_complex_expression_argument_list
