language,rule,path,operation,name,value
cpp,preproc_ifdef_in_enumerator_list,$.content.members[3].content.members[1],BLANK,,
cpp,preproc_ifdef_in_enumerator_list,$.content.members[4],ALIAS,,"""#endif"""
cpp,preproc_ifdef_in_enumerator_list,$.content.members[4].content,PATTERN,,"""#[ \t]*endif"""
cpp,preproc_else_in_enumerator_list,$,PREC,,0
cpp,preproc_else_in_enumerator_list,$.content,SEQ,,
cpp,preproc_else_in_enumerator_list,$.content.members[0],ALIAS,,"""#else"""
cpp,preproc_else_in_enumerator_list,$.content.members[0].content,PATTERN,,"""#[ \t]*else"""
cpp,preproc_else_in_enumerator_list,$.content.members[1],REPEAT,,
cpp,preproc_else_in_enumerator_list,$.content.members[1].content,SEQ,,
cpp,preproc_else_in_enumerator_list,$.content.members[1].content.members[0],SYMBOL,enumerator,
cpp,preproc_else_in_enumerator_list,$.content.members[1].content.members[1],STRING,,""","""
cpp,preproc_elif_in_enumerator_list,$,PREC,,0
cpp,preproc_elif_in_enumerator_list,$.content,SEQ,,
cpp,preproc_elif_in_enumerator_list,$.content.members[0],ALIAS,,"""#elif"""
cpp,preproc_elif_in_enumerator_list,$.content.members[0].content,PATTERN,,"""#[ \t]*elif"""
cpp,preproc_elif_in_enumerator_list,$.content.members[1],FIELD,condition,
cpp,preproc_elif_in_enumerator_list,$.content.members[1].content,SYMBOL,_preproc_expression,
cpp,preproc_elif_in_enumerator_list,$.content.members[2],STRING,,"""\n"""
cpp,preproc_elif_in_enumerator_list,$.content.members[3],REPEAT,,
cpp,preproc_elif_in_enumerator_list,$.content.members[3].content,SEQ,,
cpp,preproc_elif_in_enumerator_list,$.content.members[3].content.members[0],SYMBOL,enumerator,
cpp,preproc_elif_in_enumerator_list,$.content.members[3].content.members[1],STRING,,""","""
cpp,preproc_elif_in_enumerator_list,$.content.members[4],FIELD,alternative,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content,CHOICE,,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0],CHOICE,,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list,
cpp,preproc_elif_in_enumerator_list,$.content.members[4].content.members[1],BLANK,,
cpp,preproc_elifdef_in_enumerator_list,$,PREC,,0
cpp,preproc_elifdef_in_enumerator_list,$.content,SEQ,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[0],CHOICE,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[0].members[0],ALIAS,,"""#elifdef"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[0].members[0].content,PATTERN,,"""#[ \t]*elifdef"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[0].members[1],ALIAS,,"""#elifndef"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[0].members[1].content,PATTERN,,"""#[ \t]*elifndef"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[1],FIELD,name,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[1].content,SYMBOL,identifier,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[2],REPEAT,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[2].content,SEQ,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[2].content.members[0],SYMBOL,enumerator,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[2].content.members[1],STRING,,""","""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3],FIELD,alternative,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content,CHOICE,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0],CHOICE,,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list,
cpp,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[1],BLANK,,
cpp,preproc_if_in_enumerator_list_no_comma,$,PREC,,-1
cpp,preproc_if_in_enumerator_list_no_comma,$.content,SEQ,,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[0],ALIAS,,"""#if"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[0].content,PATTERN,,"""#[ \t]*if"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[1],FIELD,condition,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[1].content,SYMBOL,_preproc_expression,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[2],STRING,,"""\n"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[3],REPEAT,,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[3].content,SYMBOL,enumerator,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4],FIELD,alternative,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content,CHOICE,,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0],CHOICE,,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list_no_comma,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[4].content.members[1],BLANK,,
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[5],ALIAS,,"""#endif"""
cpp,preproc_if_in_enumerator_list_no_comma,$.content.members[5].content,PATTERN,,"""#[ \t]*endif"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$,PREC,,-1
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content,SEQ,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0],CHOICE,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[0],ALIAS,,"""#ifdef"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[0].content,PATTERN,,"""#[ \t]*ifdef"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[1],ALIAS,,"""#ifndef"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[1].content,PATTERN,,"""#[ \t]*ifndef"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[1],FIELD,name,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[1].content,SYMBOL,identifier,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[2],REPEAT,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[2].content,SYMBOL,enumerator,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3],FIELD,alternative,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content,CHOICE,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0],CHOICE,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list_no_comma,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[1],BLANK,,
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[4],ALIAS,,"""#endif"""
cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[4].content,PATTERN,,"""#[ \t]*endif"""
cpp,preproc_else_in_enumerator_list_no_comma,$,PREC,,-1
cpp,preproc_else_in_enumerator_list_no_comma,$.content,SEQ,,
cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[0],ALIAS,,"""#else"""
cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[0].content,PATTERN,,"""#[ \t]*else"""
cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[1],REPEAT,,
cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[1].content,SYMBOL,enumerator,
cpp,preproc_elif_in_enumerator_list_no_comma,$,PREC,,-1
cpp,preproc_elif_in_enumerator_list_no_comma,$.content,SEQ,,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[0],ALIAS,,"""#elif"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[0].content,PATTERN,,"""#[ \t]*elif"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[1],FIELD,condition,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[1].content,SYMBOL,_preproc_expression,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[2],STRING,,"""\n"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[3],REPEAT,,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[3].content,SYMBOL,enumerator,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4],FIELD,alternative,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content,CHOICE,,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0],CHOICE,,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list_no_comma,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,
cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[1],BLANK,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$,PREC,,-1
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content,SEQ,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0],CHOICE,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[0],ALIAS,,"""#elifdef"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[0].content,PATTERN,,"""#[ \t]*elifdef"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[1],ALIAS,,"""#elifndef"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[1].content,PATTERN,,"""#[ \t]*elifndef"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[1],FIELD,name,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[1].content,SYMBOL,identifier,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[2],REPEAT,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[2].content,SYMBOL,enumerator,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3],FIELD,alternative,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content,CHOICE,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0],CHOICE,,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0],ALIAS,,"""preproc_else"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content,SYMBOL,preproc_else_in_enumerator_list_no_comma,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1],ALIAS,,"""preproc_elif"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2],ALIAS,,"""preproc_elifdef"""
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,
cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[1],BLANK,,
cpp,preproc_arg,$,TOKEN,,
cpp,preproc_arg,$.content,PREC,,-1
cpp,preproc_arg,$.content.content,PATTERN,,"""\\S([^/\\n]|\\/[^*]|\\\\\\r?\\n)*"""
cpp,preproc_directive,$,PATTERN,,"""#[ \\t]*[a-zA-Z0-9]\\w*"""
cpp,_preproc_expression,$,CHOICE,,
cpp,_preproc_expression,$.members[0],SYMBOL,identifier,
cpp,_preproc_expression,$.members[1],ALIAS,,"""call_expression"""
cpp,_preproc_expression,$.members[1].content,SYMBOL,preproc_call_expression,
cpp,_preproc_expression,$.members[2],SYMBOL,number_literal,
cpp,_preproc_expression,$.members[3],SYMBOL,char_literal,
cpp,_preproc_expression,$.members[4],SYMBOL,preproc_defined,
cpp,_preproc_expression,$.members[5],ALIAS,,"""unary_expression"""
cpp,_preproc_expression,$.members[5].content,SYMBOL,preproc_unary_expression,
cpp,_preproc_expression,$.members[6],ALIAS,,"""binary_expression"""
cpp,_preproc_expression,$.members[6].content,SYMBOL,preproc_binary_expression,
cpp,_preproc_expression,$.members[7],ALIAS,,"""parenthesized_expression"""
cpp,_preproc_expression,$.members[7].content,SYMBOL,preproc_parenthesized_expression,
cpp,preproc_parenthesized_expression,$,SEQ,,
cpp,preproc_parenthesized_expression,$.members[0],STRING,,"""("""
cpp,preproc_parenthesized_expression,$.members[1],SYMBOL,_preproc_expression,
cpp,preproc_parenthesized_expression,$.members[2],STRING,,""")"""
cpp,preproc_defined,$,CHOICE,,
cpp,preproc_defined,$.members[0],PREC,,15
cpp,preproc_defined,$.members[0].content,SEQ,,
cpp,preproc_defined,$.members[0].content.members[0],STRING,,"""defined"""
cpp,preproc_defined,$.members[0].content.members[1],STRING,,"""("""
cpp,preproc_defined,$.members[0].content.members[2],SYMBOL,identifier,
cpp,preproc_defined,$.members[0].content.members[3],STRING,,""")"""
cpp,preproc_defined,$.members[1],SEQ,,
cpp,preproc_defined,$.members[1].members[0],STRING,,"""defined"""
cpp,preproc_defined,$.members[1].members[1],SYMBOL,identifier,
cpp,preproc_unary_expression,$,PREC_LEFT,,14
cpp,preproc_unary_expression,$.content,SEQ,,
cpp,preproc_unary_expression,$.content.members[0],FIELD,operator,
cpp,preproc_unary_expression,$.content.members[0].content,CHOICE,,
cpp,preproc_unary_expression,$.content.members[0].content.members[0],STRING,,"""!"""
cpp,preproc_unary_expression,$.content.members[0].content.members[1],STRING,,"""~"""
cpp,preproc_unary_expression,$.content.members[0].content.members[2],STRING,,"""-"""
cpp,preproc_unary_expression,$.content.members[0].content.members[3],STRING,,"""+"""
cpp,preproc_unary_expression,$.content.members[1],FIELD,argument,
cpp,preproc_unary_expression,$.content.members[1].content,SYMBOL,_preproc_expression,
cpp,preproc_call_expression,$,PREC,,15
cpp,preproc_call_expression,$.content,SEQ,,
cpp,preproc_call_expression,$.content.members[0],FIELD,function,
cpp,preproc_call_expression,$.content.members[0].content,SYMBOL,identifier,
cpp,preproc_call_expression,$.content.members[1],FIELD,arguments,
cpp,preproc_call_expression,$.content.members[1].content,ALIAS,,"""argument_list"""
cpp,preproc_call_expression,$.content.members[1].content.content,SYMBOL,preproc_argument_list,
cpp,preproc_argument_list,$,SEQ,,
cpp,preproc_argument_list,$.members[0],STRING,,"""("""
cpp,preproc_argument_list,$.members[1],CHOICE,,
cpp,preproc_argument_list,$.members[1].members[0],SEQ,,
cpp,preproc_argument_list,$.members[1].members[0].members[0],SYMBOL,_preproc_expression,
cpp,preproc_argument_list,$.members[1].members[0].members[1],REPEAT,,
cpp,preproc_argument_list,$.members[1].members[0].members[1].content,SEQ,,
cpp,preproc_argument_list,$.members[1].members[0].members[1].content.members[0],STRING,,""","""
cpp,preproc_argument_list,$.members[1].members[0].members[1].content.members[1],SYMBOL,_preproc_expression,
cpp,preproc_argument_list,$.members[1].members[1],BLANK,,
cpp,preproc_argument_list,$.members[2],STRING,,""")"""
cpp,preproc_binary_expression,$,CHOICE,,
cpp,preproc_binary_expression,$.members[0],PREC_LEFT,,10
cpp,preproc_binary_expression,$.members[0].content,SEQ,,
cpp,preproc_binary_expression,$.members[0].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[0].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[0].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[0].content.members[1].content,STRING,,"""+"""
cpp,preproc_binary_expression,$.members[0].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[0].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[1],PREC_LEFT,,10
cpp,preproc_binary_expression,$.members[1].content,SEQ,,
cpp,preproc_binary_expression,$.members[1].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[1].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[1].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[1].content.members[1].content,STRING,,"""-"""
cpp,preproc_binary_expression,$.members[1].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[1].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[2],PREC_LEFT,,11
cpp,preproc_binary_expression,$.members[2].content,SEQ,,
cpp,preproc_binary_expression,$.members[2].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[2].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[2].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[2].content.members[1].content,STRING,,"""*"""
cpp,preproc_binary_expression,$.members[2].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[2].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[3],PREC_LEFT,,11
cpp,preproc_binary_expression,$.members[3].content,SEQ,,
cpp,preproc_binary_expression,$.members[3].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[3].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[3].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[3].content.members[1].content,STRING,,"""/"""
cpp,preproc_binary_expression,$.members[3].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[3].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[4],PREC_LEFT,,11
cpp,preproc_binary_expression,$.members[4].content,SEQ,,
cpp,preproc_binary_expression,$.members[4].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[4].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[4].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[4].content.members[1].content,STRING,,"""%"""
cpp,preproc_binary_expression,$.members[4].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[4].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[5],PREC_LEFT,,1
cpp,preproc_binary_expression,$.members[5].content,SEQ,,
cpp,preproc_binary_expression,$.members[5].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[5].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[5].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[5].content.members[1].content,STRING,,"""||"""
cpp,preproc_binary_expression,$.members[5].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[5].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[6],PREC_LEFT,,2
cpp,preproc_binary_expression,$.members[6].content,SEQ,,
cpp,preproc_binary_expression,$.members[6].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[6].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[6].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[6].content.members[1].content,STRING,,"""&&"""
cpp,preproc_binary_expression,$.members[6].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[6].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[7],PREC_LEFT,,3
cpp,preproc_binary_expression,$.members[7].content,SEQ,,
cpp,preproc_binary_expression,$.members[7].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[7].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[7].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[7].content.members[1].content,STRING,,"""|"""
cpp,preproc_binary_expression,$.members[7].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[7].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[8],PREC_LEFT,,4
cpp,preproc_binary_expression,$.members[8].content,SEQ,,
cpp,preproc_binary_expression,$.members[8].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[8].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[8].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[8].content.members[1].content,STRING,,"""^"""
cpp,preproc_binary_expression,$.members[8].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[8].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[9],PREC_LEFT,,5
cpp,preproc_binary_expression,$.members[9].content,SEQ,,
cpp,preproc_binary_expression,$.members[9].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[9].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[9].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[9].content.members[1].content,STRING,,"""&"""
cpp,preproc_binary_expression,$.members[9].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[9].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[10],PREC_LEFT,,6
cpp,preproc_binary_expression,$.members[10].content,SEQ,,
cpp,preproc_binary_expression,$.members[10].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[10].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[10].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[10].content.members[1].content,STRING,,"""=="""
cpp,preproc_binary_expression,$.members[10].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[10].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[11],PREC_LEFT,,6
cpp,preproc_binary_expression,$.members[11].content,SEQ,,
cpp,preproc_binary_expression,$.members[11].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[11].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[11].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[11].content.members[1].content,STRING,,"""!="""
cpp,preproc_binary_expression,$.members[11].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[11].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[12],PREC_LEFT,,7
cpp,preproc_binary_expression,$.members[12].content,SEQ,,
cpp,preproc_binary_expression,$.members[12].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[12].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[12].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[12].content.members[1].content,STRING,,""">"""
cpp,preproc_binary_expression,$.members[12].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[12].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[13],PREC_LEFT,,7
cpp,preproc_binary_expression,$.members[13].content,SEQ,,
cpp,preproc_binary_expression,$.members[13].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[13].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[13].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[13].content.members[1].content,STRING,,""">="""
cpp,preproc_binary_expression,$.members[13].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[13].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[14],PREC_LEFT,,7
cpp,preproc_binary_expression,$.members[14].content,SEQ,,
cpp,preproc_binary_expression,$.members[14].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[14].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[14].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[14].content.members[1].content,STRING,,"""<="""
cpp,preproc_binary_expression,$.members[14].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[14].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[15],PREC_LEFT,,7
cpp,preproc_binary_expression,$.members[15].content,SEQ,,
cpp,preproc_binary_expression,$.members[15].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[15].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[15].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[15].content.members[1].content,STRING,,"""<"""
cpp,preproc_binary_expression,$.members[15].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[15].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[16],PREC_LEFT,,9
cpp,preproc_binary_expression,$.members[16].content,SEQ,,
cpp,preproc_binary_expression,$.members[16].content.members[0],FIELD,left,
