language,rule,path,operation,name,value
julia,_power_operator,$.content.members[1].members[8],STRING,,"""⤊"""
julia,_power_operator,$.content.members[1].members[9],STRING,,"""⤋"""
julia,_power_operator,$.content.members[1].members[10],STRING,,"""⤒"""
julia,_power_operator,$.content.members[1].members[11],STRING,,"""⤓"""
julia,_power_operator,$.content.members[1].members[12],STRING,,"""⥉"""
julia,_power_operator,$.content.members[1].members[13],STRING,,"""⥌"""
julia,_power_operator,$.content.members[1].members[14],STRING,,"""⥍"""
julia,_power_operator,$.content.members[1].members[15],STRING,,"""⥏"""
julia,_power_operator,$.content.members[1].members[16],STRING,,"""⥑"""
julia,_power_operator,$.content.members[1].members[17],STRING,,"""⥔"""
julia,_power_operator,$.content.members[1].members[18],STRING,,"""⥕"""
julia,_power_operator,$.content.members[1].members[19],STRING,,"""⥘"""
julia,_power_operator,$.content.members[1].members[20],STRING,,"""⥙"""
julia,_power_operator,$.content.members[1].members[21],STRING,,"""⥜"""
julia,_power_operator,$.content.members[1].members[22],STRING,,"""⥝"""
julia,_power_operator,$.content.members[1].members[23],STRING,,"""⥠"""
julia,_power_operator,$.content.members[1].members[24],STRING,,"""⥡"""
julia,_power_operator,$.content.members[1].members[25],STRING,,"""⥣"""
julia,_power_operator,$.content.members[1].members[26],STRING,,"""⥥"""
julia,_power_operator,$.content.members[1].members[27],STRING,,"""⥮"""
julia,_power_operator,$.content.members[1].members[28],STRING,,"""⥯"""
julia,_power_operator,$.content.members[1].members[29],STRING,,"""￪"""
julia,_power_operator,$.content.members[1].members[30],STRING,,"""￬"""
julia,_tilde_operator,$,TOKEN,,
julia,_tilde_operator,$.content,SEQ,,
julia,_tilde_operator,$.content.members[0],CHOICE,,
julia,_tilde_operator,$.content.members[0].members[0],STRING,,"""."""
julia,_tilde_operator,$.content.members[0].members[1],BLANK,,
julia,_tilde_operator,$.content.members[1],STRING,,"""~"""
julia,_type_order_operator,$,TOKEN,,
julia,_type_order_operator,$.content,SEQ,,
julia,_type_order_operator,$.content.members[0],CHOICE,,
julia,_type_order_operator,$.content.members[0].members[0],STRING,,"""."""
julia,_type_order_operator,$.content.members[0].members[1],BLANK,,
julia,_type_order_operator,$.content.members[1],CHOICE,,
julia,_type_order_operator,$.content.members[1].members[0],STRING,,"""<:"""
julia,_type_order_operator,$.content.members[1].members[1],STRING,,""">:"""
julia,_unary_operator,$,TOKEN,,
julia,_unary_operator,$.content,SEQ,,
julia,_unary_operator,$.content.members[0],CHOICE,,
julia,_unary_operator,$.content.members[0].members[0],STRING,,"""."""
julia,_unary_operator,$.content.members[0].members[1],BLANK,,
julia,_unary_operator,$.content.members[1],CHOICE,,
julia,_unary_operator,$.content.members[1].members[0],STRING,,"""!"""
julia,_unary_operator,$.content.members[1].members[1],STRING,,"""¬"""
julia,_unary_operator,$.content.members[1].members[2],STRING,,"""√"""
julia,_unary_operator,$.content.members[1].members[3],STRING,,"""∛"""
julia,_unary_operator,$.content.members[1].members[4],STRING,,"""∜"""
julia,_unary_plus_operator,$,TOKEN,,
julia,_unary_plus_operator,$.content,SEQ,,
julia,_unary_plus_operator,$.content.members[0],CHOICE,,
julia,_unary_plus_operator,$.content.members[0].members[0],STRING,,"""."""
julia,_unary_plus_operator,$.content.members[0].members[1],BLANK,,
julia,_unary_plus_operator,$.content.members[1],CHOICE,,
julia,_unary_plus_operator,$.content.members[1].members[0],STRING,,"""+"""
julia,_unary_plus_operator,$.content.members[1].members[1],STRING,,"""-"""
julia,_unary_plus_operator,$.content.members[1].members[2],STRING,,"""±"""
julia,_unary_plus_operator,$.content.members[1].members[3],STRING,,"""∓"""
julia,_syntactic_operator,$,CHOICE,,
julia,_syntactic_operator,$.members[0],STRING,,"""$"""
julia,_syntactic_operator,$.members[1],STRING,,"""."""
julia,_syntactic_operator,$.members[2],STRING,,"""..."""
julia,_syntactic_operator,$.members[3],STRING,,"""->"""
julia,_syntactic_operator,$.members[4],STRING,,"""?"""
julia,_semicolon,$,SEQ,,
julia,_semicolon,$.members[0],STRING,,""";"""
julia,_semicolon,$.members[1],REPEAT,,
julia,_semicolon,$.members[1].content,IMMEDIATE_TOKEN,,
julia,_semicolon,$.members[1].content.content,STRING,,""";"""
julia,_terminator,$,CHOICE,,
julia,_terminator,$.members[0],PATTERN,,"""\\r?\\n"""
julia,_terminator,$.members[1],SYMBOL,_semicolon,
julia,block_comment,$,SEQ,,
julia,block_comment,$.members[0],PATTERN,,"""#="""
julia,block_comment,$.members[1],SYMBOL,_block_comment_rest,
julia,line_comment,$,SEQ,,
julia,line_comment,$.members[0],PATTERN,,"""#"""
julia,line_comment,$.members[1],PATTERN,,""".*"""
nim,source_file,$,CHOICE,,
nim,source_file,$.members[0],SYMBOL,_semi_statement_list,
nim,source_file,$.members[1],BLANK,,
nim,statement_list,$,CHOICE,,
nim,statement_list,$.members[0],SYMBOL,_block_statement_list,
nim,statement_list,$.members[1],SYMBOL,_line_statement_list,
nim,statement_list,$.members[2],SYMBOL,_layout_empty,
nim,_line_statement_list,$,PREC_RIGHT,,0
nim,_line_statement_list,$.content,SEQ,,
nim,_line_statement_list,$.content.members[0],SYMBOL,_simple_statement,
nim,_line_statement_list,$.content.members[1],REPEAT,,
nim,_line_statement_list,$.content.members[1].content,SEQ,,
nim,_line_statement_list,$.content.members[1].content.members[0],STRING,,""";"""
nim,_line_statement_list,$.content.members[1].content.members[1],SYMBOL,_simple_statement,
nim,_block_statement_list,$,SEQ,,
nim,_block_statement_list,$.members[0],SYMBOL,_layout_start,
nim,_block_statement_list,$.members[1],CHOICE,,
nim,_block_statement_list,$.members[1].members[0],SYMBOL,_semi_statement_list,
nim,_block_statement_list,$.members[1].members[1],BLANK,,
nim,_block_statement_list,$.members[2],SYMBOL,_layout_end,
nim,_semi_statement_list,$,REPEAT1,,
nim,_semi_statement_list,$.content,SEQ,,
nim,_semi_statement_list,$.content.members[0],SYMBOL,_statement,
nim,_semi_statement_list,$.content.members[1],CHOICE,,
nim,_semi_statement_list,$.content.members[1].members[0],STRING,,""";"""
nim,_semi_statement_list,$.content.members[1].members[1],SYMBOL,_layout_terminator,
nim,_statement,$,CHOICE,,
nim,_statement,$.members[0],SYMBOL,_simple_statement,
nim,_statement,$.members[1],SYMBOL,_complex_statement,
nim,_complex_statement,$,CHOICE,,
nim,_complex_statement,$.members[0],SYMBOL,while,
nim,_complex_statement,$.members[1],SYMBOL,static_statement,
nim,_complex_statement,$.members[2],SYMBOL,defer,
nim,_complex_statement,$.members[3],SYMBOL,typeof,
nim,_complex_statement,$.members[4],ALIAS,,"""infix_expression"""
nim,_complex_statement,$.members[4].content,SYMBOL,_infix_typeof_expression,
nim,_complex_statement,$.members[5],SYMBOL,_declaration,
nim,_simple_statement,$,CHOICE,,
nim,_simple_statement,$.members[0],SYMBOL,_expression_statement,
nim,_simple_statement,$.members[1],SYMBOL,_simple_statement_no_expression,
nim,_simple_statement_no_expression,$,CHOICE,,
nim,_simple_statement_no_expression,$.members[0],SYMBOL,import_statement,
nim,_simple_statement_no_expression,$.members[1],SYMBOL,import_from_statement,
nim,_simple_statement_no_expression,$.members[2],SYMBOL,export_statement,
nim,_simple_statement_no_expression,$.members[3],SYMBOL,include_statement,
nim,_simple_statement_no_expression,$.members[4],SYMBOL,discard_statement,
nim,_simple_statement_no_expression,$.members[5],SYMBOL,return_statement,
nim,_simple_statement_no_expression,$.members[6],SYMBOL,raise_statement,
nim,_simple_statement_no_expression,$.members[7],SYMBOL,yield_statement,
nim,_simple_statement_no_expression,$.members[8],SYMBOL,break_statement,
nim,_simple_statement_no_expression,$.members[9],SYMBOL,continue_statement,
nim,_simple_statement_no_expression,$.members[10],SYMBOL,assembly_statement,
nim,_simple_statement_no_expression,$.members[11],SYMBOL,bind_statement,
nim,_simple_statement_no_expression,$.members[12],SYMBOL,mixin_statement,
nim,_simple_statement_no_expression,$.members[13],SYMBOL,pragma_statement,
nim,_expression_statement,$,CHOICE,,
nim,_expression_statement,$.members[0],SYMBOL,_expression,
nim,_expression_statement,$.members[1],SYMBOL,assignment,
nim,_expression_statement,$.members[2],ALIAS,,"""call"""
nim,_expression_statement,$.members[2].content,SYMBOL,_call_extended,
nim,_expression_statement,$.members[3],ALIAS,,"""infix_expression"""
nim,_expression_statement,$.members[3].content,SYMBOL,_infix_extended,
nim,_expression_statement,$.members[4],ALIAS,,"""prefix_expression"""
nim,_expression_statement,$.members[4].content,SYMBOL,_prefix_extended,
nim,import_statement,$,PREC_RIGHT,,0
nim,import_statement,$.content,SEQ,,
nim,import_statement,$.content.members[0],ALIAS,,"""import"""
nim,import_statement,$.content.members[0].content,TOKEN,,
nim,import_statement,$.content.members[0].content.content,PREC,,1
nim,import_statement,$.content.members[0].content.content.content,PATTERN,,"""i_?[mM]_?[pP]_?[oO]_?[rR]_?[tT]"""
nim,import_statement,$.content.members[1],SYMBOL,_import_body,
nim,export_statement,$,PREC_RIGHT,,0
nim,export_statement,$.content,SEQ,,
nim,export_statement,$.content.members[0],ALIAS,,"""export"""
nim,export_statement,$.content.members[0].content,TOKEN,,
nim,export_statement,$.content.members[0].content.content,PREC,,1
nim,export_statement,$.content.members[0].content.content.content,PATTERN,,"""e_?[xX]_?[pP]_?[oO]_?[rR]_?[tT]"""
nim,export_statement,$.content.members[1],SYMBOL,_import_body,
nim,_import_body,$,CHOICE,,
nim,_import_body,$.members[0],SYMBOL,expression_list,
nim,_import_body,$.members[1],SYMBOL,_import_except,
nim,_import_except,$,SEQ,,
nim,_import_except,$.members[0],SYMBOL,_expression,
nim,_import_except,$.members[1],CHOICE,,
nim,_import_except,$.members[1].members[0],SYMBOL,_inhibit_keyword_termination,
nim,_import_except,$.members[1].members[1],BLANK,,
nim,_import_except,$.members[2],SYMBOL,except_clause,
nim,except_clause,$,SEQ,,
nim,except_clause,$.members[0],ALIAS,,"""except"""
nim,except_clause,$.members[0].content,TOKEN,,
nim,except_clause,$.members[0].content.content,PREC,,1
nim,except_clause,$.members[0].content.content.content,PATTERN,,"""e_?[xX]_?[cC]_?[eE]_?[pP]_?[tT]"""
nim,except_clause,$.members[1],SYMBOL,expression_list,
nim,include_statement,$,SEQ,,
nim,include_statement,$.members[0],ALIAS,,"""include"""
nim,include_statement,$.members[0].content,TOKEN,,
nim,include_statement,$.members[0].content.content,PREC,,1
nim,include_statement,$.members[0].content.content.content,PATTERN,,"""i_?[nN]_?[cC]_?[lL]_?[uU]_?[dD]_?[eE]"""
nim,include_statement,$.members[1],SYMBOL,expression_list,
nim,discard_statement,$,PREC_RIGHT,,0
nim,discard_statement,$.content,SEQ,,
nim,discard_statement,$.content.members[0],ALIAS,,"""discard"""
nim,discard_statement,$.content.members[0].content,TOKEN,,
nim,discard_statement,$.content.members[0].content.content,PREC,,1
nim,discard_statement,$.content.members[0].content.content.content,PATTERN,,"""d_?[iI]_?[sS]_?[cC]_?[aA]_?[rR]_?[dD]"""
nim,discard_statement,$.content.members[1],CHOICE,,
nim,discard_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,discard_statement,$.content.members[1].members[1],BLANK,,
nim,return_statement,$,PREC_RIGHT,,0
nim,return_statement,$.content,SEQ,,
nim,return_statement,$.content.members[0],ALIAS,,"""return"""
nim,return_statement,$.content.members[0].content,TOKEN,,
nim,return_statement,$.content.members[0].content.content,PREC,,1
nim,return_statement,$.content.members[0].content.content.content,PATTERN,,"""r_?[eE]_?[tT]_?[uU]_?[rR]_?[nN]"""
nim,return_statement,$.content.members[1],CHOICE,,
nim,return_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,return_statement,$.content.members[1].members[1],BLANK,,
nim,raise_statement,$,PREC_RIGHT,,0
nim,raise_statement,$.content,SEQ,,
nim,raise_statement,$.content.members[0],ALIAS,,"""raise"""
nim,raise_statement,$.content.members[0].content,TOKEN,,
nim,raise_statement,$.content.members[0].content.content,PREC,,1
nim,raise_statement,$.content.members[0].content.content.content,PATTERN,,"""r_?[aA]_?[iI]_?[sS]_?[eE]"""
nim,raise_statement,$.content.members[1],CHOICE,,
nim,raise_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,raise_statement,$.content.members[1].members[1],BLANK,,
nim,yield_statement,$,PREC_RIGHT,,0
nim,yield_statement,$.content,SEQ,,
nim,yield_statement,$.content.members[0],ALIAS,,"""yield"""
nim,yield_statement,$.content.members[0].content,TOKEN,,
nim,yield_statement,$.content.members[0].content.content,PREC,,1
nim,yield_statement,$.content.members[0].content.content.content,PATTERN,,"""y_?[iI]_?[eE]_?[lL]_?[dD]"""
nim,yield_statement,$.content.members[1],CHOICE,,
nim,yield_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,yield_statement,$.content.members[1].members[1],BLANK,,
nim,break_statement,$,PREC_RIGHT,,0
nim,break_statement,$.content,SEQ,,
nim,break_statement,$.content.members[0],ALIAS,,"""break"""
nim,break_statement,$.content.members[0].content,TOKEN,,
nim,break_statement,$.content.members[0].content.content,PREC,,1
nim,break_statement,$.content.members[0].content.content.content,PATTERN,,"""b_?[rR]_?[eE]_?[aA]_?[kK]"""
nim,break_statement,$.content.members[1],CHOICE,,
nim,break_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,break_statement,$.content.members[1].members[1],BLANK,,
nim,continue_statement,$,PREC_RIGHT,,0
nim,continue_statement,$.content,SEQ,,
nim,continue_statement,$.content.members[0],ALIAS,,"""continue"""
nim,continue_statement,$.content.members[0].content,TOKEN,,
nim,continue_statement,$.content.members[0].content.content,PREC,,1
nim,continue_statement,$.content.members[0].content.content.content,PATTERN,,"""c_?[oO]_?[nN]_?[tT]_?[iI]_?[nN]_?[uU]_?[eE]"""
nim,continue_statement,$.content.members[1],CHOICE,,
nim,continue_statement,$.content.members[1].members[0],SYMBOL,_expression_with_post_block,
nim,continue_statement,$.content.members[1].members[1],BLANK,,
nim,assembly_statement,$,SEQ,,
nim,assembly_statement,$.members[0],ALIAS,,"""asm"""
nim,assembly_statement,$.members[0].content,TOKEN,,
nim,assembly_statement,$.members[0].content.content,PREC,,1
nim,assembly_statement,$.members[0].content.content.content,PATTERN,,"""a_?[sS]_?[mM]"""
nim,assembly_statement,$.members[1],CHOICE,,
nim,assembly_statement,$.members[1].members[0],FIELD,pragma,
nim,assembly_statement,$.members[1].members[0].content,SYMBOL,pragma_list,
nim,assembly_statement,$.members[1].members[1],BLANK,,
nim,assembly_statement,$.members[2],SYMBOL,_string_literal,
nim,bind_statement,$,SEQ,,
nim,bind_statement,$.members[0],ALIAS,,"""bind"""
nim,bind_statement,$.members[0].content,TOKEN,,
nim,bind_statement,$.members[0].content.content,PREC,,1
nim,bind_statement,$.members[0].content.content.content,PATTERN,,"""b_?[iI]_?[nN]_?[dD]"""
nim,bind_statement,$.members[1],SYMBOL,expression_list,
nim,mixin_statement,$,SEQ,,
nim,mixin_statement,$.members[0],ALIAS,,"""mixin"""
nim,mixin_statement,$.members[0].content,TOKEN,,
nim,mixin_statement,$.members[0].content.content,PREC,,1
nim,mixin_statement,$.members[0].content.content.content,PATTERN,,"""m_?[iI]_?[xX]_?[iI]_?[nN]"""
nim,mixin_statement,$.members[1],SYMBOL,expression_list,
nim,import_from_statement,$,SEQ,,
nim,import_from_statement,$.members[0],ALIAS,,"""from"""
nim,import_from_statement,$.members[0].content,TOKEN,,
nim,import_from_statement,$.members[0].content.content,PREC,,0
nim,import_from_statement,$.members[0].content.content.content,PATTERN,,"""f_?[rR]_?[oO]_?[mM]"""
nim,import_from_statement,$.members[1],FIELD,module,
nim,import_from_statement,$.members[1].content,SYMBOL,_expression,
nim,import_from_statement,$.members[2],ALIAS,,"""import"""
nim,import_from_statement,$.members[2].content,TOKEN,,
nim,import_from_statement,$.members[2].content.content,PREC,,1
nim,import_from_statement,$.members[2].content.content.content,PATTERN,,"""i_?[mM]_?[pP]_?[oO]_?[rR]_?[tT]"""
nim,import_from_statement,$.members[3],SYMBOL,expression_list,
nim,while,$,SEQ,,
nim,while,$.members[0],ALIAS,,"""while"""
nim,while,$.members[0].content,TOKEN,,
nim,while,$.members[0].content.content,PREC,,1
nim,while,$.members[0].content.content.content,PATTERN,,"""w_?[hH]_?[iI]_?[lL]_?[eE]"""
nim,while,$.members[1],FIELD,condition,
nim,while,$.members[1].content,SYMBOL,_simple_expression,
nim,while,$.members[2],STRING,,""":"""
nim,while,$.members[3],FIELD,body,
nim,while,$.members[3].content,SYMBOL,statement_list,
nim,static_statement,$,SEQ,,
nim,static_statement,$.members[0],ALIAS,,"""static"""
nim,static_statement,$.members[0].content,TOKEN,,
nim,static_statement,$.members[0].content.content,PREC,,1
nim,static_statement,$.members[0].content.content.content,PATTERN,,"""s_?[tT]_?[aA]_?[tT]_?[iI]_?[cC]"""
nim,static_statement,$.members[1],STRING,,""":"""
nim,static_statement,$.members[2],FIELD,body,
nim,static_statement,$.members[2].content,SYMBOL,statement_list,
nim,pragma_statement,$,PREC_RIGHT,,0
nim,pragma_statement,$.content,SEQ,,
nim,pragma_statement,$.content.members[0],SYMBOL,pragma_list,
nim,pragma_statement,$.content.members[1],CHOICE,,
nim,pragma_statement,$.content.members[1].members[0],SEQ,,
nim,pragma_statement,$.content.members[1].members[0].members[0],STRING,,""":"""
nim,pragma_statement,$.content.members[1].members[0].members[1],FIELD,body,
nim,pragma_statement,$.content.members[1].members[0].members[1].content,SYMBOL,statement_list,
nim,pragma_statement,$.content.members[1].members[1],BLANK,,
nim,defer,$,SEQ,,
nim,defer,$.members[0],ALIAS,,"""defer"""
nim,defer,$.members[0].content,TOKEN,,
nim,defer,$.members[0].content.content,PREC,,1
nim,defer,$.members[0].content.content.content,PATTERN,,"""d_?[eE]_?[fF]_?[eE]_?[rR]"""
nim,defer,$.members[1],STRING,,""":"""
nim,defer,$.members[2],FIELD,body,
nim,defer,$.members[2].content,SYMBOL,statement_list,
nim,_typeof_expression,$,CHOICE,,
nim,_typeof_expression,$.members[0],SYMBOL,typeof,
nim,_typeof_expression,$.members[1],ALIAS,,"""infix_expression"""
nim,_typeof_expression,$.members[1].content,SYMBOL,_infix_typeof_expression,
nim,typeof,$,SEQ,,
nim,typeof,$.members[0],ALIAS,,"""type"""
nim,typeof,$.members[0].content,TOKEN,,
nim,typeof,$.members[0].content.content,PREC,,1
nim,typeof,$.members[0].content.content.content,PATTERN,,"""t_?[yY]_?[pP]_?[eE]"""
nim,typeof,$.members[1],STRING,,"""("""
nim,typeof,$.members[2],SYMBOL,_simple_expression,
nim,typeof,$.members[3],SYMBOL,_paren_close,
nim,_infix_typeof_expression,$,CHOICE,,
nim,_infix_typeof_expression,$.members[0],PREC_RIGHT,,"""binary_10"""
nim,_infix_typeof_expression,$.members[0].content,SEQ,,
nim,_infix_typeof_expression,$.members[0].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[0].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[0].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[0].content.members[1].content,SYMBOL,_infix_operator_10r,
nim,_infix_typeof_expression,$.members[0].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[0].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[0].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[0].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[1],PREC_LEFT,,"""binary_10"""
nim,_infix_typeof_expression,$.members[1].content,SEQ,,
nim,_infix_typeof_expression,$.members[1].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[1].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[1].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[1].content.members[1].content,SYMBOL,_infix_operator_10l,
nim,_infix_typeof_expression,$.members[1].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[1].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[1].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[1].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[2],PREC_LEFT,,"""binary_9"""
nim,_infix_typeof_expression,$.members[2].content,SEQ,,
nim,_infix_typeof_expression,$.members[2].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[2].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[2].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[2].content.members[1].content,SYMBOL,_infix_operator_9,
nim,_infix_typeof_expression,$.members[2].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[2].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[2].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[2].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[3],PREC_LEFT,,"""binary_8"""
nim,_infix_typeof_expression,$.members[3].content,SEQ,,
nim,_infix_typeof_expression,$.members[3].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[3].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[3].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[3].content.members[1].content,SYMBOL,_infix_operator_8,
nim,_infix_typeof_expression,$.members[3].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[3].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[3].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[3].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[4],PREC_LEFT,,"""binary_7"""
nim,_infix_typeof_expression,$.members[4].content,SEQ,,
nim,_infix_typeof_expression,$.members[4].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[4].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[4].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[4].content.members[1].content,SYMBOL,_infix_operator_7,
nim,_infix_typeof_expression,$.members[4].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[4].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[4].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[4].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[5],PREC_LEFT,,"""binary_6"""
nim,_infix_typeof_expression,$.members[5].content,SEQ,,
nim,_infix_typeof_expression,$.members[5].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[5].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[5].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[5].content.members[1].content,SYMBOL,_infix_operator_6,
nim,_infix_typeof_expression,$.members[5].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[5].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[5].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[5].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[6],PREC_LEFT,,"""binary_5"""
nim,_infix_typeof_expression,$.members[6].content,SEQ,,
nim,_infix_typeof_expression,$.members[6].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[6].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[6].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[6].content.members[1].content,SYMBOL,_infix_operator_5,
nim,_infix_typeof_expression,$.members[6].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[6].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[6].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[6].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[7],PREC_LEFT,,"""binary_4"""
nim,_infix_typeof_expression,$.members[7].content,SEQ,,
nim,_infix_typeof_expression,$.members[7].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[7].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[7].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[7].content.members[1].content,SYMBOL,_infix_operator_4,
nim,_infix_typeof_expression,$.members[7].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[7].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[7].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[7].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[8],PREC_LEFT,,"""binary_3"""
nim,_infix_typeof_expression,$.members[8].content,SEQ,,
nim,_infix_typeof_expression,$.members[8].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[8].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[8].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[8].content.members[1].content,SYMBOL,_infix_operator_3,
nim,_infix_typeof_expression,$.members[8].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[8].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[8].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[8].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[9],PREC_LEFT,,"""binary_2"""
nim,_infix_typeof_expression,$.members[9].content,SEQ,,
nim,_infix_typeof_expression,$.members[9].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[9].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[9].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[9].content.members[1].content,SYMBOL,_infix_operator_2,
nim,_infix_typeof_expression,$.members[9].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[9].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[9].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[9].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[10],PREC_LEFT,,"""binary_1"""
nim,_infix_typeof_expression,$.members[10].content,SEQ,,
nim,_infix_typeof_expression,$.members[10].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[10].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[10].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[10].content.members[1].content,SYMBOL,_infix_operator_1,
nim,_infix_typeof_expression,$.members[10].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[10].content.members[2].content,CHOICE,,
nim,_infix_typeof_expression,$.members[10].content.members[2].content.members[0],SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[10].content.members[2].content.members[1],SYMBOL,_simple_expression,
nim,_infix_typeof_expression,$.members[11],PREC_LEFT,,"""binary_0"""
nim,_infix_typeof_expression,$.members[11].content,SEQ,,
nim,_infix_typeof_expression,$.members[11].content.members[0],FIELD,left,
nim,_infix_typeof_expression,$.members[11].content.members[0].content,SYMBOL,_typeof_expression,
nim,_infix_typeof_expression,$.members[11].content.members[1],FIELD,operator,
nim,_infix_typeof_expression,$.members[11].content.members[1].content,SYMBOL,_infix_operator_0,
nim,_infix_typeof_expression,$.members[11].content.members[2],FIELD,right,
nim,_infix_typeof_expression,$.members[11].content.members[2].content,CHOICE,,
