language,axis,feature,exact_vector_class,support_cases
rust,relation,loop_expression>label,ts_3107,1
rust,relation,macro_definition>identifier,ts_3084,1
rust,relation,macro_definition>macro_rule,ts_3084,1
rust,relation,macro_invocation>identifier,ts_3108,11
rust,relation,macro_invocation>scoped_identifier,ts_3365,1
rust,relation,macro_invocation>token_tree,ts_3108,11
rust,relation,macro_rule>token_tree,ts_3084,1
rust,relation,macro_rule>token_tree_pattern,ts_3084,1
rust,relation,match_arm>attribute_item,ts_3113,1
rust,relation,match_arm>block,ts_3315,2
rust,relation,match_arm>boolean_literal,ts_3124,1
rust,relation,match_arm>call_expression,ts_3247,1
rust,relation,match_arm>field_expression,ts_3366,1
rust,relation,match_arm>identifier,ts_3367,3
rust,relation,match_arm>if_expression,ts_3113,1
rust,relation,match_arm>inner_attribute_item,ts_3247,1
rust,relation,match_arm>integer_literal,ts_3368,2
rust,relation,match_arm>macro_invocation,ts_3369,2
rust,relation,match_arm>match_pattern,ts_3109,9
rust,relation,match_arm>string_literal,ts_3370,2
rust,relation,match_arm>tuple_expression,ts_3371,1
rust,relation,match_block>match_arm,ts_3109,9
rust,relation,match_expression>identifier,ts_3109,9
rust,relation,match_expression>match_block,ts_3109,9
rust,relation,match_pattern>binary_expression,ts_3372,2
rust,relation,match_pattern>captured_pattern,ts_3124,1
rust,relation,match_pattern>const_block,ts_3211,1
rust,relation,match_pattern>generic_pattern,ts_3091,1
rust,relation,match_pattern>identifier,ts_3315,2
rust,relation,match_pattern>integer_literal,ts_3113,1
rust,relation,match_pattern>let_chain,ts_3113,1
rust,relation,match_pattern>macro_invocation,ts_3113,1
rust,relation,match_pattern>negative_literal,ts_3113,1
rust,relation,match_pattern>or_pattern,ts_3373,2
rust,relation,match_pattern>range_pattern,ts_3124,1
rust,relation,match_pattern>ref_pattern,ts_3366,1
rust,relation,match_pattern>reference_pattern,ts_3366,1
rust,relation,match_pattern>struct_pattern,ts_3333,2
rust,relation,match_pattern>tuple_pattern,ts_3374,1
rust,relation,match_pattern>tuple_struct_pattern,ts_3375,6
rust,relation,mod_item>declaration_list,ts_3376,3
rust,relation,mod_item>identifier,ts_3110,4
rust,relation,mod_item>visibility_modifier,ts_3377,2
rust,relation,mut_pattern>captured_pattern,ts_3230,1
rust,relation,mut_pattern>identifier,ts_3378,2
rust,relation,mut_pattern>mutable_specifier,ts_3111,3
rust,relation,negative_literal>float_literal,ts_3113,1
rust,relation,negative_literal>integer_literal,ts_3113,1
rust,relation,or_pattern>captured_pattern,ts_3124,1
rust,relation,or_pattern>identifier,ts_3230,1
rust,relation,or_pattern>integer_literal,ts_3379,2
rust,relation,or_pattern>macro_invocation,ts_3230,1
rust,relation,or_pattern>or_pattern,ts_3115,3
rust,relation,or_pattern>ref_pattern,ts_3230,1
rust,relation,or_pattern>string_literal,ts_3124,1
rust,relation,or_pattern>tuple_struct_pattern,ts_3230,1
rust,relation,ordered_field_declaration_list>array_type,ts_3243,1
rust,relation,ordered_field_declaration_list>primitive_type,ts_3325,1
rust,relation,ordered_field_declaration_list>scoped_type_identifier,ts_3242,1
rust,relation,ordered_field_declaration_list>type_identifier,ts_3256,2
rust,relation,ordered_field_declaration_list>unit_type,ts_3325,1
rust,relation,ordered_field_declaration_list>visibility_modifier,ts_3380,2
rust,relation,parameter>abstract_type,ts_3381,3
rust,relation,parameter>array_type,ts_3139,1
rust,relation,parameter>function_type,ts_3082,1
rust,relation,parameter>generic_type,ts_3382,2
rust,relation,parameter>identifier,ts_3383,15
rust,relation,parameter>mutable_specifier,ts_3384,1
rust,relation,parameter>pointer_type,ts_3385,3
rust,relation,parameter>primitive_type,ts_3386,7
rust,relation,parameter>reference_pattern,ts_3139,1
rust,relation,parameter>reference_type,ts_3387,5
rust,relation,parameter>self,ts_3388,1
rust,relation,parameter>slice_pattern,ts_3139,1
rust,relation,parameter>tuple_pattern,ts_3389,2
rust,relation,parameter>tuple_type,ts_3139,1
rust,relation,parameter>type_identifier,ts_3390,3
rust,relation,parameters>attribute_item,ts_3177,1
rust,relation,parameters>parameter,ts_3391,17
rust,relation,parameters>pointer_type,ts_3341,2
rust,relation,parameters>primitive_type,ts_3082,1
rust,relation,parameters>reference_type,ts_3392,2
rust,relation,parameters>self_parameter,ts_3136,10
rust,relation,parameters>variadic_parameter,ts_3169,1
rust,relation,parenthesized_expression>array_expression,ts_3097,1
rust,relation,parenthesized_expression>binary_expression,ts_3209,1
rust,relation,parenthesized_expression>block,ts_3174,1
rust,relation,parenthesized_expression>integer_literal,ts_3393,2
rust,relation,parenthesized_expression>range_expression,ts_3187,1
rust,relation,parenthesized_expression>type_cast_expression,ts_3394,1
rust,relation,pointer_type>generic_type,ts_3395,1
rust,relation,pointer_type>mutable_specifier,ts_3396,6
rust,relation,pointer_type>primitive_type,ts_3397,2
rust,relation,pointer_type>scoped_type_identifier,ts_3398,1
rust,relation,pointer_type>type_identifier,ts_3399,6
rust,relation,qualified_type>type_identifier,ts_3122,2
rust,relation,range_expression>block,ts_3272,1
rust,relation,range_expression>identifier,ts_3272,1
rust,relation,range_expression>integer_literal,ts_3123,3
rust,relation,range_expression>parenthesized_expression,ts_3272,1
rust,relation,range_pattern>identifier,ts_3124,1
rust,relation,range_pattern>integer_literal,ts_3124,1
rust,relation,raw_string_literal>string_content,ts_3125,3
rust,relation,ref_pattern>identifier,ts_3126,2
rust,relation,ref_pattern>mut_pattern,ts_3126,2
rust,relation,reference_expression>array_expression,ts_3193,1
rust,relation,reference_expression>call_expression,ts_3187,1
rust,relation,reference_expression>field_expression,ts_3332,2
rust,relation,reference_expression>identifier,ts_3400,3
rust,relation,reference_expression>mutable_specifier,ts_3401,1
rust,relation,reference_expression>try_expression,ts_3402,1
rust,relation,reference_pattern>identifier,ts_3128,2
rust,relation,reference_pattern>mutable_specifier,ts_3366,1
rust,relation,reference_type>abstract_type,ts_3131,1
rust,relation,reference_type>array_type,ts_3403,2
rust,relation,reference_type>dynamic_type,ts_3251,1
rust,relation,reference_type>function_type,ts_3082,1
rust,relation,reference_type>generic_type,ts_3082,1
rust,relation,reference_type>lifetime,ts_3404,4
rust,relation,reference_type>mutable_specifier,ts_3405,3
rust,relation,reference_type>primitive_type,ts_3406,4
rust,relation,reference_type>tuple_type,ts_3131,1
rust,relation,reference_type>type_identifier,ts_3407,5
rust,relation,removed_trait_bound>type_identifier,ts_3131,1
rust,relation,return_expression>array_expression,ts_3177,1
rust,relation,return_expression>binary_expression,ts_3177,1
rust,relation,return_expression>boolean_literal,ts_3292,1
rust,relation,return_expression>call_expression,ts_3280,1
rust,relation,return_expression>tuple_expression,ts_3177,1
rust,relation,scoped_identifier>bracketed_type,ts_3408,2
rust,relation,scoped_identifier>crate,ts_3409,1
rust,relation,scoped_identifier>generic_type,ts_3410,1
rust,relation,scoped_identifier>identifier,ts_3133,19
rust,relation,scoped_identifier>scoped_identifier,ts_3411,6
rust,relation,scoped_identifier>self,ts_3011,1
rust,relation,scoped_identifier>super,ts_3412,1
rust,relation,scoped_type_identifier>bracketed_type,ts_3395,1
rust,relation,scoped_type_identifier>crate,ts_3242,1
rust,relation,scoped_type_identifier>generic_type,ts_3413,1
rust,relation,scoped_type_identifier>identifier,ts_3414,10
rust,relation,scoped_type_identifier>scoped_identifier,ts_3415,2
rust,relation,scoped_type_identifier>type_identifier,ts_3134,14
rust,relation,scoped_use_list>identifier,ts_3011,1
rust,relation,scoped_use_list>scoped_identifier,ts_3011,1
rust,relation,scoped_use_list>use_list,ts_3011,1
rust,relation,self_parameter>lifetime,ts_3416,1
rust,relation,self_parameter>mutable_specifier,ts_3417,2
rust,relation,self_parameter>self,ts_3136,10
rust,relation,shorthand_field_initializer>identifier,ts_3078,2
rust,relation,slice_pattern>identifier,ts_3139,1
rust,relation,source_file>attribute_item,ts_3418,3
rust,relation,source_file>const_item,ts_3419,5
rust,relation,source_file>empty_statement,ts_3187,1
rust,relation,source_file>enum_item,ts_3068,3
rust,relation,source_file>expression_statement,ts_3420,60
rust,relation,source_file>extern_crate_declaration,ts_3071,1
rust,relation,source_file>foreign_mod_item,ts_3083,1
rust,relation,source_file>function_item,ts_3421,31
rust,relation,source_file>impl_item,ts_3096,11
rust,relation,source_file>inner_attribute_item,ts_3422,2
rust,relation,source_file>let_declaration,ts_3423,15
rust,relation,source_file>line_comment,ts_3424,3
rust,relation,source_file>macro_definition,ts_3084,1
rust,relation,source_file>macro_invocation,ts_3425,2
rust,relation,source_file>mod_item,ts_3110,4
rust,relation,source_file>shebang,ts_3137,2
rust,relation,source_file>static_item,ts_3141,2
rust,relation,source_file>struct_item,ts_3144,6
rust,relation,source_file>trait_item,ts_3148,11
rust,relation,source_file>type_item,ts_3426,13
rust,relation,source_file>union_item,ts_3163,1
rust,relation,source_file>use_declaration,ts_3168,2
rust,relation,static_item>identifier,ts_3141,2
rust,relation,static_item>integer_literal,ts_3141,2
rust,relation,static_item>mutable_specifier,ts_3398,1
rust,relation,static_item>pointer_type,ts_3398,1
rust,relation,static_item>primitive_type,ts_3141,2
rust,relation,string_literal>escape_sequence,ts_3069,1
rust,relation,string_literal>string_content,ts_3427,23
rust,relation,struct_expression>field_initializer_list,ts_3078,2
rust,relation,struct_expression>scoped_type_identifier,ts_3077,1
rust,relation,struct_expression>type_identifier,ts_3078,2
rust,relation,struct_item>field_declaration_list,ts_3428,3
rust,relation,struct_item>ordered_field_declaration_list,ts_3429,3
rust,relation,struct_item>type_identifier,ts_3144,6
rust,relation,struct_item>type_parameters,ts_3430,2
rust,relation,struct_item>visibility_modifier,ts_3431,2
rust,relation,struct_pattern>field_pattern,ts_3079,3
rust,relation,struct_pattern>remaining_field_pattern,ts_3374,1
rust,relation,struct_pattern>scoped_type_identifier,ts_3432,2
rust,relation,struct_pattern>type_identifier,ts_3371,1
rust,relation,token_binding_pattern>fragment_specifier,ts_3084,1
rust,relation,token_binding_pattern>metavariable,ts_3084,1
rust,relation,token_repetition>metavariable,ts_3084,1
rust,relation,token_repetition>token_repetition,ts_3084,1
rust,relation,token_repetition_pattern>token_binding_pattern,ts_3084,1
rust,relation,token_repetition_pattern>token_tree_pattern,ts_3084,1
rust,relation,token_tree>block_comment,ts_3049,1
rust,relation,token_tree>char_literal,ts_3433,1
rust,relation,token_tree>identifier,ts_3434,10
rust,relation,token_tree>integer_literal,ts_3435,3
rust,relation,token_tree>line_comment,ts_3049,1
rust,relation,token_tree>metavariable,ts_3084,1
rust,relation,token_tree>string_literal,ts_3436,9
rust,relation,token_tree>token_repetition,ts_3084,1
rust,relation,token_tree>token_tree,ts_3437,5
rust,relation,token_tree_pattern>identifier,ts_3084,1
rust,relation,token_tree_pattern>token_binding_pattern,ts_3084,1
rust,relation,token_tree_pattern>token_repetition_pattern,ts_3084,1
rust,relation,trait_bounds>function_type,ts_3292,1
rust,relation,trait_bounds>generic_type,ts_3438,5
rust,relation,trait_bounds>higher_ranked_trait_bound,ts_3252,1
rust,relation,trait_bounds>lifetime,ts_3439,3
rust,relation,trait_bounds>removed_trait_bound,ts_3131,1
rust,relation,trait_bounds>scoped_type_identifier,ts_3440,2
rust,relation,trait_bounds>type_identifier,ts_3441,8
rust,relation,trait_item>declaration_list,ts_3148,11
rust,relation,trait_item>trait_bounds,ts_3442,3
rust,relation,trait_item>type_identifier,ts_3148,11
rust,relation,trait_item>type_parameters,ts_3443,3
rust,relation,trait_item>visibility_modifier,ts_3444,6
rust,relation,trait_item>where_clause,ts_3292,1
rust,relation,try_block>block,ts_3149,1
rust,relation,try_expression>await_expression,ts_3045,3
rust,relation,try_expression>call_expression,ts_3402,1
rust,relation,try_expression>identifier,ts_3402,1
rust,relation,tuple_expression>attribute_item,ts_3320,1
rust,relation,tuple_expression>block,ts_3445,1
rust,relation,tuple_expression>identifier,ts_3371,1
rust,relation,tuple_expression>integer_literal,ts_3446,3
rust,relation,tuple_expression>string_literal,ts_3447,2
rust,relation,tuple_pattern>identifier,ts_3448,6
rust,relation,tuple_pattern>or_pattern,ts_3230,1
rust,relation,tuple_pattern>remaining_field_pattern,ts_3374,1
rust,relation,tuple_pattern>string_literal,ts_3354,2
rust,relation,tuple_struct_pattern>generic_type,ts_3371,1
rust,relation,tuple_struct_pattern>identifier,ts_3153,11
rust,relation,tuple_struct_pattern>range_pattern,ts_3124,1
rust,relation,tuple_struct_pattern>ref_pattern,ts_3366,1
rust,relation,tuple_struct_pattern>remaining_field_pattern,ts_3130,2
rust,relation,tuple_struct_pattern>scoped_identifier,ts_3449,3
rust,relation,tuple_struct_pattern>string_literal,ts_3232,1
rust,relation,tuple_struct_pattern>tuple_struct_pattern,ts_3371,1
rust,relation,tuple_type>bounded_type,ts_3131,1
rust,relation,tuple_type>function_type,ts_3179,1
rust,relation,tuple_type>primitive_type,ts_3450,3
rust,relation,tuple_type>scoped_type_identifier,ts_3253,1
rust,relation,tuple_type>type_identifier,ts_3451,3
rust,relation,type_arguments>block,ts_3219,2
rust,relation,type_arguments>bounded_type,ts_3251,1
rust,relation,type_arguments>dynamic_type,ts_3251,1
rust,relation,type_arguments>generic_type,ts_3452,2
rust,relation,type_arguments>integer_literal,ts_3090,1
rust,relation,type_arguments>lifetime,ts_3453,6
rust,relation,type_arguments>primitive_type,ts_3454,6
rust,relation,type_arguments>reference_type,ts_3455,2
rust,relation,type_arguments>scoped_type_identifier,ts_3395,1
rust,relation,type_arguments>trait_bounds,ts_3456,1
rust,relation,type_arguments>type_binding,ts_3156,5
rust,relation,type_arguments>type_identifier,ts_3457,16
rust,relation,type_binding>primitive_type,ts_3167,2
rust,relation,type_binding>tuple_type,ts_3335,1
rust,relation,type_binding>type_arguments,ts_3197,1
rust,relation,type_binding>type_identifier,ts_3156,5
rust,relation,type_cast_expression>generic_type,ts_3395,1
rust,relation,type_cast_expression>identifier,ts_3458,3
rust,relation,type_cast_expression>integer_literal,ts_3206,1
rust,relation,type_cast_expression>pointer_type,ts_3395,1
rust,relation,type_cast_expression>primitive_type,ts_3321,2
rust,relation,type_cast_expression>type_identifier,ts_3394,1
rust,relation,type_cast_expression>unary_expression,ts_3321,2
rust,relation,type_item>array_type,ts_3459,1
rust,relation,type_item>bounded_type,ts_3460,2
rust,relation,type_item>function_type,ts_3461,2
rust,relation,type_item>generic_type,ts_3462,6
rust,relation,type_item>pointer_type,ts_3463,1
rust,relation,type_item>primitive_type,ts_3179,1
rust,relation,type_item>reference_type,ts_3464,2
rust,relation,type_item>scoped_type_identifier,ts_3413,1
rust,relation,type_item>tuple_type,ts_3465,1
rust,relation,type_item>type_identifier,ts_3159,15
rust,relation,type_item>type_parameters,ts_3466,4
rust,relation,type_item>unit_type,ts_3467,2
rust,relation,type_item>where_clause,ts_3468,2
rust,relation,type_parameter>trait_bounds,ts_3469,8
rust,relation,type_parameter>type_identifier,ts_3160,14
rust,relation,type_parameters>attribute_item,ts_3285,1
rust,relation,type_parameters>const_parameter,ts_3060,3
rust,relation,type_parameters>lifetime_parameter,ts_3105,7
rust,relation,type_parameters>type_parameter,ts_3160,14
rust,relation,unary_expression>call_expression,ts_3206,1
rust,relation,unary_expression>identifier,ts_3470,3
rust,relation,unary_expression>self,ts_3221,1
rust,relation,union_item>field_declaration_list,ts_3163,1
rust,relation,union_item>type_identifier,ts_3163,1
rust,relation,union_item>visibility_modifier,ts_3163,1
rust,relation,unsafe_block>block,ts_3166,1
rust,relation,use_as_clause>identifier,ts_3011,1
rust,relation,use_as_clause>scoped_identifier,ts_3011,1
rust,relation,use_bounds>lifetime,ts_3471,1
rust,relation,use_bounds>type_identifier,ts_3471,1
rust,relation,use_declaration>identifier,ts_3011,1
rust,relation,use_declaration>scoped_identifier,ts_3168,2
rust,relation,use_declaration>scoped_use_list,ts_3011,1
rust,relation,use_declaration>use_as_clause,ts_3011,1
rust,relation,use_declaration>use_wildcard,ts_3011,1
rust,relation,use_declaration>visibility_modifier,ts_3011,1
rust,relation,use_list>identifier,ts_3011,1
rust,relation,use_list>scoped_use_list,ts_3011,1
rust,relation,use_list>self,ts_3011,1
rust,relation,use_list>use_as_clause,ts_3011,1
rust,relation,use_list>use_wildcard,ts_3011,1
rust,relation,use_wildcard>identifier,ts_3011,1
rust,relation,use_wildcard>scoped_identifier,ts_3011,1
rust,relation,variadic_parameter>identifier,ts_3169,1
rust,relation,variadic_parameter>mutable_specifier,ts_3169,1
rust,relation,visibility_modifier>crate,ts_3472,2
rust,relation,visibility_modifier>scoped_identifier,ts_3409,1
rust,relation,visibility_modifier>self,ts_3409,1
rust,relation,visibility_modifier>super,ts_3409,1
rust,relation,where_clause>where_predicate,ts_3171,5
rust,relation,where_predicate>array_type,ts_3473,1
rust,relation,where_predicate>generic_type,ts_3292,1
rust,relation,where_predicate>higher_ranked_trait_bound,ts_3292,1
rust,relation,where_predicate>lifetime,ts_3474,2
rust,relation,where_predicate>pointer_type,ts_3292,1
rust,relation,where_predicate>primitive_type,ts_3292,1
rust,relation,where_predicate>reference_type,ts_3292,1
rust,relation,where_predicate>trait_bounds,ts_3171,5
rust,relation,where_predicate>tuple_type,ts_3292,1
rust,relation,where_predicate>type_identifier,ts_3475,3
rust,relation,while_expression>binary_expression,ts_3476,1
rust,relation,while_expression>block,ts_3172,4
rust,relation,while_expression>let_condition,ts_3477,2
rust,relation,while_expression>unary_expression,ts_3195,1
rust,relation,yield_expression>identifier,ts_3476,1
rust,relation,yield_expression>unit_expression,ts_3089,1
swift,field,element,ts_3478,1
swift,node,_expression,ts_3479,1
swift,node,additive_expression,ts_3480,8
swift,node,array_literal,ts_3481,8
swift,node,array_type,ts_3482,8
swift,node,as_expression,ts_3483,10
swift,node,as_operator,ts_3483,10
swift,node,assignment,ts_3484,22
swift,node,associatedtype_declaration,ts_3485,1
swift,node,attribute,ts_3486,13
swift,node,availability_condition,ts_3487,1
swift,node,await_expression,ts_3488,7
swift,node,bang,ts_3489,10
swift,node,bin_literal,ts_3490,1
swift,node,bitwise_operation,ts_3491,2
swift,node,boolean_literal,ts_3492,14
swift,node,bracket_qualified_type,ts_3493,1
swift,node,call_expression,ts_3494,95
swift,node,call_suffix,ts_3495,97
swift,node,capture_list,ts_3496,2
swift,node,capture_list_item,ts_3496,2
swift,node,catch_block,ts_3497,3
swift,node,catch_keyword,ts_3497,3
swift,node,check_expression,ts_3498,1
swift,node,class_body,ts_3499,42
swift,node,class_declaration,ts_3500,46
swift,node,comment,ts_3501,17
swift,node,comparison_expression,ts_3502,3
swift,node,computed_getter,ts_3503,6
swift,node,computed_modify,ts_3504,1
swift,node,computed_property,ts_3505,10
swift,node,computed_setter,ts_3506,2
swift,node,conjunction_expression,ts_3507,5
swift,node,constructor_expression,ts_3508,4
swift,node,constructor_suffix,ts_3508,4
swift,node,consume_expression,ts_3509,5
swift,node,control_transfer_statement,ts_3510,33
swift,node,custom_operator,ts_3511,8
swift,node,default_keyword,ts_3512,5
swift,node,deinit_declaration,ts_3513,2
swift,node,diagnostic,ts_3514,1
swift,node,dictionary_literal,ts_3515,5
swift,node,dictionary_type,ts_3516,7
swift,node,didset_clause,ts_3517,2
swift,node,directive,ts_3518,8
swift,node,directly_assignable_expression,ts_3484,22
swift,node,discard_statement,ts_3519,2
swift,node,disjunction_expression,ts_3520,2
swift,node,do_statement,ts_3497,3
swift,node,else,ts_3521,10
swift,node,enum_class_body,ts_3522,5
swift,node,enum_entry,ts_3522,5
swift,node,enum_type_parameters,ts_3523,2
swift,node,equality_constraint,ts_3524,4
swift,node,equality_expression,ts_3525,10
swift,node,existential_type,ts_3526,3
swift,node,external_macro_definition,ts_3527,1
swift,node,for_statement,ts_3528,5
swift,node,fully_open_range,ts_3529,2
swift,node,function_body,ts_3530,51
swift,node,function_declaration,ts_3531,48
swift,node,function_modifier,ts_3532,2
swift,node,function_type,ts_3533,9
swift,node,getter_specifier,ts_3534,7
swift,node,guard_statement,ts_3535,5
swift,node,hex_literal,ts_3536,2
swift,node,identifier,ts_3537,6
swift,node,if_statement,ts_3538,13
swift,node,import_declaration,ts_3539,1
swift,node,infix_expression,ts_3540,3
swift,node,inheritance_constraint,ts_3541,5
swift,node,inheritance_modifier,ts_3542,3
swift,node,inheritance_specifier,ts_3543,7
swift,node,init_declaration,ts_3544,2
swift,node,integer_literal,ts_3545,60
swift,node,interpolated_expression,ts_3546,7
swift,node,key_path_expression,ts_3547,1
swift,node,key_path_string_expression,ts_3547,1
swift,node,lambda_function_type,ts_3548,15
swift,node,lambda_function_type_parameters,ts_3548,15
swift,node,lambda_literal,ts_3549,27
swift,node,lambda_parameter,ts_3548,15
swift,node,line_str_text,ts_3550,38
swift,node,line_string_literal,ts_3551,41
swift,node,macro_declaration,ts_3527,1
swift,node,macro_definition,ts_3527,1
swift,node,macro_invocation,ts_3552,4
swift,node,member_modifier,ts_3553,6
swift,node,modifiers,ts_3554,36
swift,node,modify_specifier,ts_3504,1
swift,node,multi_line_str_text,ts_3555,3
swift,node,multi_line_string_literal,ts_3555,3
swift,node,multiline_comment,ts_3556,7
swift,node,multiplicative_expression,ts_3557,5
swift,node,mutation_modifier,ts_3558,3
swift,node,navigation_expression,ts_3559,48
swift,node,navigation_suffix,ts_3559,48
swift,node,nil_coalescing_expression,ts_3560,3
swift,node,nil_literal,ts_3561,8
swift,node,oct_literal,ts_3490,1
swift,node,opaque_type,ts_3562,3
swift,node,open_end_range_expression,ts_3563,1
swift,node,open_start_range_expression,ts_3564,1
swift,node,operator_declaration,ts_3565,3
swift,node,optional_type,ts_3566,11
swift,node,ownership_modifier,ts_3567,3
swift,node,parameter,ts_3568,26
swift,node,parameter_modifier,ts_3569,7
swift,node,parameter_modifiers,ts_3570,6
swift,node,pattern,ts_3571,96
swift,node,playground_literal,ts_3572,1
swift,node,postfix_expression,ts_3573,3
swift,node,precedence_group_attribute,ts_3574,1
swift,node,precedence_group_attributes,ts_3574,1
swift,node,precedence_group_declaration,ts_3574,1
swift,node,prefix_expression,ts_3575,18
swift,node,property_behavior_modifier,ts_3576,2
swift,node,property_declaration,ts_3577,82
swift,node,property_modifier,ts_3578,11
swift,node,protocol_body,ts_3579,4
swift,node,protocol_composition_type,ts_3580,7
swift,node,protocol_declaration,ts_3579,4
swift,node,protocol_function_declaration,ts_3581,3
swift,node,protocol_property_declaration,ts_3485,1
swift,node,protocol_property_requirements,ts_3485,1
swift,node,range_expression,ts_3582,2
swift,node,raw_str_end_part,ts_3583,3
swift,node,raw_str_interpolation,ts_3584,2
swift,node,raw_str_interpolation_start,ts_3584,2
swift,node,raw_str_part,ts_3584,2
swift,node,raw_string_literal,ts_3583,3
swift,node,real_literal,ts_3585,3
swift,node,regex_literal,ts_3586,3
swift,node,repeat_while_statement,ts_3587,1
swift,node,selector_expression,ts_3588,1
swift,node,self_expression,ts_3589,11
swift,node,setter_specifier,ts_3506,2
swift,node,simple_identifier,ts_3590,219
swift,node,source_file,ts_3591,248
swift,node,statement_label,ts_3592,2
swift,node,statements,ts_3593,73
swift,node,str_escaped_char,ts_3594,2
swift,node,subscript_declaration,ts_3595,3
swift,node,suppressed_constraint,ts_3596,1
swift,node,switch_entry,ts_3597,6
swift,node,switch_pattern,ts_3597,6
swift,node,switch_statement,ts_3597,6
swift,node,ternary_expression,ts_3598,7
swift,node,throw_keyword,ts_3599,1
swift,node,throws,ts_3600,6
swift,node,throws_clause,ts_3601,4
swift,node,try_expression,ts_3602,10
swift,node,try_operator,ts_3603,11
swift,node,tuple_expression,ts_3604,13
swift,node,tuple_type,ts_3605,16
swift,node,tuple_type_item,ts_3606,14
swift,node,type_annotation,ts_3607,34
swift,node,type_arguments,ts_3608,16
swift,node,type_constraint,ts_3541,5
swift,node,type_constraints,ts_3541,5
swift,node,type_identifier,ts_3609,124
swift,node,type_pack_expansion,ts_3610,3
swift,node,type_parameter,ts_3611,14
swift,node,type_parameter_pack,ts_3610,3
swift,node,type_parameters,ts_3611,14
swift,node,typealias_declaration,ts_3612,2
swift,node,user_type,ts_3613,104
swift,node,value_argument,ts_3614,56
swift,node,value_argument_label,ts_3615,17
swift,node,value_arguments,ts_3616,91
swift,node,value_binding_pattern,ts_3617,98
swift,node,value_pack_expansion,ts_3618,1
swift,node,value_parameter_pack,ts_3618,1
swift,node,visibility_modifier,ts_3619,19
swift,node,where_clause,ts_3620,2
swift,node,where_keyword,ts_3621,9
swift,node,while_statement,ts_3587,1
swift,node,wildcard_pattern,ts_3622,10
swift,node,willset_clause,ts_3623,1
swift,node,willset_didset_block,ts_3517,2
swift,relation,additive_expression>additive_expression,ts_3624,2
swift,relation,additive_expression>call_expression,ts_3625,1
swift,relation,additive_expression>integer_literal,ts_3626,3
swift,relation,additive_expression>line_string_literal,ts_3627,1
swift,relation,additive_expression>navigation_expression,ts_3625,1
swift,relation,additive_expression>simple_identifier,ts_3628,3
swift,relation,array_literal>integer_literal,ts_3629,4
swift,relation,array_literal>navigation_expression,ts_3630,1
swift,relation,array_literal>prefix_expression,ts_3631,2
swift,relation,array_literal>simple_identifier,ts_3632,1
swift,relation,array_literal>tuple_expression,ts_3633,1
swift,relation,array_type>optional_type,ts_3634,2
swift,relation,array_type>user_type,ts_3635,6
swift,relation,as_expression>array_type,ts_3636,1
swift,relation,as_expression>as_operator,ts_3483,10
swift,relation,as_expression>call_expression,ts_3637,2
swift,relation,as_expression>function_type,ts_3638,3
swift,relation,as_expression>protocol_composition_type,ts_3639,1
swift,relation,as_expression>simple_identifier,ts_3640,9
swift,relation,as_expression>user_type,ts_3641,5
swift,relation,assignment>boolean_literal,ts_3642,1
swift,relation,assignment>call_expression,ts_3643,3
swift,relation,assignment>consume_expression,ts_3644,1
swift,relation,assignment>directly_assignable_expression,ts_3484,22
swift,relation,assignment>integer_literal,ts_3645,6
swift,relation,assignment>lambda_literal,ts_3646,1
swift,relation,assignment>navigation_expression,ts_3647,2
swift,relation,assignment>prefix_expression,ts_3648,1
swift,relation,assignment>simple_identifier,ts_3649,6
swift,relation,assignment>tuple_expression,ts_3547,1
swift,relation,associatedtype_declaration>type_constraints,ts_3485,1
swift,relation,associatedtype_declaration>type_identifier,ts_3485,1
swift,relation,associatedtype_declaration>user_type,ts_3485,1
swift,relation,attribute>call_expression,ts_3527,1
swift,relation,attribute>integer_literal,ts_3650,1
swift,relation,attribute>line_string_literal,ts_3651,2
swift,relation,attribute>simple_identifier,ts_3652,4
swift,relation,attribute>user_type,ts_3486,13
swift,relation,availability_condition>identifier,ts_3487,1
swift,relation,availability_condition>integer_literal,ts_3487,1
swift,relation,await_expression>call_expression,ts_3653,5
swift,relation,await_expression>navigation_expression,ts_3654,1
swift,relation,await_expression>ternary_expression,ts_3655,1
swift,relation,await_expression>try_expression,ts_3656,1
swift,relation,bitwise_operation>integer_literal,ts_3657,1
swift,relation,bitwise_operation>simple_identifier,ts_3658,1
swift,relation,bracket_qualified_type>array_type,ts_3493,1
swift,relation,bracket_qualified_type>type_identifier,ts_3493,1
swift,relation,call_expression>additive_expression,ts_3625,1
swift,relation,call_expression>bang,ts_3659,1
swift,relation,call_expression>call_suffix,ts_3494,95
swift,relation,call_expression>navigation_expression,ts_3660,30
swift,relation,call_expression>prefix_expression,ts_3661,3
swift,relation,call_expression>simple_identifier,ts_3662,75
swift,relation,call_expression>value_pack_expansion,ts_3618,1
swift,relation,call_suffix>lambda_literal,ts_3663,21
swift,relation,call_suffix>simple_identifier,ts_3664,1
swift,relation,call_suffix>value_arguments,ts_3665,87
swift,relation,capture_list>capture_list_item,ts_3496,2
swift,relation,capture_list_item>ownership_modifier,ts_3496,2
swift,relation,capture_list_item>simple_identifier,ts_3496,2
swift,relation,catch_block>catch_keyword,ts_3497,3
swift,relation,catch_block>pattern,ts_3666,1
swift,relation,catch_block>statements,ts_3667,2
swift,relation,catch_block>where_clause,ts_3666,1
