language,axis,feature,exact_vector_class,support_cases
c,field,alternative,ts_0001,5
c,field,argument,ts_0002,4
c,field,arguments,ts_0003,4
c,field,body,ts_0004,12
c,field,condition,ts_0005,6
c,field,consequence,ts_0006,1
c,field,declarator,ts_0007,14
c,field,directive,ts_0008,1
c,field,field,ts_0006,1
c,field,function,ts_0003,4
c,field,index,ts_0009,2
c,field,initializer,ts_0010,1
c,field,left,ts_0011,4
c,field,name,ts_0012,12
c,field,parameters,ts_0013,9
c,field,path,ts_0014,2
c,field,right,ts_0011,4
c,field,type,ts_0007,14
c,field,underlying_type,ts_0015,1
c,field,update,ts_0010,1
c,field,value,ts_0016,8
c,node,abstract_array_declarator,ts_0017,1
c,node,abstract_function_declarator,ts_0018,1
c,node,abstract_pointer_declarator,ts_0019,8
c,node,alignas_qualifier,ts_0020,1
c,node,alignof_expression,ts_0021,1
c,node,argument_list,ts_0022,24
c,node,array_declarator,ts_0023,4
c,node,assignment_expression,ts_0024,12
c,node,attribute,ts_0025,2
c,node,attribute_declaration,ts_0025,2
c,node,attribute_specifier,ts_0026,4
c,node,attributed_declarator,ts_0027,1
c,node,attributed_statement,ts_0025,2
c,node,binary_expression,ts_0028,12
c,node,bitfield_clause,ts_0029,1
c,node,break_statement,ts_0030,1
c,node,call_expression,ts_0031,23
c,node,case_statement,ts_0032,3
c,node,cast_expression,ts_0033,3
c,node,char_literal,ts_0034,4
c,node,character,ts_0034,4
c,node,comma_expression,ts_0035,4
c,node,comment,ts_0036,15
c,node,compound_literal_expression,ts_0037,2
c,node,compound_statement,ts_0038,48
c,node,concatenated_string,ts_0039,6
c,node,conditional_expression,ts_0040,2
c,node,declaration,ts_0041,37
c,node,declaration_list,ts_0042,1
c,node,do_statement,ts_0043,2
c,node,else_clause,ts_0044,2
c,node,enum_specifier,ts_0045,3
c,node,enumerator,ts_0045,3
c,node,enumerator_list,ts_0045,3
c,node,escape_sequence,ts_0046,7
c,node,expression_statement,ts_0047,43
c,node,extension_expression,ts_0048,1
c,node,false,ts_0049,1
c,node,field_declaration,ts_0050,9
c,node,field_declaration_list,ts_0051,10
c,node,field_designator,ts_0017,1
c,node,field_expression,ts_0052,4
c,node,field_identifier,ts_0053,15
c,node,for_statement,ts_0054,4
c,node,function_declarator,ts_0055,52
c,node,function_definition,ts_0038,48
c,node,generic_expression,ts_0056,1
c,node,gnu_asm_clobber_list,ts_0057,2
c,node,gnu_asm_expression,ts_0058,4
c,node,gnu_asm_input_operand,ts_0057,2
c,node,gnu_asm_input_operand_list,ts_0057,2
c,node,gnu_asm_output_operand,ts_0057,2
c,node,gnu_asm_output_operand_list,ts_0057,2
c,node,gnu_asm_qualifier,ts_0059,1
c,node,goto_statement,ts_0060,2
c,node,identifier,ts_0061,79
c,node,if_statement,ts_0062,4
c,node,init_declarator,ts_0063,12
c,node,initializer_list,ts_0064,3
c,node,initializer_pair,ts_0017,1
c,node,labeled_statement,ts_0060,2
c,node,linkage_specification,ts_0042,1
c,node,macro_type_specifier,ts_0065,2
c,node,ms_call_modifier,ts_0066,1
c,node,ms_declspec_modifier,ts_0067,1
c,node,ms_pointer_modifier,ts_0068,2
c,node,ms_restrict_modifier,ts_0068,2
c,node,ms_signed_ptr_modifier,ts_0010,1
c,node,ms_unaligned_ptr_modifier,ts_0010,1
c,node,ms_unsigned_ptr_modifier,ts_0010,1
c,node,null,ts_0049,1
c,node,number_literal,ts_0069,35
c,node,offsetof_expression,ts_0070,1
c,node,parameter_declaration,ts_0071,17
c,node,parameter_list,ts_0055,52
c,node,parenthesized_declarator,ts_0072,2
c,node,parenthesized_expression,ts_0073,11
c,node,pointer_declarator,ts_0074,15
c,node,pointer_expression,ts_0075,4
c,node,preproc_arg,ts_0076,7
c,node,preproc_call,ts_0077,2
c,node,preproc_def,ts_0078,4
c,node,preproc_defined,ts_0079,3
c,node,preproc_directive,ts_0077,2
c,node,preproc_elif,ts_0080,4
c,node,preproc_elifdef,ts_0081,2
c,node,preproc_else,ts_0082,7
c,node,preproc_function_def,ts_0083,3
c,node,preproc_if,ts_0084,5
c,node,preproc_ifdef,ts_0085,5
c,node,preproc_include,ts_0014,2
c,node,preproc_params,ts_0083,3
c,node,primitive_type,ts_0086,73
c,node,return_statement,ts_0087,9
c,node,seh_except_clause,ts_0088,1
c,node,seh_finally_clause,ts_0088,1
c,node,seh_leave_statement,ts_0088,1
c,node,seh_try_statement,ts_0088,1
c,node,sized_type_specifier,ts_0089,6
c,node,sizeof_expression,ts_0018,1
c,node,statement_identifier,ts_0060,2
c,node,storage_class_specifier,ts_0090,6
c,node,string_content,ts_0091,16
c,node,string_literal,ts_0091,16
c,node,struct_specifier,ts_0092,13
c,node,subscript_designator,ts_0017,1
c,node,subscript_expression,ts_0093,4
c,node,subscript_range_designator,ts_0017,1
c,node,switch_statement,ts_0032,3
c,node,system_lib_string,ts_0014,2
c,node,translation_unit,ts_0094,85
c,node,true,ts_0095,2
c,node,type_definition,ts_0096,4
c,node,type_descriptor,ts_0097,12
c,node,type_identifier,ts_0098,24
c,node,type_qualifier,ts_0099,12
c,node,unary_expression,ts_0100,5
c,node,union_specifier,ts_0101,4
c,node,update_expression,ts_0102,6
c,node,variadic_parameter,ts_0103,2
c,node,while_statement,ts_0104,2
cpp,field,alternative,ts_0105,4
cpp,field,argument,ts_0106,8
cpp,field,arguments,ts_0107,10
cpp,field,base,ts_0108,1
cpp,field,body,ts_0109,23
cpp,field,captures,ts_0110,1
cpp,field,condition,ts_0111,7
cpp,field,consequence,ts_0112,3
cpp,field,declarator,ts_0113,22
cpp,field,default_type,ts_0114,1
cpp,field,default_value,ts_0115,1
cpp,field,delimiter,ts_0116,1
cpp,field,directive,ts_0117,1
cpp,field,field,ts_0118,2
cpp,field,function,ts_0119,6
cpp,field,header,ts_0120,1
cpp,field,indices,ts_0121,2
cpp,field,initializer,ts_0122,3
cpp,field,left,ts_0123,8
cpp,field,message,ts_0116,1
cpp,field,name,ts_0124,25
cpp,field,parameters,ts_0125,19
cpp,field,partition,ts_0126,2
cpp,field,path,ts_0127,2
cpp,field,pattern,ts_0110,1
cpp,field,right,ts_0128,9
cpp,field,scope,ts_0129,7
cpp,field,size,ts_0110,1
cpp,field,type,ts_0130,24
cpp,field,update,ts_0131,1
cpp,field,value,ts_0132,14
cpp,node,abstract_array_declarator,ts_0133,1
cpp,node,abstract_function_declarator,ts_0134,6
cpp,node,abstract_pointer_declarator,ts_0135,12
cpp,node,abstract_reference_declarator,ts_0136,13
cpp,node,access_specifier,ts_0137,10
cpp,node,alias_declaration,ts_0138,5
cpp,node,alignas_qualifier,ts_0139,1
cpp,node,alignof_expression,ts_0140,2
cpp,node,annotation,ts_0141,1
cpp,node,argument_list,ts_0142,63
cpp,node,array_declarator,ts_0143,4
cpp,node,assignment_expression,ts_0144,19
cpp,node,attribute,ts_0145,11
cpp,node,attribute_declaration,ts_0146,12
cpp,node,attribute_specifier,ts_0147,5
cpp,node,attributed_declarator,ts_0148,2
cpp,node,attributed_statement,ts_0149,3
cpp,node,auto,ts_0150,20
cpp,node,base_class_clause,ts_0151,8
cpp,node,binary_expression,ts_0152,31
cpp,node,bitfield_clause,ts_0153,1
cpp,node,break_statement,ts_0154,2
cpp,node,call_expression,ts_0155,54
cpp,node,case_statement,ts_0156,5
cpp,node,cast_expression,ts_0157,4
cpp,node,catch_clause,ts_0158,6
cpp,node,char_literal,ts_0159,4
cpp,node,character,ts_0159,4
cpp,node,class_specifier,ts_0160,24
cpp,node,co_await_expression,ts_0161,1
cpp,node,co_return_statement,ts_0162,2
cpp,node,co_yield_statement,ts_0162,2
cpp,node,comma_expression,ts_0163,5
cpp,node,comment,ts_0164,26
cpp,node,compound_literal_expression,ts_0165,11
cpp,node,compound_requirement,ts_0166,3
cpp,node,compound_statement,ts_0167,105
cpp,node,concatenated_string,ts_0168,7
cpp,node,concept_definition,ts_0169,6
cpp,node,condition_clause,ts_0170,15
cpp,node,conditional_expression,ts_0171,1
cpp,node,consteval_block_declaration,ts_0172,1
cpp,node,constraint_conjunction,ts_0173,1
cpp,node,constraint_disjunction,ts_0173,1
cpp,node,declaration,ts_0174,79
cpp,node,declaration_list,ts_0175,3
cpp,node,decltype,ts_0176,4
cpp,node,default_method_clause,ts_0177,2
cpp,node,delete_expression,ts_0178,2
cpp,node,delete_method_clause,ts_0179,1
cpp,node,dependent_name,ts_0180,3
cpp,node,dependent_type,ts_0181,6
cpp,node,destructor_name,ts_0182,6
cpp,node,do_statement,ts_0183,2
cpp,node,else_clause,ts_0184,3
cpp,node,enum_specifier,ts_0185,4
cpp,node,enumerator,ts_0185,4
cpp,node,enumerator_list,ts_0185,4
cpp,node,escape_sequence,ts_0186,7
cpp,node,expansion_statement,ts_0187,1
cpp,node,explicit_function_specifier,ts_0188,5
cpp,node,explicit_object_parameter_declaration,ts_0189,1
cpp,node,export_declaration,ts_0190,4
cpp,node,expression_statement,ts_0191,69
cpp,node,extension_expression,ts_0192,1
cpp,node,false,ts_0193,7
cpp,node,field_declaration,ts_0194,25
cpp,node,field_declaration_list,ts_0195,44
cpp,node,field_designator,ts_0196,2
cpp,node,field_expression,ts_0197,17
cpp,node,field_identifier,ts_0198,42
cpp,node,field_initializer,ts_0199,7
cpp,node,field_initializer_list,ts_0199,7
cpp,node,fold_expression,ts_0200,3
cpp,node,for_range_loop,ts_0201,4
cpp,node,for_statement,ts_0202,5
cpp,node,friend_declaration,ts_0203,2
cpp,node,function_declarator,ts_0204,117
cpp,node,function_definition,ts_0205,103
cpp,node,generic_expression,ts_0206,1
cpp,node,global_module_fragment_declaration,ts_0207,1
cpp,node,gnu_asm_clobber_list,ts_0208,1
cpp,node,gnu_asm_expression,ts_0209,3
cpp,node,gnu_asm_input_operand,ts_0208,1
cpp,node,gnu_asm_input_operand_list,ts_0208,1
cpp,node,gnu_asm_output_operand,ts_0208,1
cpp,node,gnu_asm_output_operand_list,ts_0208,1
cpp,node,gnu_asm_qualifier,ts_0208,1
cpp,node,goto_statement,ts_0210,3
cpp,node,identifier,ts_0211,177
cpp,node,if_statement,ts_0212,11
cpp,node,import_declaration,ts_0213,4
cpp,node,init_declarator,ts_0214,38
cpp,node,init_statement,ts_0215,2
cpp,node,initializer_list,ts_0216,26
cpp,node,initializer_pair,ts_0196,2
cpp,node,labeled_statement,ts_0210,3
cpp,node,lambda_capture_initializer,ts_0217,1
cpp,node,lambda_capture_specifier,ts_0218,3
cpp,node,lambda_declarator,ts_0217,1
cpp,node,lambda_default_capture,ts_0219,2
cpp,node,lambda_expression,ts_0218,3
cpp,node,lambda_specifier,ts_0217,1
cpp,node,linkage_specification,ts_0220,1
cpp,node,literal_suffix,ts_0221,1
cpp,node,module_declaration,ts_0222,5
cpp,node,module_name,ts_0223,8
cpp,node,module_partition,ts_0224,3
cpp,node,ms_call_modifier,ts_0225,2
cpp,node,ms_declspec_modifier,ts_0226,2
cpp,node,ms_pointer_modifier,ts_0131,1
cpp,node,ms_restrict_modifier,ts_0131,1
cpp,node,ms_signed_ptr_modifier,ts_0131,1
cpp,node,ms_unaligned_ptr_modifier,ts_0131,1
cpp,node,ms_unsigned_ptr_modifier,ts_0131,1
cpp,node,namespace_alias_definition,ts_0227,2
cpp,node,namespace_definition,ts_0228,2
cpp,node,namespace_identifier,ts_0229,51
cpp,node,nested_namespace_specifier,ts_0230,2
cpp,node,new_declarator,ts_0178,2
cpp,node,new_expression,ts_0231,3
cpp,node,noexcept,ts_0232,4
cpp,node,null,ts_0233,3
cpp,node,number_literal,ts_0234,74
cpp,node,offsetof_expression,ts_0235,1
cpp,node,operator_cast,ts_0236,3
cpp,node,operator_name,ts_0237,8
cpp,node,optional_parameter_declaration,ts_0238,3
cpp,node,optional_type_parameter_declaration,ts_0114,1
cpp,node,parameter_declaration,ts_0239,47
cpp,node,parameter_list,ts_0240,125
cpp,node,parameter_pack_expansion,ts_0241,3
cpp,node,parenthesized_declarator,ts_0242,2
cpp,node,parenthesized_expression,ts_0243,19
cpp,node,placeholder_type_specifier,ts_0150,20
cpp,node,pointer_declarator,ts_0244,19
cpp,node,pointer_expression,ts_0245,12
cpp,node,pointer_type_declarator,ts_0246,2
cpp,node,preproc_arg,ts_0247,7
cpp,node,preproc_call,ts_0248,2
cpp,node,preproc_def,ts_0249,4
cpp,node,preproc_defined,ts_0250,2
cpp,node,preproc_directive,ts_0248,2
cpp,node,preproc_elif,ts_0251,3
cpp,node,preproc_elifdef,ts_0252,1
cpp,node,preproc_else,ts_0253,5
cpp,node,preproc_function_def,ts_0254,3
cpp,node,preproc_if,ts_0255,3
cpp,node,preproc_ifdef,ts_0256,3
cpp,node,preproc_include,ts_0127,2
cpp,node,preproc_params,ts_0254,3
cpp,node,primitive_type,ts_0257,151
cpp,node,private_module_fragment_declaration,ts_0258,1
cpp,node,pure_virtual_clause,ts_0179,1
cpp,node,qualified_identifier,ts_0259,50
cpp,node,raw_string_content,ts_0260,3
cpp,node,raw_string_delimiter,ts_0260,3
cpp,node,raw_string_literal,ts_0260,3
cpp,node,ref_qualifier,ts_0261,2
cpp,node,reference_declarator,ts_0262,15
cpp,node,reflect_expression,ts_0263,4
cpp,node,requirement_seq,ts_0264,5
cpp,node,requires_clause,ts_0265,5
cpp,node,requires_expression,ts_0264,5
cpp,node,return_statement,ts_0266,24
cpp,node,simple_requirement,ts_0267,3
cpp,node,sized_type_specifier,ts_0268,7
cpp,node,sizeof_expression,ts_0269,5
cpp,node,splice_expression,ts_0270,2
cpp,node,splice_specifier,ts_0270,2
cpp,node,splice_type_specifier,ts_0270,2
cpp,node,statement_identifier,ts_0210,3
cpp,node,static_assert_declaration,ts_0271,3
cpp,node,storage_class_specifier,ts_0272,14
cpp,node,string_content,ts_0273,24
cpp,node,string_literal,ts_0273,24
cpp,node,struct_specifier,ts_0274,26
cpp,node,structured_binding_declarator,ts_0275,1
cpp,node,subscript_argument_list,ts_0276,7
cpp,node,subscript_designator,ts_0133,1
cpp,node,subscript_expression,ts_0276,7
cpp,node,switch_statement,ts_0156,5
cpp,node,system_lib_string,ts_0277,3
cpp,node,template_argument_list,ts_0278,39
cpp,node,template_declaration,ts_0279,28
cpp,node,template_function,ts_0280,16
cpp,node,template_instantiation,ts_0281,1
cpp,node,template_method,ts_0282,5
cpp,node,template_parameter_list,ts_0283,29
cpp,node,template_template_parameter_declaration,ts_0284,1
cpp,node,template_type,ts_0285,29
cpp,node,this,ts_0286,6
cpp,node,throw_specifier,ts_0287,1
cpp,node,throw_statement,ts_0288,5
cpp,node,trailing_return_type,ts_0289,6
cpp,node,translation_unit,ts_0290,197
cpp,node,true,ts_0291,13
cpp,node,try_statement,ts_0158,6
cpp,node,type_definition,ts_0292,5
cpp,node,type_descriptor,ts_0293,51
cpp,node,type_identifier,ts_0294,94
cpp,node,type_parameter_declaration,ts_0295,23
cpp,node,type_qualifier,ts_0296,35
cpp,node,type_requirement,ts_0297,1
cpp,node,unary_expression,ts_0298,9
cpp,node,union_specifier,ts_0299,6
cpp,node,update_expression,ts_0300,8
cpp,node,user_defined_literal,ts_0221,1
cpp,node,using_declaration,ts_0301,3
cpp,node,variadic_declarator,ts_0302,3
cpp,node,variadic_parameter_declaration,ts_0302,3
cpp,node,variadic_type_parameter_declaration,ts_0303,5
cpp,node,virtual_specifier,ts_0304,4
cpp,node,while_statement,ts_0305,4
cpp,relation,abstract_function_declarator>parameter_list,ts_0134,6
cpp,relation,abstract_function_declarator>ref_qualifier,ts_0306,1
cpp,relation,abstract_function_declarator>type_qualifier,ts_0307,3
cpp,relation,abstract_pointer_declarator>abstract_function_declarator,ts_0308,3
cpp,relation,abstract_pointer_declarator>abstract_pointer_declarator,ts_0309,1
cpp,relation,abstract_reference_declarator>abstract_function_declarator,ts_0310,2
cpp,relation,alias_declaration>attribute_declaration,ts_0311,1
cpp,relation,alias_declaration>type_descriptor,ts_0138,5
cpp,relation,alias_declaration>type_identifier,ts_0138,5
cpp,relation,alignas_qualifier>number_literal,ts_0139,1
cpp,relation,alignof_expression>type_descriptor,ts_0140,2
cpp,relation,annotation>call_expression,ts_0141,1
cpp,relation,annotation>compound_literal_expression,ts_0141,1
cpp,relation,annotation>number_literal,ts_0141,1
cpp,relation,argument_list>alignof_expression,ts_0140,2
cpp,relation,argument_list>binary_expression,ts_0312,2
cpp,relation,argument_list>call_expression,ts_0313,5
cpp,relation,argument_list>cast_expression,ts_0314,1
cpp,relation,argument_list>extension_expression,ts_0192,1
cpp,relation,argument_list>field_expression,ts_0315,1
cpp,relation,argument_list>identifier,ts_0316,20
cpp,relation,argument_list>initializer_list,ts_0317,3
cpp,relation,argument_list>null,ts_0318,1
cpp,relation,argument_list>number_literal,ts_0319,14
cpp,relation,argument_list>parameter_pack_expansion,ts_0219,2
cpp,relation,argument_list>parenthesized_expression,ts_0314,1
cpp,relation,argument_list>pointer_expression,ts_0320,4
cpp,relation,argument_list>reflect_expression,ts_0321,2
cpp,relation,argument_list>sizeof_expression,ts_0322,2
cpp,relation,argument_list>string_literal,ts_0323,13
cpp,relation,argument_list>this,ts_0324,1
cpp,relation,array_declarator>field_identifier,ts_0325,2
cpp,relation,array_declarator>identifier,ts_0326,3
cpp,relation,array_declarator>number_literal,ts_0139,1
cpp,relation,array_declarator>sizeof_expression,ts_0110,1
cpp,relation,assignment_expression>assignment_expression,ts_0171,1
cpp,relation,assignment_expression>binary_expression,ts_0327,2
cpp,relation,assignment_expression>call_expression,ts_0328,3
cpp,relation,assignment_expression>cast_expression,ts_0329,1
cpp,relation,assignment_expression>compound_literal_expression,ts_0330,3
cpp,relation,assignment_expression>field_expression,ts_0171,1
cpp,relation,assignment_expression>generic_expression,ts_0206,1
cpp,relation,assignment_expression>identifier,ts_0331,15
cpp,relation,assignment_expression>new_expression,ts_0332,2
cpp,relation,assignment_expression>number_literal,ts_0333,6
cpp,relation,assignment_expression>parenthesized_expression,ts_0334,3
cpp,relation,assignment_expression>pointer_expression,ts_0335,4
cpp,relation,assignment_expression>qualified_identifier,ts_0336,1
cpp,relation,assignment_expression>subscript_expression,ts_0337,3
cpp,relation,attribute>argument_list,ts_0338,2
cpp,relation,attribute>identifier,ts_0145,11
cpp,relation,attribute_declaration>annotation,ts_0141,1
cpp,relation,attribute_declaration>attribute,ts_0145,11
cpp,relation,attribute_specifier>argument_list,ts_0147,5
cpp,relation,attributed_declarator>attribute_declaration,ts_0148,2
cpp,relation,attributed_declarator>field_identifier,ts_0339,1
cpp,relation,attributed_declarator>identifier,ts_0148,2
cpp,relation,attributed_declarator>type_identifier,ts_0339,1
cpp,relation,attributed_statement>attribute_declaration,ts_0149,3
cpp,relation,attributed_statement>case_statement,ts_0340,2
cpp,relation,attributed_statement>compound_statement,ts_0341,1
cpp,relation,attributed_statement>expression_statement,ts_0149,3
cpp,relation,attributed_statement>for_range_loop,ts_0342,1
cpp,relation,attributed_statement>for_statement,ts_0340,2
cpp,relation,attributed_statement>goto_statement,ts_0340,2
cpp,relation,attributed_statement>if_statement,ts_0340,2
cpp,relation,attributed_statement>labeled_statement,ts_0340,2
cpp,relation,attributed_statement>return_statement,ts_0340,2
cpp,relation,attributed_statement>switch_statement,ts_0340,2
cpp,relation,attributed_statement>while_statement,ts_0340,2
cpp,relation,base_class_clause>access_specifier,ts_0343,6
cpp,relation,base_class_clause>attribute_declaration,ts_0344,2
cpp,relation,base_class_clause>qualified_identifier,ts_0345,1
cpp,relation,base_class_clause>template_type,ts_0346,1
cpp,relation,base_class_clause>type_identifier,ts_0347,7
cpp,relation,binary_expression>binary_expression,ts_0348,11
cpp,relation,binary_expression>call_expression,ts_0349,4
cpp,relation,binary_expression>char_literal,ts_0350,1
cpp,relation,binary_expression>compound_literal_expression,ts_0115,1
cpp,relation,binary_expression>field_expression,ts_0351,1
cpp,relation,binary_expression>identifier,ts_0352,23
cpp,relation,binary_expression>number_literal,ts_0353,13
cpp,relation,binary_expression>parenthesized_expression,ts_0354,4
cpp,relation,binary_expression>preproc_defined,ts_0355,1
cpp,relation,binary_expression>qualified_identifier,ts_0356,4
cpp,relation,binary_expression>reflect_expression,ts_0306,1
cpp,relation,binary_expression>requires_expression,ts_0357,1
cpp,relation,binary_expression>sizeof_expression,ts_0358,2
cpp,relation,binary_expression>splice_expression,ts_0359,1
cpp,relation,binary_expression>string_literal,ts_0360,1
cpp,relation,binary_expression>subscript_expression,ts_0131,1
cpp,relation,binary_expression>template_function,ts_0357,1
cpp,relation,binary_expression>true,ts_0306,1
cpp,relation,binary_expression>unary_expression,ts_0361,6
cpp,relation,binary_expression>update_expression,ts_0362,3
cpp,relation,bitfield_clause>number_literal,ts_0153,1
cpp,relation,call_expression>argument_list,ts_0155,54
cpp,relation,call_expression>compound_literal_expression,ts_0363,1
cpp,relation,call_expression>field_expression,ts_0364,10
cpp,relation,call_expression>identifier,ts_0365,33
cpp,relation,call_expression>lambda_expression,ts_0366,2
cpp,relation,call_expression>parenthesized_expression,ts_0367,1
cpp,relation,call_expression>primitive_type,ts_0368,3
cpp,relation,call_expression>qualified_identifier,ts_0369,9
cpp,relation,call_expression>splice_expression,ts_0359,1
cpp,relation,call_expression>splice_type_specifier,ts_0270,2
cpp,relation,call_expression>template_function,ts_0370,5
cpp,relation,case_statement>attributed_statement,ts_0341,1
cpp,relation,case_statement>break_statement,ts_0371,1
cpp,relation,case_statement>co_return_statement,ts_0372,1
cpp,relation,case_statement>co_yield_statement,ts_0372,1
cpp,relation,case_statement>compound_statement,ts_0340,2
cpp,relation,case_statement>do_statement,ts_0373,1
cpp,relation,case_statement>expression_statement,ts_0374,2
cpp,relation,case_statement>for_range_loop,ts_0372,1
cpp,relation,case_statement>if_statement,ts_0371,1
cpp,relation,case_statement>number_literal,ts_0156,5
cpp,relation,case_statement>throw_statement,ts_0372,1
cpp,relation,case_statement>try_statement,ts_0372,1
cpp,relation,cast_expression>identifier,ts_0157,4
cpp,relation,cast_expression>type_descriptor,ts_0157,4
cpp,relation,catch_clause>compound_statement,ts_0158,6
cpp,relation,catch_clause>parameter_list,ts_0158,6
cpp,relation,char_literal>character,ts_0159,4
cpp,relation,char_literal>escape_sequence,ts_0375,2
cpp,relation,class_specifier>attribute_declaration,ts_0376,1
cpp,relation,class_specifier>base_class_clause,ts_0343,6
cpp,relation,class_specifier>field_declaration_list,ts_0160,24
cpp,relation,class_specifier>ms_declspec_modifier,ts_0377,1
cpp,relation,class_specifier>type_identifier,ts_0160,24
cpp,relation,class_specifier>virtual_specifier,ts_0378,2
cpp,relation,co_await_expression>call_expression,ts_0161,1
cpp,relation,co_await_expression>identifier,ts_0161,1
cpp,relation,co_return_statement>number_literal,ts_0379,1
cpp,relation,co_yield_statement>identifier,ts_0372,1
cpp,relation,co_yield_statement>number_literal,ts_0379,1
cpp,relation,comma_expression>assignment_expression,ts_0380,1
cpp,relation,comma_expression>binary_expression,ts_0381,2
cpp,relation,comma_expression>call_expression,ts_0382,2
cpp,relation,comma_expression>comma_expression,ts_0380,1
cpp,relation,comma_expression>identifier,ts_0383,1
cpp,relation,comma_expression>number_literal,ts_0110,1
cpp,relation,comma_expression>update_expression,ts_0384,2
cpp,relation,compound_literal_expression>initializer_list,ts_0165,11
cpp,relation,compound_literal_expression>primitive_type,ts_0385,2
cpp,relation,compound_literal_expression>qualified_identifier,ts_0386,2
cpp,relation,compound_literal_expression>splice_type_specifier,ts_0359,1
cpp,relation,compound_literal_expression>template_type,ts_0387,2
cpp,relation,compound_literal_expression>type_descriptor,ts_0388,2
cpp,relation,compound_literal_expression>type_identifier,ts_0389,4
cpp,relation,compound_requirement>binary_expression,ts_0390,1
cpp,relation,compound_requirement>call_expression,ts_0391,2
cpp,relation,compound_requirement>delete_expression,ts_0357,1
cpp,relation,compound_requirement>pointer_expression,ts_0390,1
cpp,relation,compound_requirement>trailing_return_type,ts_0392,2
cpp,relation,compound_statement>alias_declaration,ts_0359,1
cpp,relation,compound_statement>attributed_statement,ts_0340,2
cpp,relation,compound_statement>case_statement,ts_0393,4
cpp,relation,compound_statement>comment,ts_0394,12
cpp,relation,compound_statement>compound_statement,ts_0395,1
cpp,relation,compound_statement>consteval_block_declaration,ts_0172,1
cpp,relation,compound_statement>declaration,ts_0396,20
cpp,relation,compound_statement>do_statement,ts_0341,1
cpp,relation,compound_statement>expression_statement,ts_0397,52
cpp,relation,compound_statement>for_range_loop,ts_0398,2
cpp,relation,compound_statement>for_statement,ts_0399,3
cpp,relation,compound_statement>if_statement,ts_0400,7
cpp,relation,compound_statement>labeled_statement,ts_0401,1
cpp,relation,compound_statement>preproc_if,ts_0402,1
cpp,relation,compound_statement>return_statement,ts_0403,20
cpp,relation,compound_statement>static_assert_declaration,ts_0404,2
cpp,relation,compound_statement>struct_specifier,ts_0172,1
cpp,relation,compound_statement>switch_statement,ts_0405,3
cpp,relation,compound_statement>throw_statement,ts_0406,4
cpp,relation,compound_statement>try_statement,ts_0407,1
cpp,relation,compound_statement>while_statement,ts_0408,1
cpp,relation,concatenated_string>identifier,ts_0409,1
cpp,relation,concatenated_string>raw_string_literal,ts_0410,1
cpp,relation,concatenated_string>string_literal,ts_0168,7
cpp,relation,concept_definition>binary_expression,ts_0357,1
cpp,relation,concept_definition>identifier,ts_0169,6
cpp,relation,concept_definition>qualified_identifier,ts_0411,1
cpp,relation,concept_definition>requires_expression,ts_0412,4
cpp,relation,condition_clause>binary_expression,ts_0413,5
cpp,relation,condition_clause>call_expression,ts_0414,1
cpp,relation,condition_clause>declaration,ts_0415,1
cpp,relation,condition_clause>identifier,ts_0416,7
cpp,relation,condition_clause>init_statement,ts_0415,1
cpp,relation,condition_clause>parenthesized_expression,ts_0417,2
cpp,relation,condition_clause>qualified_identifier,ts_0418,1
cpp,relation,condition_clause>true,ts_0340,2
cpp,relation,condition_clause>unary_expression,ts_0419,1
cpp,relation,conditional_expression>identifier,ts_0171,1
cpp,relation,conditional_expression>parenthesized_expression,ts_0171,1
cpp,relation,consteval_block_declaration>compound_statement,ts_0172,1
cpp,relation,constraint_conjunction>template_type,ts_0173,1
cpp,relation,constraint_disjunction>false,ts_0173,1
cpp,relation,constraint_disjunction>template_type,ts_0173,1
cpp,relation,constraint_disjunction>true,ts_0173,1
cpp,relation,declaration>array_declarator,ts_0420,1
cpp,relation,declaration>attribute_declaration,ts_0421,6
cpp,relation,declaration>attribute_specifier,ts_0339,1
cpp,relation,declaration>attributed_declarator,ts_0339,1
cpp,relation,declaration>call_expression,ts_0415,1
cpp,relation,declaration>decltype,ts_0422,1
cpp,relation,declaration>dependent_type,ts_0423,2
cpp,relation,declaration>enum_specifier,ts_0424,1
cpp,relation,declaration>explicit_function_specifier,ts_0425,4
cpp,relation,declaration>function_declarator,ts_0426,28
cpp,relation,declaration>gnu_asm_expression,ts_0427,1
cpp,relation,declaration>identifier,ts_0428,25
cpp,relation,declaration>init_declarator,ts_0214,38
cpp,relation,declaration>initializer_list,ts_0415,1
cpp,relation,declaration>ms_call_modifier,ts_0377,1
cpp,relation,declaration>number_literal,ts_0310,2
cpp,relation,declaration>operator_cast,ts_0310,2
cpp,relation,declaration>placeholder_type_specifier,ts_0429,13
cpp,relation,declaration>pointer_declarator,ts_0430,3
cpp,relation,declaration>primitive_type,ts_0431,54
cpp,relation,declaration>qualified_identifier,ts_0432,7
cpp,relation,declaration>reference_declarator,ts_0433,1
cpp,relation,declaration>sized_type_specifier,ts_0434,2
cpp,relation,declaration>storage_class_specifier,ts_0435,9
cpp,relation,declaration>struct_specifier,ts_0436,2
cpp,relation,declaration>template_type,ts_0437,6
cpp,relation,declaration>type_identifier,ts_0438,17
cpp,relation,declaration>type_qualifier,ts_0439,11
cpp,relation,declaration>union_specifier,ts_0424,1
cpp,relation,declaration_list>declaration,ts_0440,2
