language,source_node_or_rule,source_kind,frontend_stage,available
c,"
",node_type,CST_STRUCTURED,0
c,"
",node_type,FIELDS_MAPPED,0
c,"
",node_type,LOWERING_RULE_PRESENT,0
c,"
",node_type,PARSED,0
c,"
",node_type,RELATIONS_MAPPED,0
c,"
",node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,"
",node_type,TOKEN_RECOGNIZED,1
c,"
",node_type,UASF_MAPPED,0
c,"
",node_type,UAST_STRUCTURE_MAPPED,0
c,"
",node_type,UAST_VALID,0
c,!,node_type,CST_STRUCTURED,0
c,!,node_type,FIELDS_MAPPED,0
c,!,node_type,LOWERING_RULE_PRESENT,0
c,!,node_type,PARSED,0
c,!,node_type,RELATIONS_MAPPED,0
c,!,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,!,node_type,TOKEN_RECOGNIZED,1
c,!,node_type,UASF_MAPPED,0
c,!,node_type,UAST_STRUCTURE_MAPPED,0
c,!,node_type,UAST_VALID,0
c,!=,node_type,CST_STRUCTURED,0
c,!=,node_type,FIELDS_MAPPED,0
c,!=,node_type,LOWERING_RULE_PRESENT,0
c,!=,node_type,PARSED,0
c,!=,node_type,RELATIONS_MAPPED,0
c,!=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,!=,node_type,TOKEN_RECOGNIZED,1
c,!=,node_type,UASF_MAPPED,0
c,!=,node_type,UAST_STRUCTURE_MAPPED,0
c,!=,node_type,UAST_VALID,0
c,"""",node_type,CST_STRUCTURED,0
c,"""",node_type,FIELDS_MAPPED,0
c,"""",node_type,LOWERING_RULE_PRESENT,0
c,"""",node_type,PARSED,0
c,"""",node_type,RELATIONS_MAPPED,0
c,"""",node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,"""",node_type,TOKEN_RECOGNIZED,1
c,"""",node_type,UASF_MAPPED,0
c,"""",node_type,UAST_STRUCTURE_MAPPED,0
c,"""",node_type,UAST_VALID,0
c,#define,node_type,CST_STRUCTURED,0
c,#define,node_type,FIELDS_MAPPED,0
c,#define,node_type,LOWERING_RULE_PRESENT,0
c,#define,node_type,PARSED,0
c,#define,node_type,RELATIONS_MAPPED,0
c,#define,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#define,node_type,TOKEN_RECOGNIZED,1
c,#define,node_type,UASF_MAPPED,0
c,#define,node_type,UAST_STRUCTURE_MAPPED,0
c,#define,node_type,UAST_VALID,0
c,#elif,node_type,CST_STRUCTURED,0
c,#elif,node_type,FIELDS_MAPPED,0
c,#elif,node_type,LOWERING_RULE_PRESENT,0
c,#elif,node_type,PARSED,0
c,#elif,node_type,RELATIONS_MAPPED,0
c,#elif,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#elif,node_type,TOKEN_RECOGNIZED,1
c,#elif,node_type,UASF_MAPPED,0
c,#elif,node_type,UAST_STRUCTURE_MAPPED,0
c,#elif,node_type,UAST_VALID,0
c,#elifdef,node_type,CST_STRUCTURED,0
c,#elifdef,node_type,FIELDS_MAPPED,0
c,#elifdef,node_type,LOWERING_RULE_PRESENT,0
c,#elifdef,node_type,PARSED,0
c,#elifdef,node_type,RELATIONS_MAPPED,0
c,#elifdef,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#elifdef,node_type,TOKEN_RECOGNIZED,1
c,#elifdef,node_type,UASF_MAPPED,0
c,#elifdef,node_type,UAST_STRUCTURE_MAPPED,0
c,#elifdef,node_type,UAST_VALID,0
c,#elifndef,node_type,CST_STRUCTURED,0
c,#elifndef,node_type,FIELDS_MAPPED,0
c,#elifndef,node_type,LOWERING_RULE_PRESENT,0
c,#elifndef,node_type,PARSED,0
c,#elifndef,node_type,RELATIONS_MAPPED,0
c,#elifndef,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#elifndef,node_type,TOKEN_RECOGNIZED,1
c,#elifndef,node_type,UASF_MAPPED,0
c,#elifndef,node_type,UAST_STRUCTURE_MAPPED,0
c,#elifndef,node_type,UAST_VALID,0
c,#else,node_type,CST_STRUCTURED,0
c,#else,node_type,FIELDS_MAPPED,0
c,#else,node_type,LOWERING_RULE_PRESENT,0
c,#else,node_type,PARSED,0
c,#else,node_type,RELATIONS_MAPPED,0
c,#else,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#else,node_type,TOKEN_RECOGNIZED,1
c,#else,node_type,UASF_MAPPED,0
c,#else,node_type,UAST_STRUCTURE_MAPPED,0
c,#else,node_type,UAST_VALID,0
c,#endif,node_type,CST_STRUCTURED,0
c,#endif,node_type,FIELDS_MAPPED,0
c,#endif,node_type,LOWERING_RULE_PRESENT,0
c,#endif,node_type,PARSED,0
c,#endif,node_type,RELATIONS_MAPPED,0
c,#endif,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#endif,node_type,TOKEN_RECOGNIZED,1
c,#endif,node_type,UASF_MAPPED,0
c,#endif,node_type,UAST_STRUCTURE_MAPPED,0
c,#endif,node_type,UAST_VALID,0
c,#if,node_type,CST_STRUCTURED,0
c,#if,node_type,FIELDS_MAPPED,0
c,#if,node_type,LOWERING_RULE_PRESENT,0
c,#if,node_type,PARSED,0
c,#if,node_type,RELATIONS_MAPPED,0
c,#if,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#if,node_type,TOKEN_RECOGNIZED,1
c,#if,node_type,UASF_MAPPED,0
c,#if,node_type,UAST_STRUCTURE_MAPPED,0
c,#if,node_type,UAST_VALID,0
c,#ifdef,node_type,CST_STRUCTURED,0
c,#ifdef,node_type,FIELDS_MAPPED,0
c,#ifdef,node_type,LOWERING_RULE_PRESENT,0
c,#ifdef,node_type,PARSED,0
c,#ifdef,node_type,RELATIONS_MAPPED,0
c,#ifdef,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#ifdef,node_type,TOKEN_RECOGNIZED,1
c,#ifdef,node_type,UASF_MAPPED,0
c,#ifdef,node_type,UAST_STRUCTURE_MAPPED,0
c,#ifdef,node_type,UAST_VALID,0
c,#ifndef,node_type,CST_STRUCTURED,0
c,#ifndef,node_type,FIELDS_MAPPED,0
c,#ifndef,node_type,LOWERING_RULE_PRESENT,0
c,#ifndef,node_type,PARSED,0
c,#ifndef,node_type,RELATIONS_MAPPED,0
c,#ifndef,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#ifndef,node_type,TOKEN_RECOGNIZED,1
c,#ifndef,node_type,UASF_MAPPED,0
c,#ifndef,node_type,UAST_STRUCTURE_MAPPED,0
c,#ifndef,node_type,UAST_VALID,0
c,#include,node_type,CST_STRUCTURED,0
c,#include,node_type,FIELDS_MAPPED,0
c,#include,node_type,LOWERING_RULE_PRESENT,0
c,#include,node_type,PARSED,0
c,#include,node_type,RELATIONS_MAPPED,0
c,#include,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,#include,node_type,TOKEN_RECOGNIZED,1
c,#include,node_type,UASF_MAPPED,0
c,#include,node_type,UAST_STRUCTURE_MAPPED,0
c,#include,node_type,UAST_VALID,0
c,%,node_type,CST_STRUCTURED,0
c,%,node_type,FIELDS_MAPPED,0
c,%,node_type,LOWERING_RULE_PRESENT,0
c,%,node_type,PARSED,0
c,%,node_type,RELATIONS_MAPPED,0
c,%,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,%,node_type,TOKEN_RECOGNIZED,1
c,%,node_type,UASF_MAPPED,0
c,%,node_type,UAST_STRUCTURE_MAPPED,0
c,%,node_type,UAST_VALID,0
c,%=,node_type,CST_STRUCTURED,0
c,%=,node_type,FIELDS_MAPPED,0
c,%=,node_type,LOWERING_RULE_PRESENT,0
c,%=,node_type,PARSED,0
c,%=,node_type,RELATIONS_MAPPED,0
c,%=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,%=,node_type,TOKEN_RECOGNIZED,1
c,%=,node_type,UASF_MAPPED,0
c,%=,node_type,UAST_STRUCTURE_MAPPED,0
c,%=,node_type,UAST_VALID,0
c,&,node_type,CST_STRUCTURED,0
c,&,node_type,FIELDS_MAPPED,0
c,&,node_type,LOWERING_RULE_PRESENT,0
c,&,node_type,PARSED,0
c,&,node_type,RELATIONS_MAPPED,0
c,&,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,&,node_type,TOKEN_RECOGNIZED,1
c,&,node_type,UASF_MAPPED,0
c,&,node_type,UAST_STRUCTURE_MAPPED,0
c,&,node_type,UAST_VALID,0
c,&&,node_type,CST_STRUCTURED,0
c,&&,node_type,FIELDS_MAPPED,0
c,&&,node_type,LOWERING_RULE_PRESENT,0
c,&&,node_type,PARSED,0
c,&&,node_type,RELATIONS_MAPPED,0
c,&&,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,&&,node_type,TOKEN_RECOGNIZED,1
c,&&,node_type,UASF_MAPPED,0
c,&&,node_type,UAST_STRUCTURE_MAPPED,0
c,&&,node_type,UAST_VALID,0
c,&=,node_type,CST_STRUCTURED,0
c,&=,node_type,FIELDS_MAPPED,0
c,&=,node_type,LOWERING_RULE_PRESENT,0
c,&=,node_type,PARSED,0
c,&=,node_type,RELATIONS_MAPPED,0
c,&=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,&=,node_type,TOKEN_RECOGNIZED,1
c,&=,node_type,UASF_MAPPED,0
c,&=,node_type,UAST_STRUCTURE_MAPPED,0
c,&=,node_type,UAST_VALID,0
c,',node_type,CST_STRUCTURED,0
c,',node_type,FIELDS_MAPPED,0
c,',node_type,LOWERING_RULE_PRESENT,0
c,',node_type,PARSED,0
c,',node_type,RELATIONS_MAPPED,0
c,',node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,',node_type,TOKEN_RECOGNIZED,1
c,',node_type,UASF_MAPPED,0
c,',node_type,UAST_STRUCTURE_MAPPED,0
c,',node_type,UAST_VALID,0
c,(,node_type,CST_STRUCTURED,0
c,(,node_type,FIELDS_MAPPED,0
c,(,node_type,LOWERING_RULE_PRESENT,0
c,(,node_type,PARSED,0
c,(,node_type,RELATIONS_MAPPED,0
c,(,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,(,node_type,TOKEN_RECOGNIZED,1
c,(,node_type,UASF_MAPPED,0
c,(,node_type,UAST_STRUCTURE_MAPPED,0
c,(,node_type,UAST_VALID,0
c,),node_type,CST_STRUCTURED,0
c,),node_type,FIELDS_MAPPED,0
c,),node_type,LOWERING_RULE_PRESENT,0
c,),node_type,PARSED,0
c,),node_type,RELATIONS_MAPPED,0
c,),node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,),node_type,TOKEN_RECOGNIZED,1
c,),node_type,UASF_MAPPED,0
c,),node_type,UAST_STRUCTURE_MAPPED,0
c,),node_type,UAST_VALID,0
c,*,node_type,CST_STRUCTURED,0
c,*,node_type,FIELDS_MAPPED,0
c,*,node_type,LOWERING_RULE_PRESENT,0
c,*,node_type,PARSED,0
c,*,node_type,RELATIONS_MAPPED,0
c,*,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,*,node_type,TOKEN_RECOGNIZED,1
c,*,node_type,UASF_MAPPED,0
c,*,node_type,UAST_STRUCTURE_MAPPED,0
c,*,node_type,UAST_VALID,0
c,*=,node_type,CST_STRUCTURED,0
c,*=,node_type,FIELDS_MAPPED,0
c,*=,node_type,LOWERING_RULE_PRESENT,0
c,*=,node_type,PARSED,0
c,*=,node_type,RELATIONS_MAPPED,0
c,*=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,*=,node_type,TOKEN_RECOGNIZED,1
c,*=,node_type,UASF_MAPPED,0
c,*=,node_type,UAST_STRUCTURE_MAPPED,0
c,*=,node_type,UAST_VALID,0
c,+,node_type,CST_STRUCTURED,0
c,+,node_type,FIELDS_MAPPED,0
c,+,node_type,LOWERING_RULE_PRESENT,0
c,+,node_type,PARSED,0
c,+,node_type,RELATIONS_MAPPED,0
c,+,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,+,node_type,TOKEN_RECOGNIZED,1
c,+,node_type,UASF_MAPPED,0
c,+,node_type,UAST_STRUCTURE_MAPPED,0
c,+,node_type,UAST_VALID,0
c,++,node_type,CST_STRUCTURED,0
c,++,node_type,FIELDS_MAPPED,0
c,++,node_type,LOWERING_RULE_PRESENT,0
c,++,node_type,PARSED,0
c,++,node_type,RELATIONS_MAPPED,0
c,++,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,++,node_type,TOKEN_RECOGNIZED,1
c,++,node_type,UASF_MAPPED,0
c,++,node_type,UAST_STRUCTURE_MAPPED,0
c,++,node_type,UAST_VALID,0
c,+=,node_type,CST_STRUCTURED,0
c,+=,node_type,FIELDS_MAPPED,0
c,+=,node_type,LOWERING_RULE_PRESENT,0
c,+=,node_type,PARSED,0
c,+=,node_type,RELATIONS_MAPPED,0
c,+=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,+=,node_type,TOKEN_RECOGNIZED,1
c,+=,node_type,UASF_MAPPED,0
c,+=,node_type,UAST_STRUCTURE_MAPPED,0
c,+=,node_type,UAST_VALID,0
c,",",node_type,CST_STRUCTURED,0
c,",",node_type,FIELDS_MAPPED,0
c,",",node_type,LOWERING_RULE_PRESENT,0
c,",",node_type,PARSED,0
c,",",node_type,RELATIONS_MAPPED,0
c,",",node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,",",node_type,TOKEN_RECOGNIZED,1
c,",",node_type,UASF_MAPPED,0
c,",",node_type,UAST_STRUCTURE_MAPPED,0
c,",",node_type,UAST_VALID,0
c,-,node_type,CST_STRUCTURED,0
c,-,node_type,FIELDS_MAPPED,0
c,-,node_type,LOWERING_RULE_PRESENT,0
c,-,node_type,PARSED,0
c,-,node_type,RELATIONS_MAPPED,0
c,-,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,-,node_type,TOKEN_RECOGNIZED,1
c,-,node_type,UASF_MAPPED,0
c,-,node_type,UAST_STRUCTURE_MAPPED,0
c,-,node_type,UAST_VALID,0
c,--,node_type,CST_STRUCTURED,0
c,--,node_type,FIELDS_MAPPED,0
c,--,node_type,LOWERING_RULE_PRESENT,0
c,--,node_type,PARSED,0
c,--,node_type,RELATIONS_MAPPED,0
c,--,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,--,node_type,TOKEN_RECOGNIZED,1
c,--,node_type,UASF_MAPPED,0
c,--,node_type,UAST_STRUCTURE_MAPPED,0
c,--,node_type,UAST_VALID,0
c,-=,node_type,CST_STRUCTURED,0
c,-=,node_type,FIELDS_MAPPED,0
c,-=,node_type,LOWERING_RULE_PRESENT,0
c,-=,node_type,PARSED,0
c,-=,node_type,RELATIONS_MAPPED,0
c,-=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,-=,node_type,TOKEN_RECOGNIZED,1
c,-=,node_type,UASF_MAPPED,0
c,-=,node_type,UAST_STRUCTURE_MAPPED,0
c,-=,node_type,UAST_VALID,0
c,->,node_type,CST_STRUCTURED,0
c,->,node_type,FIELDS_MAPPED,0
c,->,node_type,LOWERING_RULE_PRESENT,0
c,->,node_type,PARSED,0
c,->,node_type,RELATIONS_MAPPED,0
c,->,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,->,node_type,TOKEN_RECOGNIZED,1
c,->,node_type,UASF_MAPPED,0
c,->,node_type,UAST_STRUCTURE_MAPPED,0
c,->,node_type,UAST_VALID,0
c,.,node_type,CST_STRUCTURED,0
c,.,node_type,FIELDS_MAPPED,0
c,.,node_type,LOWERING_RULE_PRESENT,0
c,.,node_type,PARSED,0
c,.,node_type,RELATIONS_MAPPED,0
c,.,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,.,node_type,TOKEN_RECOGNIZED,1
c,.,node_type,UASF_MAPPED,0
c,.,node_type,UAST_STRUCTURE_MAPPED,0
c,.,node_type,UAST_VALID,0
c,...,node_type,CST_STRUCTURED,0
c,...,node_type,FIELDS_MAPPED,0
c,...,node_type,LOWERING_RULE_PRESENT,0
c,...,node_type,PARSED,0
c,...,node_type,RELATIONS_MAPPED,0
c,...,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,...,node_type,TOKEN_RECOGNIZED,1
c,...,node_type,UASF_MAPPED,0
c,...,node_type,UAST_STRUCTURE_MAPPED,0
c,...,node_type,UAST_VALID,0
c,/,node_type,CST_STRUCTURED,0
c,/,node_type,FIELDS_MAPPED,0
c,/,node_type,LOWERING_RULE_PRESENT,0
c,/,node_type,PARSED,0
c,/,node_type,RELATIONS_MAPPED,0
c,/,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,/,node_type,TOKEN_RECOGNIZED,1
c,/,node_type,UASF_MAPPED,0
c,/,node_type,UAST_STRUCTURE_MAPPED,0
c,/,node_type,UAST_VALID,0
c,/=,node_type,CST_STRUCTURED,0
c,/=,node_type,FIELDS_MAPPED,0
c,/=,node_type,LOWERING_RULE_PRESENT,0
c,/=,node_type,PARSED,0
c,/=,node_type,RELATIONS_MAPPED,0
c,/=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,/=,node_type,TOKEN_RECOGNIZED,1
c,/=,node_type,UASF_MAPPED,0
c,/=,node_type,UAST_STRUCTURE_MAPPED,0
c,/=,node_type,UAST_VALID,0
c,:,node_type,CST_STRUCTURED,0
c,:,node_type,FIELDS_MAPPED,0
c,:,node_type,LOWERING_RULE_PRESENT,0
c,:,node_type,PARSED,0
c,:,node_type,RELATIONS_MAPPED,0
c,:,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,:,node_type,TOKEN_RECOGNIZED,1
c,:,node_type,UASF_MAPPED,0
c,:,node_type,UAST_STRUCTURE_MAPPED,0
c,:,node_type,UAST_VALID,0
c,::,node_type,CST_STRUCTURED,0
c,::,node_type,FIELDS_MAPPED,0
c,::,node_type,LOWERING_RULE_PRESENT,0
c,::,node_type,PARSED,0
c,::,node_type,RELATIONS_MAPPED,0
c,::,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,::,node_type,TOKEN_RECOGNIZED,1
c,::,node_type,UASF_MAPPED,0
c,::,node_type,UAST_STRUCTURE_MAPPED,0
c,::,node_type,UAST_VALID,0
c,;,node_type,CST_STRUCTURED,0
c,;,node_type,FIELDS_MAPPED,0
c,;,node_type,LOWERING_RULE_PRESENT,0
c,;,node_type,PARSED,0
c,;,node_type,RELATIONS_MAPPED,0
c,;,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,;,node_type,TOKEN_RECOGNIZED,1
c,;,node_type,UASF_MAPPED,0
c,;,node_type,UAST_STRUCTURE_MAPPED,0
c,;,node_type,UAST_VALID,0
c,<,node_type,CST_STRUCTURED,0
c,<,node_type,FIELDS_MAPPED,0
c,<,node_type,LOWERING_RULE_PRESENT,0
c,<,node_type,PARSED,0
c,<,node_type,RELATIONS_MAPPED,0
c,<,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,<,node_type,TOKEN_RECOGNIZED,1
c,<,node_type,UASF_MAPPED,0
c,<,node_type,UAST_STRUCTURE_MAPPED,0
c,<,node_type,UAST_VALID,0
c,<<,node_type,CST_STRUCTURED,0
c,<<,node_type,FIELDS_MAPPED,0
c,<<,node_type,LOWERING_RULE_PRESENT,0
c,<<,node_type,PARSED,0
c,<<,node_type,RELATIONS_MAPPED,0
c,<<,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,<<,node_type,TOKEN_RECOGNIZED,1
c,<<,node_type,UASF_MAPPED,0
c,<<,node_type,UAST_STRUCTURE_MAPPED,0
c,<<,node_type,UAST_VALID,0
c,<<=,node_type,CST_STRUCTURED,0
c,<<=,node_type,FIELDS_MAPPED,0
c,<<=,node_type,LOWERING_RULE_PRESENT,0
c,<<=,node_type,PARSED,0
c,<<=,node_type,RELATIONS_MAPPED,0
c,<<=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,<<=,node_type,TOKEN_RECOGNIZED,1
c,<<=,node_type,UASF_MAPPED,0
c,<<=,node_type,UAST_STRUCTURE_MAPPED,0
c,<<=,node_type,UAST_VALID,0
c,<=,node_type,CST_STRUCTURED,0
c,<=,node_type,FIELDS_MAPPED,0
c,<=,node_type,LOWERING_RULE_PRESENT,0
c,<=,node_type,PARSED,0
c,<=,node_type,RELATIONS_MAPPED,0
c,<=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,<=,node_type,TOKEN_RECOGNIZED,1
c,<=,node_type,UASF_MAPPED,0
c,<=,node_type,UAST_STRUCTURE_MAPPED,0
c,<=,node_type,UAST_VALID,0
c,=,node_type,CST_STRUCTURED,0
c,=,node_type,FIELDS_MAPPED,0
c,=,node_type,LOWERING_RULE_PRESENT,0
c,=,node_type,PARSED,0
c,=,node_type,RELATIONS_MAPPED,0
c,=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,=,node_type,TOKEN_RECOGNIZED,1
c,=,node_type,UASF_MAPPED,0
c,=,node_type,UAST_STRUCTURE_MAPPED,0
c,=,node_type,UAST_VALID,0
c,==,node_type,CST_STRUCTURED,0
c,==,node_type,FIELDS_MAPPED,0
c,==,node_type,LOWERING_RULE_PRESENT,0
c,==,node_type,PARSED,0
c,==,node_type,RELATIONS_MAPPED,0
c,==,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,==,node_type,TOKEN_RECOGNIZED,1
c,==,node_type,UASF_MAPPED,0
c,==,node_type,UAST_STRUCTURE_MAPPED,0
c,==,node_type,UAST_VALID,0
c,>,node_type,CST_STRUCTURED,0
c,>,node_type,FIELDS_MAPPED,0
c,>,node_type,LOWERING_RULE_PRESENT,0
c,>,node_type,PARSED,0
c,>,node_type,RELATIONS_MAPPED,0
c,>,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,>,node_type,TOKEN_RECOGNIZED,1
c,>,node_type,UASF_MAPPED,0
c,>,node_type,UAST_STRUCTURE_MAPPED,0
c,>,node_type,UAST_VALID,0
c,>=,node_type,CST_STRUCTURED,0
c,>=,node_type,FIELDS_MAPPED,0
c,>=,node_type,LOWERING_RULE_PRESENT,0
c,>=,node_type,PARSED,0
c,>=,node_type,RELATIONS_MAPPED,0
c,>=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,>=,node_type,TOKEN_RECOGNIZED,1
c,>=,node_type,UASF_MAPPED,0
c,>=,node_type,UAST_STRUCTURE_MAPPED,0
c,>=,node_type,UAST_VALID,0
c,>>,node_type,CST_STRUCTURED,0
c,>>,node_type,FIELDS_MAPPED,0
c,>>,node_type,LOWERING_RULE_PRESENT,0
c,>>,node_type,PARSED,0
c,>>,node_type,RELATIONS_MAPPED,0
c,>>,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,>>,node_type,TOKEN_RECOGNIZED,1
c,>>,node_type,UASF_MAPPED,0
c,>>,node_type,UAST_STRUCTURE_MAPPED,0
c,>>,node_type,UAST_VALID,0
c,>>=,node_type,CST_STRUCTURED,0
c,>>=,node_type,FIELDS_MAPPED,0
c,>>=,node_type,LOWERING_RULE_PRESENT,0
c,>>=,node_type,PARSED,0
c,>>=,node_type,RELATIONS_MAPPED,0
c,>>=,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,>>=,node_type,TOKEN_RECOGNIZED,1
c,>>=,node_type,UASF_MAPPED,0
c,>>=,node_type,UAST_STRUCTURE_MAPPED,0
c,>>=,node_type,UAST_VALID,0
c,?,node_type,CST_STRUCTURED,0
c,?,node_type,FIELDS_MAPPED,0
c,?,node_type,LOWERING_RULE_PRESENT,0
c,?,node_type,PARSED,0
c,?,node_type,RELATIONS_MAPPED,0
c,?,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,?,node_type,TOKEN_RECOGNIZED,1
c,?,node_type,UASF_MAPPED,0
c,?,node_type,UAST_STRUCTURE_MAPPED,0
c,?,node_type,UAST_VALID,0
c,"L""",node_type,CST_STRUCTURED,0
c,"L""",node_type,FIELDS_MAPPED,0
c,"L""",node_type,LOWERING_RULE_PRESENT,0
c,"L""",node_type,PARSED,0
c,"L""",node_type,RELATIONS_MAPPED,0
c,"L""",node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,"L""",node_type,TOKEN_RECOGNIZED,1
c,"L""",node_type,UASF_MAPPED,0
c,"L""",node_type,UAST_STRUCTURE_MAPPED,0
c,"L""",node_type,UAST_VALID,0
c,L',node_type,CST_STRUCTURED,0
c,L',node_type,FIELDS_MAPPED,0
c,L',node_type,LOWERING_RULE_PRESENT,0
c,L',node_type,PARSED,0
c,L',node_type,RELATIONS_MAPPED,0
c,L',node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,L',node_type,TOKEN_RECOGNIZED,1
c,L',node_type,UASF_MAPPED,0
c,L',node_type,UAST_STRUCTURE_MAPPED,0
c,L',node_type,UAST_VALID,0
c,NULL,node_type,CST_STRUCTURED,0
c,NULL,node_type,FIELDS_MAPPED,0
c,NULL,node_type,LOWERING_RULE_PRESENT,0
c,NULL,node_type,PARSED,0
c,NULL,node_type,RELATIONS_MAPPED,0
c,NULL,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,NULL,node_type,TOKEN_RECOGNIZED,1
c,NULL,node_type,UASF_MAPPED,0
c,NULL,node_type,UAST_STRUCTURE_MAPPED,0
c,NULL,node_type,UAST_VALID,0
c,"U""",node_type,CST_STRUCTURED,0
c,"U""",node_type,FIELDS_MAPPED,0
c,"U""",node_type,LOWERING_RULE_PRESENT,0
c,"U""",node_type,PARSED,0
c,"U""",node_type,RELATIONS_MAPPED,0
c,"U""",node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,"U""",node_type,TOKEN_RECOGNIZED,1
c,"U""",node_type,UASF_MAPPED,0
c,"U""",node_type,UAST_STRUCTURE_MAPPED,0
c,"U""",node_type,UAST_VALID,0
c,U',node_type,CST_STRUCTURED,0
c,U',node_type,FIELDS_MAPPED,0
c,U',node_type,LOWERING_RULE_PRESENT,0
c,U',node_type,PARSED,0
c,U',node_type,RELATIONS_MAPPED,0
c,U',node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,U',node_type,TOKEN_RECOGNIZED,1
c,U',node_type,UASF_MAPPED,0
c,U',node_type,UAST_STRUCTURE_MAPPED,0
c,U',node_type,UAST_VALID,0
c,[,node_type,CST_STRUCTURED,0
c,[,node_type,FIELDS_MAPPED,0
c,[,node_type,LOWERING_RULE_PRESENT,0
c,[,node_type,PARSED,0
c,[,node_type,RELATIONS_MAPPED,0
c,[,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,[,node_type,TOKEN_RECOGNIZED,1
c,[,node_type,UASF_MAPPED,0
c,[,node_type,UAST_STRUCTURE_MAPPED,0
c,[,node_type,UAST_VALID,0
c,[[,node_type,CST_STRUCTURED,0
c,[[,node_type,FIELDS_MAPPED,0
c,[[,node_type,LOWERING_RULE_PRESENT,0
c,[[,node_type,PARSED,0
c,[[,node_type,RELATIONS_MAPPED,0
c,[[,node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,[[,node_type,TOKEN_RECOGNIZED,1
c,[[,node_type,UASF_MAPPED,0
c,[[,node_type,UAST_STRUCTURE_MAPPED,0
c,[[,node_type,UAST_VALID,0
c,],node_type,CST_STRUCTURED,0
c,],node_type,FIELDS_MAPPED,0
c,],node_type,LOWERING_RULE_PRESENT,0
c,],node_type,PARSED,0
c,],node_type,RELATIONS_MAPPED,0
c,],node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,],node_type,TOKEN_RECOGNIZED,1
c,],node_type,UASF_MAPPED,0
c,],node_type,UAST_STRUCTURE_MAPPED,0
c,],node_type,UAST_VALID,0
c,]],node_type,CST_STRUCTURED,0
c,]],node_type,FIELDS_MAPPED,0
c,]],node_type,LOWERING_RULE_PRESENT,0
c,]],node_type,PARSED,0
c,]],node_type,RELATIONS_MAPPED,0
c,]],node_type,SEMANTIC_PRESERVATION_PROVEN,0
c,]],node_type,TOKEN_RECOGNIZED,1
