language,repository,rule,path,parent_path,depth,member_index,op_type,name,value,named,payload_json
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifdef""},""named"":false,""value"":""#ifdef""},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifndef""},""named"":false,""value"":""#ifndef""}]},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*endif""},""named"":false,""value"":""#endif""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0],$.content,2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifdef""},""named"":false,""value"":""#ifdef""},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifndef""},""named"":false,""value"":""#ifndef""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[0],$.content.members[0],3,0,ALIAS,,"""#ifdef""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifdef""},""named"":false,""value"":""#ifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[0].content,$.content.members[0].members[0],4,content,PATTERN,,"""#[ \t]*ifdef""",,"{""type"":""PATTERN"",""value"":""#[ \t]*ifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[1],$.content.members[0],3,1,ALIAS,,"""#ifndef""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*ifndef""},""named"":false,""value"":""#ifndef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[0].members[1].content,$.content.members[0].members[1],4,content,PATTERN,,"""#[ \t]*ifndef""",,"{""type"":""PATTERN"",""value"":""#[ \t]*ifndef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[1],$.content,2,1,FIELD,name,,,"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[2],$.content,2,2,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,enumerator,,,"{""type"":""SYMBOL"",""name"":""enumerator""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3],$.content,2,3,FIELD,alternative,,,"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content,$.content.members[3],3,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0],$.content.members[3].content,4,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0],$.content.members[3].content.members[0],5,0,ALIAS,,"""preproc_else""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content,$.content.members[3].content.members[0].members[0],6,content,SYMBOL,preproc_else_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1],$.content.members[3].content.members[0],5,1,ALIAS,,"""preproc_elif""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content,$.content.members[3].content.members[0].members[1],6,content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2],$.content.members[3].content.members[0],5,2,ALIAS,,"""preproc_elifdef""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content,$.content.members[3].content.members[0].members[2],6,content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[1],$.content.members[3].content,4,1,BLANK,,,,"{""type"":""BLANK""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[4],$.content,2,4,ALIAS,,"""#endif""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*endif""},""named"":false,""value"":""#endif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,$.content.members[4].content,$.content.members[4],3,content,PATTERN,,"""#[ \t]*endif""",,"{""type"":""PATTERN"",""value"":""#[ \t]*endif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$,,0,,PREC,,-1,,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*else""},""named"":false,""value"":""#else""},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*else""},""named"":false,""value"":""#else""},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[0],$.content,2,0,ALIAS,,"""#else""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*else""},""named"":false,""value"":""#else""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[0].content,$.content.members[0],3,content,PATTERN,,"""#[ \t]*else""",,"{""type"":""PATTERN"",""value"":""#[ \t]*else""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[1],$.content,2,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_else_in_enumerator_list_no_comma,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,enumerator,,,"{""type"":""SYMBOL"",""name"":""enumerator""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$,,0,,PREC,,-1,,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elif""},""named"":false,""value"":""#elif""},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""STRING"",""value"":""\n""},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elif""},""named"":false,""value"":""#elif""},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""STRING"",""value"":""\n""},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[0],$.content,2,0,ALIAS,,"""#elif""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elif""},""named"":false,""value"":""#elif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[0].content,$.content.members[0],3,content,PATTERN,,"""#[ \t]*elif""",,"{""type"":""PATTERN"",""value"":""#[ \t]*elif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[1],$.content,2,1,FIELD,condition,,,"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,_preproc_expression,,,"{""type"":""SYMBOL"",""name"":""_preproc_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[2],$.content,2,2,STRING,,"""\n""",,"{""type"":""STRING"",""value"":""\n""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[3],$.content,2,3,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[3].content,$.content.members[3],3,content,SYMBOL,enumerator,,,"{""type"":""SYMBOL"",""name"":""enumerator""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4],$.content,2,4,FIELD,alternative,,,"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content,$.content.members[4],3,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0],$.content.members[4].content,4,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0],$.content.members[4].content.members[0],5,0,ALIAS,,"""preproc_else""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0].content,$.content.members[4].content.members[0].members[0],6,content,SYMBOL,preproc_else_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1],$.content.members[4].content.members[0],5,1,ALIAS,,"""preproc_elif""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1].content,$.content.members[4].content.members[0].members[1],6,content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2],$.content.members[4].content.members[0],5,2,ALIAS,,"""preproc_elifdef""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2].content,$.content.members[4].content.members[0].members[2],6,content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[1],$.content.members[4].content,4,1,BLANK,,,,"{""type"":""BLANK""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$,,0,,PREC,,-1,,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifdef""},""named"":false,""value"":""#elifdef""},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifndef""},""named"":false,""value"":""#elifndef""}]},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifdef""},""named"":false,""value"":""#elifdef""},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifndef""},""named"":false,""value"":""#elifndef""}]},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0],$.content,2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifdef""},""named"":false,""value"":""#elifdef""},{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifndef""},""named"":false,""value"":""#elifndef""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[0],$.content.members[0],3,0,ALIAS,,"""#elifdef""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifdef""},""named"":false,""value"":""#elifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[0].content,$.content.members[0].members[0],4,content,PATTERN,,"""#[ \t]*elifdef""",,"{""type"":""PATTERN"",""value"":""#[ \t]*elifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[1],$.content.members[0],3,1,ALIAS,,"""#elifndef""",False,"{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""#[ \t]*elifndef""},""named"":false,""value"":""#elifndef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[0].members[1].content,$.content.members[0].members[1],4,content,PATTERN,,"""#[ \t]*elifndef""",,"{""type"":""PATTERN"",""value"":""#[ \t]*elifndef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[1],$.content,2,1,FIELD,name,,,"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[2],$.content,2,2,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""enumerator""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,enumerator,,,"{""type"":""SYMBOL"",""name"":""enumerator""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3],$.content,2,3,FIELD,alternative,,,"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content,$.content.members[3],3,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0],$.content.members[3].content,4,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0],$.content.members[3].content.members[0],5,0,ALIAS,,"""preproc_else""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content,$.content.members[3].content.members[0].members[0],6,content,SYMBOL,preproc_else_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1],$.content.members[3].content.members[0],5,1,ALIAS,,"""preproc_elif""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content,$.content.members[3].content.members[0].members[1],6,content,SYMBOL,preproc_elif_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""}"
