language,repository,rule,path,parent_path,depth,member_index,op_type,name,value,named,payload_json
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content,$.content.content.members[7].content.members[1].members[1],7,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[0],$.content.content.members[7].content.members[1].members[1].content,8,0,STRING,,"""=""",,"{""type"":""STRING"",""value"":""=""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[1],$.content.content.members[7].content.members[1].members[1].content,8,1,STRING,,"""+""",,"{""type"":""STRING"",""value"":""+""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[2],$.content.content.members[7].content.members[1].members[1].content,8,2,STRING,,"""-""",,"{""type"":""STRING"",""value"":""-""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[3],$.content.content.members[7].content.members[1].members[1].content,8,3,STRING,,"""*""",,"{""type"":""STRING"",""value"":""*""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[4],$.content.content.members[7].content.members[1].members[1].content,8,4,STRING,,"""/""",,"{""type"":""STRING"",""value"":""/""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[5],$.content.content.members[7].content.members[1].members[1].content,8,5,STRING,,"""<""",,"{""type"":""STRING"",""value"":""<""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[6],$.content.content.members[7].content.members[1].members[1].content,8,6,STRING,,""">""",,"{""type"":""STRING"",""value"":"">""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[7],$.content.content.members[7].content.members[1].members[1].content,8,7,STRING,,"""@""",,"{""type"":""STRING"",""value"":""@""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[8],$.content.content.members[7].content.members[1].members[1].content,8,8,STRING,,"""$""",,"{""type"":""STRING"",""value"":""$""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[9],$.content.content.members[7].content.members[1].members[1].content,8,9,STRING,,"""~""",,"{""type"":""STRING"",""value"":""~""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[10],$.content.content.members[7].content.members[1].members[1].content,8,10,STRING,,"""&""",,"{""type"":""STRING"",""value"":""&""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[11],$.content.content.members[7].content.members[1].members[1].content,8,11,STRING,,"""%""",,"{""type"":""STRING"",""value"":""%""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[12],$.content.content.members[7].content.members[1].members[1].content,8,12,STRING,,"""|""",,"{""type"":""STRING"",""value"":""|""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[13],$.content.content.members[7].content.members[1].members[1].content,8,13,STRING,,"""!""",,"{""type"":""STRING"",""value"":""!""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[14],$.content.content.members[7].content.members[1].members[1].content,8,14,STRING,,"""?""",,"{""type"":""STRING"",""value"":""?""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[15],$.content.content.members[7].content.members[1].members[1].content,8,15,STRING,,"""^""",,"{""type"":""STRING"",""value"":""^""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[16],$.content.content.members[7].content.members[1].members[1].content,8,16,STRING,,""".""",,"{""type"":""STRING"",""value"":"".""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[17],$.content.content.members[7].content.members[1].members[1].content,8,17,STRING,,""":""",,"{""type"":""STRING"",""value"":"":""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[18],$.content.content.members[7].content.members[1].members[1].content,8,18,STRING,,"""\\""",,"{""type"":""STRING"",""value"":""\\""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[19],$.content.content.members[7].content.members[1].members[1].content,8,19,STRING,,"""∙""",,"{""type"":""STRING"",""value"":""∙""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[20],$.content.content.members[7].content.members[1].members[1].content,8,20,STRING,,"""∘""",,"{""type"":""STRING"",""value"":""∘""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[21],$.content.content.members[7].content.members[1].members[1].content,8,21,STRING,,"""×""",,"{""type"":""STRING"",""value"":""×""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[22],$.content.content.members[7].content.members[1].members[1].content,8,22,STRING,,"""★""",,"{""type"":""STRING"",""value"":""★""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[23],$.content.content.members[7].content.members[1].members[1].content,8,23,STRING,,"""⊗""",,"{""type"":""STRING"",""value"":""⊗""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[24],$.content.content.members[7].content.members[1].members[1].content,8,24,STRING,,"""⊘""",,"{""type"":""STRING"",""value"":""⊘""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[25],$.content.content.members[7].content.members[1].members[1].content,8,25,STRING,,"""⊙""",,"{""type"":""STRING"",""value"":""⊙""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[26],$.content.content.members[7].content.members[1].members[1].content,8,26,STRING,,"""⊛""",,"{""type"":""STRING"",""value"":""⊛""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[27],$.content.content.members[7].content.members[1].members[1].content,8,27,STRING,,"""⊠""",,"{""type"":""STRING"",""value"":""⊠""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[28],$.content.content.members[7].content.members[1].members[1].content,8,28,STRING,,"""⊡""",,"{""type"":""STRING"",""value"":""⊡""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[29],$.content.content.members[7].content.members[1].members[1].content,8,29,STRING,,"""∩""",,"{""type"":""STRING"",""value"":""∩""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[30],$.content.content.members[7].content.members[1].members[1].content,8,30,STRING,,"""∧""",,"{""type"":""STRING"",""value"":""∧""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[31],$.content.content.members[7].content.members[1].members[1].content,8,31,STRING,,"""⊓""",,"{""type"":""STRING"",""value"":""⊓""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[32],$.content.content.members[7].content.members[1].members[1].content,8,32,STRING,,"""±""",,"{""type"":""STRING"",""value"":""±""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[33],$.content.content.members[7].content.members[1].members[1].content,8,33,STRING,,"""⊕""",,"{""type"":""STRING"",""value"":""⊕""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[34],$.content.content.members[7].content.members[1].members[1].content,8,34,STRING,,"""⊖""",,"{""type"":""STRING"",""value"":""⊖""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[35],$.content.content.members[7].content.members[1].members[1].content,8,35,STRING,,"""⊞""",,"{""type"":""STRING"",""value"":""⊞""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[36],$.content.content.members[7].content.members[1].members[1].content,8,36,STRING,,"""⊟""",,"{""type"":""STRING"",""value"":""⊟""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[37],$.content.content.members[7].content.members[1].members[1].content,8,37,STRING,,"""∪""",,"{""type"":""STRING"",""value"":""∪""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[38],$.content.content.members[7].content.members[1].members[1].content,8,38,STRING,,"""∨""",,"{""type"":""STRING"",""value"":""∨""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[7].content.members[1].members[1].content.members[39],$.content.content.members[7].content.members[1].members[1].content,8,39,STRING,,"""⊔""",,"{""type"":""STRING"",""value"":""⊔""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8],$.content.content,3,8,TOKEN,,,,"{""type"":""TOKEN"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"":""},{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""?""}]},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}]}]}}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content,$.content.content.members[8],4,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"":""},{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""?""}]},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}]}]}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0],$.content.content.members[8].content,5,0,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"":""},{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}]}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[0],$.content.content.members[8].content.members[0],6,0,STRING,,""":""",,"{""type"":""STRING"",""value"":"":""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1],$.content.content.members[8].content.members[0],6,1,REPEAT1,,,,"{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content,$.content.content.members[8].content.members[0].members[1],7,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""@""},{""type"":""STRING"",""value"":""$""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""?""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":"":""},{""type"":""STRING"",""value"":""\\""},{""type"":""STRING"",""value"":""∙""},{""type"":""STRING"",""value"":""∘""},{""type"":""STRING"",""value"":""×""},{""type"":""STRING"",""value"":""★""},{""type"":""STRING"",""value"":""⊗""},{""type"":""STRING"",""value"":""⊘""},{""type"":""STRING"",""value"":""⊙""},{""type"":""STRING"",""value"":""⊛""},{""type"":""STRING"",""value"":""⊠""},{""type"":""STRING"",""value"":""⊡""},{""type"":""STRING"",""value"":""∩""},{""type"":""STRING"",""value"":""∧""},{""type"":""STRING"",""value"":""⊓""},{""type"":""STRING"",""value"":""±""},{""type"":""STRING"",""value"":""⊕""},{""type"":""STRING"",""value"":""⊖""},{""type"":""STRING"",""value"":""⊞""},{""type"":""STRING"",""value"":""⊟""},{""type"":""STRING"",""value"":""∪""},{""type"":""STRING"",""value"":""∨""},{""type"":""STRING"",""value"":""⊔""}]}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[0],$.content.content.members[8].content.members[0].members[1].content,8,0,STRING,,"""=""",,"{""type"":""STRING"",""value"":""=""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[1],$.content.content.members[8].content.members[0].members[1].content,8,1,STRING,,"""+""",,"{""type"":""STRING"",""value"":""+""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[2],$.content.content.members[8].content.members[0].members[1].content,8,2,STRING,,"""-""",,"{""type"":""STRING"",""value"":""-""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[3],$.content.content.members[8].content.members[0].members[1].content,8,3,STRING,,"""*""",,"{""type"":""STRING"",""value"":""*""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[4],$.content.content.members[8].content.members[0].members[1].content,8,4,STRING,,"""/""",,"{""type"":""STRING"",""value"":""/""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[5],$.content.content.members[8].content.members[0].members[1].content,8,5,STRING,,"""<""",,"{""type"":""STRING"",""value"":""<""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[6],$.content.content.members[8].content.members[0].members[1].content,8,6,STRING,,""">""",,"{""type"":""STRING"",""value"":"">""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[7],$.content.content.members[8].content.members[0].members[1].content,8,7,STRING,,"""@""",,"{""type"":""STRING"",""value"":""@""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[8],$.content.content.members[8].content.members[0].members[1].content,8,8,STRING,,"""$""",,"{""type"":""STRING"",""value"":""$""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[9],$.content.content.members[8].content.members[0].members[1].content,8,9,STRING,,"""~""",,"{""type"":""STRING"",""value"":""~""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[10],$.content.content.members[8].content.members[0].members[1].content,8,10,STRING,,"""&""",,"{""type"":""STRING"",""value"":""&""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[11],$.content.content.members[8].content.members[0].members[1].content,8,11,STRING,,"""%""",,"{""type"":""STRING"",""value"":""%""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[12],$.content.content.members[8].content.members[0].members[1].content,8,12,STRING,,"""|""",,"{""type"":""STRING"",""value"":""|""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[13],$.content.content.members[8].content.members[0].members[1].content,8,13,STRING,,"""!""",,"{""type"":""STRING"",""value"":""!""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[14],$.content.content.members[8].content.members[0].members[1].content,8,14,STRING,,"""?""",,"{""type"":""STRING"",""value"":""?""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[15],$.content.content.members[8].content.members[0].members[1].content,8,15,STRING,,"""^""",,"{""type"":""STRING"",""value"":""^""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[16],$.content.content.members[8].content.members[0].members[1].content,8,16,STRING,,""".""",,"{""type"":""STRING"",""value"":"".""}"
nim,alaviss/tree-sitter-nim,_prefix_operator,$.content.content.members[8].content.members[0].members[1].content.members[17],$.content.content.members[8].content.members[0].members[1].content,8,17,STRING,,""":""",,"{""type"":""STRING"",""value"":"":""}"
